"Block.Group.ID","Average.Block.Group.Score","Population","Population.3.Mile","Households.3.Mile","Percent.Kids.under.5","Percent.Kids.under.5.3.Mile","Percent.Kids.5.to.9","Percent.Kids.5.to.9.3 Mile","Average.Age","Household.income.under.40K.3Mile","Household.income.40K.to.50K.3.Mile","Household.income.50K.to.60K.3.Mile","Household.income.60K.to.75K.3.Mile","Household.income.75K.to.100K.3.Mile","Household.income.100:.125K.3.Mile","Household.income.125K.to.150K.3.Mile","Household.income.150K.to.200K.3.Mile","Household.income.200K+.3Mile","Score.Predict"
"530330067001",NA,3219,285212,144770,0.035,0.034,0,0.028,29.4,0.25,0.06,0.061,0.079,0.115,0.097,0.08,0.095,0.162,"0.5"
"530530715033",NA,1314,69165,24371,0.02,0.069,0.014,0.07,42.1,0.35,0.103,0.099,0.117,0.152,0.069,0.045,0.047,0.018,"0.5"
"530330298023",NA,2088,91856,33147,0.029,0.063,0.104,0.073,40.7,0.292,0.071,0.083,0.129,0.132,0.092,0.08,0.065,0.056,"0.5"
"530330297003",NA,1740,98767,33690,0.075,0.072,0.098,0.074,33.8,0.324,0.086,0.08,0.123,0.127,0.095,0.062,0.059,0.045,"0.5"
"530330322131",NA,1091,60909,21509,0.089,0.072,0.068,0.087,40.6,0.096,0.032,0.034,0.049,0.101,0.093,0.112,0.148,0.335,"0.5"
"530530702071",NA,818,15386,5936,0,0.059,0.042,0.065,49.9,0.282,0.086,0.096,0.093,0.115,0.118,0.074,0.1,0.036,"0.5"
"530530713101",NA,2306,70777,24526,0.065,0.068,0.064,0.068,32.8,0.192,0.085,0.092,0.116,0.176,0.132,0.082,0.076,0.049,"0.5"
"530530628013",NA,2014,132213,52309,0.124,0.068,0.082,0.061,25.8,0.334,0.097,0.091,0.108,0.135,0.095,0.053,0.05,0.036,"0.75"
"530330250011",NA,985,92948,34982,0.086,0.056,0.055,0.064,40.8,0.171,0.054,0.056,0.088,0.129,0.113,0.076,0.12,0.192,"0.5"
"530530605001",NA,875,80634,35167,0.04,0.05,0.082,0.056,50.7,0.318,0.086,0.068,0.099,0.131,0.098,0.066,0.075,0.059,"0.5"
"530530713072",NA,965,72396,25846,0.091,0.063,0.023,0.066,39.9,0.244,0.086,0.075,0.122,0.143,0.123,0.079,0.081,0.048,"0.5"
"530330014002",NA,1639,180759,79791,0.031,0.059,0.054,0.047,32.7,0.22,0.063,0.061,0.09,0.125,0.104,0.084,0.107,0.146,"0.75"
"530330251021",NA,1469,77702,28249,0.047,0.063,0.133,0.07,34,0.179,0.056,0.063,0.091,0.141,0.114,0.078,0.116,0.164,"0.5"
"530330101005",NA,2395,124447,48336,0.076,0.051,0.049,0.052,39.8,0.294,0.063,0.058,0.075,0.107,0.09,0.076,0.093,0.144,"0.5"
"530530606005",NA,550,95592,40873,0,0.054,0.115,0.058,40.5,0.354,0.088,0.069,0.098,0.132,0.09,0.058,0.064,0.046,"0.5"
"530330300062",NA,2160,102549,37060,0.046,0.065,0.056,0.07,43.6,0.269,0.073,0.086,0.124,0.141,0.1,0.084,0.068,0.055,"0.5"
"530670119003",NA,2059,12005,4561,0.087,0.048,0.091,0.046,41.1,0.218,0.054,0.038,0.077,0.127,0.127,0.091,0.081,0.185,"0.5"
"530530726023",NA,1170,3217,1234,0.03,0.086,0.077,0.099,56.4,0.272,0.091,0.134,0.207,0.137,0.045,0.053,0.041,0.019,"0.5"
"530330303062",NA,946,56155,20014,0.033,0.065,0.043,0.064,51.2,0.199,0.089,0.072,0.099,0.152,0.132,0.095,0.09,0.072,"0.5"
"530330226053",NA,2121,104900,43134,0.038,0.068,0.112,0.066,29.3,0.155,0.039,0.043,0.072,0.112,0.118,0.099,0.14,0.221,"0.5"
"530330275002",NA,1156,102208,37607,0.033,0.074,0.115,0.073,46,0.324,0.097,0.084,0.096,0.124,0.087,0.072,0.063,0.052,"0.5"
"530530625004",NA,621,125929,46220,0.061,0.072,0.058,0.073,45.8,0.388,0.11,0.1,0.113,0.13,0.079,0.037,0.026,0.016,"0.25"
"530330064003",NA,1295,263976,133485,0.061,0.034,0.049,0.028,44.7,0.259,0.057,0.058,0.078,0.114,0.093,0.08,0.095,0.166,"0.75"
"530530628023",NA,922,121022,46802,0.051,0.076,0.033,0.066,41.2,0.365,0.108,0.103,0.112,0.123,0.078,0.05,0.034,0.027,"0.5"
"530330222031",NA,1822,101020,41286,0.098,0.063,0.101,0.056,35.8,0.156,0.055,0.052,0.072,0.123,0.114,0.1,0.132,0.197,"0.5"
"530330292041",NA,2833,104448,35904,0.093,0.069,0.066,0.069,28.5,0.283,0.081,0.084,0.124,0.132,0.103,0.074,0.073,0.046,"0.5"
"530530731251",NA,5946,64972,20486,0.069,0.08,0.097,0.085,32.9,0.18,0.073,0.082,0.111,0.18,0.144,0.095,0.084,0.051,"0.75"
"530330096005",NA,1353,102280,56233,0.016,0.038,0.016,0.034,56.6,0.243,0.057,0.06,0.069,0.116,0.094,0.082,0.111,0.168,"0.5"
"530330019002",NA,1632,250168,105773,0.088,0.052,0.056,0.047,35,0.256,0.064,0.061,0.084,0.114,0.096,0.073,0.1,0.152,"0.75"
"530330112001",NA,987,146363,54606,0.064,0.068,0.139,0.069,35.1,0.313,0.079,0.073,0.09,0.124,0.096,0.076,0.075,0.073,"0.5"
"530330222023",NA,1243,96230,38356,0.077,0.066,0.034,0.061,46.4,0.166,0.052,0.058,0.079,0.128,0.116,0.102,0.132,0.168,"0.5"
"530330316041",NA,3121,49220,16966,0.071,0.068,0.118,0.095,36.4,0.132,0.038,0.049,0.089,0.165,0.151,0.114,0.145,0.119,"0.5"
"530330030004",NA,1652,183429,82798,0.025,0.056,0.091,0.045,34.6,0.177,0.06,0.057,0.095,0.127,0.108,0.088,0.109,0.179,"0.75"
"530530717073",NA,802,99835,36490,0.02,0.078,0.115,0.071,32.9,0.408,0.114,0.108,0.111,0.125,0.057,0.035,0.03,0.012,"0.25"
"530530721112",NA,1056,38637,13988,0.065,0.068,0.078,0.067,39.4,0.24,0.095,0.1,0.148,0.14,0.102,0.086,0.056,0.035,"0.5"
"530330220053",NA,1429,102071,41329,0.069,0.067,0.069,0.059,34.4,0.155,0.05,0.053,0.075,0.125,0.117,0.106,0.132,0.187,"0.5"
"530330241002",NA,883,69562,31628,0.027,0.049,0.052,0.05,51.3,0.156,0.042,0.042,0.052,0.097,0.098,0.084,0.121,0.309,"0.5"
"530330304013",NA,1465,78993,28429,0.081,0.07,0.093,0.064,35.7,0.261,0.08,0.087,0.123,0.14,0.1,0.076,0.081,0.051,"0.5"
"530330032002",NA,1360,165080,75640,0.049,0.056,0,0.046,35,0.159,0.061,0.058,0.097,0.123,0.109,0.096,0.111,0.187,"0.75"
"530330066002",NA,2437,292857,147021,0.041,0.035,0.011,0.03,30.4,0.249,0.057,0.062,0.077,0.114,0.096,0.08,0.097,0.168,"0.5"
"530330233003",NA,1858,103359,41299,0.05,0.06,0.05,0.06,47,0.169,0.051,0.051,0.079,0.116,0.116,0.075,0.131,0.211,"0.5"
"530530625005",NA,1508,135279,50228,0.053,0.073,0.116,0.073,29.3,0.382,0.109,0.102,0.112,0.128,0.082,0.04,0.026,0.018,"0.25"
"530330284022",NA,1304,84578,30201,0.077,0.074,0.006,0.063,42.3,0.313,0.116,0.085,0.1,0.133,0.095,0.063,0.052,0.044,"0.375"
"530330097024",NA,1112,69469,31386,0.083,0.066,0.178,0.06,41.2,0.193,0.062,0.058,0.09,0.11,0.111,0.08,0.135,0.16,"0.5"
"530530702041",NA,1719,37642,12519,0.121,0.074,0.062,0.079,32,0.143,0.075,0.068,0.101,0.163,0.172,0.114,0.102,0.063,"0.5"
"530330317053",NA,1821,49304,17473,0.085,0.058,0.068,0.071,38.4,0.148,0.049,0.062,0.086,0.178,0.135,0.108,0.112,0.122,"0.5"
"530530703091",NA,1402,30291,10346,0.093,0.07,0.026,0.083,36.5,0.149,0.056,0.087,0.098,0.16,0.139,0.091,0.115,0.106,"0.5"
"530530730013",NA,1420,5125,1976,0.077,0.069,0.093,0.07,38.7,0.262,0.063,0.143,0.105,0.128,0.073,0.094,0.101,0.031,"0.5"
"530530721084",NA,992,51845,20295,0,0.066,0.096,0.069,32.2,0.343,0.091,0.088,0.126,0.126,0.087,0.063,0.04,0.035,"0.5"
"530330068001",NA,1503,276087,141624,0.031,0.035,0.11,0.027,37.1,0.238,0.06,0.062,0.084,0.117,0.099,0.081,0.097,0.162,"0.75"
"530670116102",NA,1347,77734,29794,0.111,0.068,0.028,0.069,53.6,0.264,0.09,0.095,0.128,0.167,0.106,0.068,0.056,0.026,"0.5"
"530670118212",NA,1643,12073,4756,0.03,0.045,0.018,0.059,48.9,0.208,0.053,0.1,0.109,0.146,0.122,0.061,0.133,0.067,"0.5"
"530330205006",NA,705,100095,41276,0.04,0.059,0.02,0.05,43.5,0.257,0.064,0.068,0.084,0.144,0.107,0.077,0.103,0.096,"0.5"
"530330317034",NA,1301,85936,28214,0.029,0.069,0.087,0.074,48,0.228,0.074,0.072,0.094,0.145,0.128,0.089,0.089,0.081,"0.5"
"530530635022",NA,2189,120499,42754,0.096,0.077,0.087,0.072,39.3,0.371,0.113,0.11,0.118,0.129,0.078,0.036,0.028,0.017,"0.5"
"530330243005",NA,1420,106379,43106,0.061,0.053,0.086,0.057,45.6,0.226,0.049,0.045,0.072,0.101,0.097,0.08,0.106,0.225,"0.5"
"530330288011",NA,1253,71600,26421,0.091,0.067,0.057,0.069,53.3,0.279,0.098,0.088,0.107,0.129,0.109,0.067,0.067,0.055,"0.5"
"530530623001",NA,1465,96381,35732,0.092,0.062,0.04,0.068,34.5,0.382,0.094,0.096,0.111,0.138,0.084,0.038,0.033,0.023,"0.25"
"530330080013",NA,1515,222222,120422,0.009,0.035,0,0.026,32.4,0.236,0.058,0.063,0.081,0.118,0.098,0.083,0.103,0.16,"0.5"
"530330032004",NA,1437,141644,64908,0.07,0.057,0,0.047,35.2,0.154,0.06,0.06,0.095,0.122,0.111,0.097,0.11,0.19,"0.5"
"530330323202",NA,1515,48503,17772,0.032,0.07,0.1,0.07,45,0.146,0.053,0.042,0.063,0.12,0.126,0.08,0.133,0.235,"0.5"
"530330095001",NA,1946,164105,78705,0.057,0.04,0.084,0.037,44.2,0.298,0.061,0.062,0.082,0.107,0.088,0.076,0.087,0.14,"0.5"
"530330298022",NA,1014,97430,35408,0.043,0.062,0.036,0.077,40.1,0.285,0.077,0.087,0.124,0.134,0.097,0.076,0.063,0.056,"0.5"
"530330006001",NA,1180,164046,70644,0.016,0.06,0.029,0.047,52.6,0.255,0.069,0.066,0.086,0.128,0.106,0.074,0.101,0.114,"0.5"
"530330056003",NA,1044,109057,56099,0.013,0.046,0.049,0.034,56,0.156,0.062,0.06,0.083,0.138,0.113,0.096,0.107,0.185,"0.5"
"530330050003",NA,1608,307863,146108,0.035,0.047,0.013,0.037,30.9,0.205,0.057,0.059,0.085,0.123,0.106,0.085,0.109,0.17,"0.5"
"530330041003",NA,1477,145736,58468,0.062,0.045,0.081,0.047,47.1,0.222,0.053,0.053,0.071,0.102,0.086,0.071,0.111,0.231,"0.5"
"530330322111",NA,1846,70381,24994,0.04,0.069,0.087,0.082,41.8,0.1,0.03,0.032,0.048,0.099,0.106,0.111,0.14,0.334,"0.5"
"530670118102",NA,1388,1388,571,0.019,0.019,0.071,0.071,50.5,0.194,0.058,0.018,0.135,0.089,0.06,0.205,0.184,0.058,"0.5"
"530330249031",NA,1774,70819,25692,0.02,0.056,0.059,0.063,43.3,0.124,0.047,0.038,0.073,0.106,0.1,0.086,0.151,0.274,"0.5"
"530330052004",NA,1628,291898,134466,0.069,0.047,0.034,0.04,30.8,0.196,0.056,0.059,0.084,0.119,0.106,0.086,0.108,0.185,"0.75"
"530330238043",NA,3238,97048,41721,0.029,0.055,0.011,0.052,32.6,0.172,0.042,0.047,0.068,0.115,0.114,0.076,0.117,0.249,"0.5"
"530530731081",NA,2964,73864,23728,0.109,0.077,0.1,0.084,33.7,0.17,0.062,0.092,0.111,0.184,0.156,0.095,0.079,0.05,"0.5"
"530330323252",NA,2552,66998,26043,0.096,0.064,0.084,0.079,31.3,0.136,0.032,0.041,0.062,0.102,0.123,0.101,0.142,0.261,"0.5"
"530530723074",NA,833,70301,27838,0.09,0.07,0.04,0.053,47.6,0.29,0.079,0.103,0.112,0.146,0.085,0.067,0.059,0.059,"0.5"
"530530719014",NA,1529,65250,26491,0.047,0.078,0.071,0.069,49.6,0.407,0.104,0.097,0.11,0.119,0.067,0.043,0.027,0.025,"0.5"
"530330308022",NA,1236,72992,26265,0.064,0.076,0.044,0.076,45,0.281,0.084,0.097,0.121,0.138,0.095,0.069,0.071,0.043,"0.5"
"530330204022",NA,963,92446,37673,0.063,0.062,0.059,0.053,49.7,0.239,0.067,0.071,0.086,0.149,0.111,0.079,0.108,0.09,"0.5"
"530330207001",NA,1086,106974,44626,0.033,0.058,0.044,0.05,42.4,0.265,0.069,0.07,0.084,0.142,0.107,0.072,0.097,0.092,"0.5"
"530330296014",NA,925,93284,31167,0.055,0.074,0.091,0.075,40.7,0.265,0.085,0.081,0.101,0.142,0.107,0.082,0.07,0.067,"0.5"
"530330222033",NA,1029,102805,42269,0,0.063,0.047,0.057,47.8,0.151,0.051,0.051,0.069,0.118,0.109,0.103,0.133,0.215,"0.5"
"530330079005",NA,1940,227169,118839,0.047,0.034,0.01,0.028,31.2,0.254,0.058,0.058,0.079,0.114,0.093,0.081,0.097,0.166,"0.5"
"530330302024",NA,1635,108667,39104,0.041,0.068,0.037,0.068,29.8,0.267,0.077,0.086,0.123,0.143,0.104,0.084,0.065,0.05,"0.5"
"530330225004",NA,1501,87441,35989,0.055,0.063,0.009,0.055,55,0.152,0.044,0.05,0.072,0.114,0.1,0.097,0.123,0.25,"0.5"
"530530731142",NA,1941,23208,8044,0.129,0.067,0.076,0.069,30.9,0.27,0.105,0.061,0.13,0.147,0.095,0.083,0.072,0.037,"0.5"
"530330286001",NA,994,51448,19461,0.054,0.067,0,0.074,56.3,0.283,0.097,0.092,0.107,0.121,0.087,0.064,0.073,0.075,"0.5"
"530530633005",NA,1444,98960,35716,0.039,0.067,0.019,0.072,31.1,0.362,0.104,0.102,0.108,0.137,0.089,0.04,0.038,0.021,"0.5"
"530530712051",NA,1946,56936,21457,0.039,0.055,0.048,0.059,45.4,0.257,0.096,0.085,0.115,0.142,0.113,0.06,0.085,0.048,"0.5"
"530330301001",NA,877,101432,36434,0.027,0.065,0.054,0.072,54,0.278,0.077,0.092,0.123,0.13,0.097,0.085,0.06,0.058,"0.5"
"530670107002",NA,1531,74122,31424,0.064,0.051,0.108,0.055,34.9,0.305,0.094,0.087,0.105,0.136,0.109,0.069,0.059,0.037,"0.5"
"530330118002",NA,973,110591,39006,0,0.063,0.058,0.064,44.1,0.285,0.074,0.082,0.087,0.121,0.106,0.068,0.08,0.098,"0.5"
"530330054002",NA,1327,320290,159268,0.037,0.04,0.02,0.032,35.3,0.223,0.056,0.06,0.081,0.119,0.1,0.083,0.102,0.176,"0.5"
"530530721091",NA,1512,27693,9604,0.08,0.062,0.052,0.069,51.8,0.208,0.089,0.09,0.143,0.163,0.111,0.088,0.067,0.041,"0.5"
"530670123101",NA,1828,37008,14049,0.068,0.064,0.127,0.069,31.9,0.198,0.089,0.094,0.148,0.177,0.109,0.082,0.066,0.038,"0.5"
"530330325004",NA,1734,5677,2164,0.047,0.05,0.03,0.042,47.3,0.13,0.054,0.036,0.073,0.147,0.11,0.081,0.139,0.23,"0.5"
"530330273004",NA,1187,122490,43439,0.029,0.069,0.058,0.068,37.8,0.334,0.104,0.088,0.095,0.13,0.087,0.064,0.056,0.041,"0.5"
"530330239004",NA,1064,84310,32729,0,0.05,0.067,0.06,50.1,0.146,0.041,0.041,0.066,0.108,0.099,0.091,0.133,0.275,"0.5"
"530530607005",NA,1169,103260,44968,0,0.056,0,0.056,19.5,0.343,0.091,0.071,0.101,0.129,0.092,0.058,0.063,0.052,"0.5"
"530330006006",NA,1174,180353,78262,0.078,0.058,0.053,0.048,32.9,0.248,0.066,0.066,0.084,0.122,0.102,0.076,0.102,0.135,"0.5"
"530330027002",NA,1963,261314,112881,0.058,0.051,0.046,0.045,32.1,0.231,0.062,0.06,0.086,0.117,0.099,0.082,0.103,0.159,"0.75"
"530530604003",NA,878,81594,35470,0.082,0.054,0.052,0.057,41.4,0.309,0.09,0.069,0.1,0.132,0.103,0.064,0.071,0.062,"0.5"
"530330303113",NA,1539,91256,33615,0.024,0.063,0.057,0.063,43.4,0.248,0.079,0.082,0.109,0.141,0.108,0.085,0.082,0.066,"0.5"
"530330319041",NA,1657,14227,5248,0.046,0.059,0.08,0.064,43.9,0.151,0.04,0.053,0.091,0.129,0.157,0.108,0.106,0.165,"0.5"
"530330058012",NA,1450,155853,75815,0.034,0.051,0,0.041,36.7,0.152,0.062,0.061,0.09,0.13,0.11,0.095,0.111,0.189,"0.25"
"530670113002",NA,1152,85527,34147,0.009,0.061,0,0.063,83.9,0.27,0.089,0.093,0.121,0.158,0.108,0.07,0.051,0.04,"0.25"
"530530713091",NA,1564,80328,26072,0.059,0.074,0.049,0.083,34.7,0.171,0.061,0.095,0.119,0.191,0.138,0.095,0.083,0.047,"0.5"
"530330317031",NA,755,91341,29882,0.038,0.068,0.072,0.071,53.4,0.221,0.07,0.076,0.097,0.145,0.127,0.09,0.09,0.083,"0.5"
"530330049005",NA,1774,296889,139490,0.052,0.046,0,0.038,31.2,0.196,0.056,0.059,0.085,0.123,0.107,0.088,0.112,0.175,"0.5"
"530530715054",NA,1146,68337,24179,0.096,0.059,0.01,0.07,51.2,0.312,0.089,0.099,0.127,0.166,0.078,0.054,0.052,0.023,"0.5"
"530330049002",NA,1466,310133,153626,0.042,0.043,0,0.032,28.4,0.217,0.058,0.059,0.081,0.119,0.104,0.087,0.105,0.168,"0.5"
"530530725042",NA,2957,25469,9253,0.038,0.047,0.025,0.051,38,0.173,0.061,0.072,0.086,0.138,0.116,0.075,0.108,0.172,"0.5"
"530330226041",NA,1986,111791,46363,0.087,0.067,0.047,0.061,35.8,0.153,0.039,0.045,0.073,0.118,0.116,0.106,0.135,0.215,"0.5"
"530530703073",NA,2409,15939,5738,0.032,0.055,0.087,0.083,44.5,0.17,0.056,0.084,0.077,0.139,0.124,0.078,0.126,0.147,"0.5"
"530330293051",NA,1315,88556,30862,0.059,0.07,0.032,0.063,36.9,0.225,0.07,0.08,0.132,0.161,0.114,0.074,0.091,0.052,"0.5"
"530330303104",NA,2053,98363,35209,0.077,0.067,0.048,0.067,30.6,0.259,0.084,0.083,0.115,0.15,0.102,0.081,0.077,0.049,"0.5"
"530530720001",NA,1260,33498,12870,0.017,0.101,0.182,0.084,29.6,0.42,0.107,0.082,0.09,0.129,0.063,0.043,0.029,0.037,"0.5"
"530330322102",NA,6075,41348,15063,0.106,0.072,0.132,0.08,33.9,0.106,0.036,0.043,0.055,0.128,0.102,0.117,0.141,0.272,"0.5"
"530530611005",NA,1362,131202,56225,0.009,0.058,0.049,0.059,35.5,0.341,0.09,0.079,0.102,0.134,0.093,0.054,0.057,0.05,"0.5"
"530530725032",NA,2564,10398,3461,0.041,0.041,0.04,0.034,46.6,0.158,0.065,0.09,0.103,0.156,0.132,0.075,0.093,0.129,"0.5"
"530330092001",NA,1470,212766,112871,0.016,0.035,0.007,0.031,47.7,0.257,0.058,0.058,0.08,0.114,0.096,0.081,0.098,0.157,"0.5"
"530530723053",NA,1084,125314,50600,0.107,0.066,0.058,0.06,25.7,0.318,0.092,0.083,0.102,0.143,0.097,0.058,0.059,0.047,"0.75"
"530330001002",NA,1615,138890,58800,0.05,0.06,0.042,0.051,34.6,0.251,0.072,0.071,0.079,0.131,0.1,0.072,0.102,0.123,"0.5"
"530330246023",NA,676,108177,39818,0.056,0.058,0.083,0.06,50.5,0.224,0.056,0.069,0.088,0.125,0.109,0.076,0.099,0.154,"0.5"
"530530729071",NA,2209,18264,6039,0.177,0.128,0.096,0.104,23,0.462,0.14,0.094,0.07,0.12,0.035,0.023,0.016,0.041,"0.5"
"530330210003",NA,1372,145082,63021,0.072,0.057,0.033,0.045,39.5,0.278,0.071,0.069,0.091,0.138,0.101,0.068,0.091,0.092,"0.5"
"530330316013",NA,1526,48477,16800,0.056,0.059,0.045,0.066,40.5,0.145,0.058,0.054,0.094,0.16,0.155,0.103,0.118,0.114,"0.5"
"530330091002",NA,1691,209592,111651,0.008,0.034,0.017,0.03,42.9,0.262,0.06,0.059,0.079,0.113,0.095,0.079,0.099,0.155,"0.375"
"530330038001",NA,1180,189895,78965,0.042,0.05,0.064,0.047,32.9,0.244,0.062,0.056,0.076,0.111,0.089,0.074,0.108,0.181,"0.5"
"530330057003",NA,1128,145905,73976,0.057,0.046,0.056,0.037,37.9,0.154,0.06,0.06,0.084,0.132,0.111,0.097,0.114,0.19,"0.5"
"530330118003",NA,1102,114898,41324,0.022,0.061,0.035,0.061,43.6,0.286,0.073,0.084,0.086,0.124,0.105,0.07,0.078,0.095,"0.5"
"530670126205",NA,986,986,359,0.067,0.067,0.044,0.044,40.3,0.448,0.089,0.095,0.095,0.22,0.045,0.008,0,0,"0.5"
"530330325003",NA,842,7560,2906,0.069,0.054,0.069,0.055,34.9,0.132,0.045,0.044,0.053,0.126,0.114,0.081,0.124,0.281,"0.5"
"530530703134",NA,888,44766,16025,0.185,0.06,0.108,0.075,25.9,0.176,0.072,0.086,0.091,0.148,0.141,0.086,0.104,0.097,"0.5"
"530330099004",NA,1518,170279,86496,0.027,0.04,0.069,0.037,38.9,0.284,0.062,0.056,0.081,0.106,0.095,0.075,0.103,0.138,"0.5"
"530539400081",NA,2716,67638,23937,0.075,0.062,0.052,0.058,34.1,0.197,0.083,0.077,0.109,0.143,0.127,0.093,0.099,0.072,"0.5"
"530330077001",NA,1403,212257,110029,0.036,0.034,0.105,0.028,42.2,0.259,0.056,0.057,0.077,0.11,0.093,0.079,0.098,0.172,"0.75"
"530330252002",NA,2882,116002,44501,0.046,0.062,0.099,0.064,32.2,0.22,0.064,0.071,0.1,0.133,0.119,0.067,0.1,0.125,"0.5"
"530330098005",NA,1664,71310,32413,0.051,0.063,0.074,0.058,36.5,0.206,0.062,0.058,0.087,0.11,0.108,0.079,0.131,0.159,"0.5"
"530330232023",NA,1205,88757,33987,0.056,0.065,0.094,0.07,33.5,0.167,0.048,0.047,0.075,0.115,0.12,0.077,0.129,0.222,"0.5"
"530530617002",NA,1008,116499,46220,0.06,0.061,0.106,0.064,30.3,0.355,0.097,0.079,0.106,0.13,0.094,0.05,0.054,0.035,"0.75"
"530530725062",NA,2313,22353,9270,0.05,0.053,0.017,0.05,51.3,0.215,0.059,0.06,0.09,0.123,0.124,0.087,0.089,0.153,"0.5"
"530670120003",NA,1090,19991,7942,0.019,0.059,0,0.049,43.5,0.313,0.063,0.054,0.109,0.153,0.101,0.08,0.059,0.07,"0.5"
"530530731152",NA,1762,25053,8473,0.087,0.072,0.039,0.075,42.4,0.243,0.093,0.076,0.125,0.154,0.103,0.084,0.074,0.048,"0.5"
"530330322133",NA,1981,45529,15461,0.027,0.07,0.075,0.091,43.6,0.073,0.028,0.024,0.045,0.096,0.091,0.11,0.164,0.369,"0.5"
"530330270002",NA,857,118584,43695,0.019,0.068,0.029,0.071,37,0.322,0.097,0.08,0.097,0.133,0.091,0.072,0.063,0.046,"0.5"
"530330250014",NA,1134,83654,30924,0.042,0.053,0.093,0.062,38.4,0.123,0.04,0.037,0.073,0.106,0.103,0.089,0.138,0.291,"0.5"
"530330029002",NA,1543,243816,107800,0.028,0.05,0.052,0.041,43,0.226,0.064,0.057,0.088,0.119,0.102,0.082,0.104,0.158,"0.5"
"530530731211",NA,2203,86416,28378,0.077,0.075,0.062,0.077,36.2,0.181,0.073,0.079,0.122,0.176,0.14,0.092,0.083,0.054,"0.5"
"530530707034",NA,1084,51676,18639,0.093,0.069,0.035,0.065,40.6,0.229,0.076,0.076,0.107,0.164,0.12,0.081,0.086,0.061,"0.5"
"530330050002",NA,992,318023,152514,0.025,0.045,0.113,0.037,29.2,0.206,0.058,0.058,0.083,0.122,0.104,0.087,0.108,0.173,"0.75"
"530330233002",NA,1200,95814,36407,0.149,0.061,0.013,0.064,35.8,0.167,0.051,0.05,0.078,0.114,0.114,0.073,0.14,0.213,"0.5"
"530330270001",NA,901,123638,44873,0,0.068,0.007,0.072,43.8,0.331,0.098,0.082,0.094,0.129,0.09,0.073,0.06,0.043,"0.5"
"530530725061",NA,1089,14499,5955,0.065,0.048,0.019,0.048,57,0.18,0.056,0.065,0.101,0.1,0.112,0.07,0.112,0.205,"0.5"
"530670104002",NA,871,66068,28988,0.052,0.049,0.103,0.052,41.5,0.326,0.093,0.091,0.092,0.147,0.098,0.065,0.05,0.039,"0.5"
"530530730052",NA,1903,8224,3096,0.015,0.064,0.007,0.037,50.8,0.284,0.129,0.062,0.114,0.158,0.105,0.038,0.061,0.048,"0.5"
"530530725054",NA,1251,13148,5301,0.036,0.048,0.05,0.05,47.1,0.172,0.06,0.067,0.093,0.11,0.111,0.064,0.107,0.215,"0.5"
"530330268024",NA,1492,109045,41707,0.098,0.067,0.058,0.072,39.1,0.302,0.092,0.077,0.096,0.125,0.091,0.079,0.069,0.068,"0.5"
"530330304041",NA,2373,61993,22072,0.068,0.071,0.054,0.064,39,0.25,0.079,0.08,0.13,0.146,0.106,0.079,0.078,0.054,"0.5"
"530330300041",NA,1824,93796,33682,0.18,0.062,0.151,0.074,23.9,0.282,0.07,0.086,0.124,0.139,0.095,0.08,0.065,0.059,"0.5"
"530330107011",NA,2348,117708,50401,0.122,0.064,0.069,0.065,33.5,0.237,0.07,0.069,0.091,0.118,0.107,0.079,0.108,0.12,"0.5"
"530330041005",NA,1247,172090,72986,0.124,0.045,0.056,0.044,32.7,0.218,0.057,0.056,0.078,0.108,0.087,0.077,0.109,0.21,"0.75"
"530330313024",NA,1081,16933,7069,0.079,0.042,0.109,0.069,31.5,0.292,0.088,0.111,0.097,0.121,0.1,0.057,0.092,0.042,"0.5"
"530530731253",NA,3692,74975,23994,0.089,0.079,0.073,0.081,37.2,0.168,0.07,0.089,0.104,0.187,0.142,0.099,0.089,0.053,"0.5"
"530670117101",NA,3104,74515,30333,0.033,0.061,0.06,0.06,40.6,0.267,0.089,0.093,0.116,0.156,0.112,0.064,0.059,0.043,"0.5"
"530330204024",NA,1130,81713,32704,0.13,0.066,0.128,0.056,35.6,0.22,0.065,0.064,0.082,0.155,0.113,0.086,0.111,0.105,"0.5"
"530330205003",NA,943,124348,52211,0.04,0.06,0,0.049,46.7,0.271,0.075,0.069,0.084,0.141,0.103,0.07,0.097,0.091,"0.5"
"530530624003",NA,1208,119544,43467,0.085,0.07,0.164,0.073,29.8,0.378,0.106,0.103,0.116,0.133,0.081,0.039,0.028,0.017,"0.25"
"530330033002",NA,889,227369,101698,0.076,0.051,0.053,0.042,38.3,0.198,0.06,0.06,0.092,0.121,0.103,0.088,0.107,0.171,"0.75"
"530330299011",NA,1785,88373,31950,0.024,0.07,0.026,0.075,42,0.299,0.074,0.088,0.129,0.133,0.083,0.076,0.064,0.053,"0.5"
"530330315011",NA,1258,1258,420,0.073,0.073,0.05,0.05,42.6,0.16,0.117,0,0.098,0.267,0.105,0.057,0.079,0.119,"0.5"
"530330292053",NA,1264,94371,33576,0.022,0.07,0.026,0.075,40.8,0.312,0.094,0.091,0.132,0.127,0.089,0.055,0.059,0.042,"0.5"
"530330046002",NA,1466,277668,122475,0.027,0.051,0.045,0.043,40.1,0.2,0.058,0.059,0.087,0.12,0.103,0.085,0.11,0.177,"0.5"
