"Block.Group.ID","Average.Block.Group.Score","Population","Population..3.Miles","Households..3.Miles","Kids.under.5","Kids.under.5..3.Miles","Kids.5.to.9","Kids.5.to.9..3.Miles","Average.Age","Household.income.under.40K..3.Mile","Household.income.40K.to.50K..3.Mile","Household.income.50K.to.60K..3.Mile","Household.income.60K.to.75K..3.Mile","Household.income.75K.to.100K..3.Mile","Household.income.100K.to.125K..3.Mile","Household.income.125K.to.150K..3.Mile","Household.income.150K.to.200K..3.Mile","Household.income.200K...3.Mile","Predicted.Score"
530530714063,5,667,75025,24389,0.022,0.076,0.031,0.085,37.7,0.195,0.062,0.094,0.129,0.191,0.127,0.09,0.069,0.042,3.97181071984743
530530718061,5,2464,63750,24638,0.093,0.082,0.115,0.071,28.9,0.427,0.106,0.093,0.101,0.121,0.063,0.041,0.023,0.025,4.51245427611043
530530718071,5,1941,102851,39157,0.141,0.083,0.111,0.07,25.6,0.382,0.109,0.105,0.112,0.122,0.07,0.049,0.033,0.019,4.51252321713249
530530609062,4,811,91774,39281,0.065,0.056,0.055,0.058,49.3,0.307,0.087,0.072,0.103,0.135,0.101,0.063,0.068,0.063,4.04889621545326
530530611006,4,918,123058,52812,0.05,0.056,0.056,0.06,35.9,0.336,0.092,0.075,0.101,0.135,0.094,0.055,0.059,0.052,4.31397008018622
530530613001,4,969,99509,42030,0.078,0.052,0.074,0.06,34,0.35,0.097,0.073,0.1,0.131,0.09,0.055,0.062,0.044,4.5110135234576
530530626001,4,1240,135925,53134,0.055,0.07,0.072,0.064,29.7,0.362,0.099,0.095,0.104,0.132,0.09,0.048,0.042,0.027,4.38792336821378
530530628011,4,1699,143376,59266,0.111,0.062,0.11,0.062,31.8,0.343,0.098,0.088,0.107,0.13,0.095,0.051,0.052,0.036,4.51160717201444
530530712103,4,3413,60854,22396,0.092,0.063,0.055,0.062,38.2,0.243,0.079,0.063,0.133,0.137,0.121,0.08,0.08,0.063,4.16413987901071
530530713071,4,1246,72712,26145,0.061,0.061,0.059,0.062,39.9,0.24,0.087,0.072,0.126,0.14,0.123,0.08,0.086,0.046,4.32390173087183
530530718031,4,1624,108756,42297,0.091,0.077,0.063,0.065,26,0.368,0.106,0.101,0.109,0.124,0.076,0.055,0.037,0.025,4.51210347075903
530530718052,4,1222,94621,36064,0.119,0.084,0.046,0.066,33.4,0.396,0.106,0.107,0.114,0.117,0.07,0.047,0.027,0.017,4.51240050880239
530530718083,4,751,110890,41454,0.075,0.08,0.149,0.073,31.3,0.399,0.114,0.102,0.118,0.119,0.069,0.038,0.027,0.015,4.51112190492273
530530726022,4,1832,2734,989,0.018,0.031,0.072,0.062,40.5,0.209,0.091,0.082,0.148,0.106,0.118,0.046,0.109,0.091,4.48072385840502
530530734052,4,1853,76656,29210,0.074,0.06,0.038,0.053,33.7,0.259,0.088,0.077,0.126,0.137,0.115,0.064,0.081,0.053,4.4346892849752
530530602001,3,2414,69923,27762,0.005,0.056,0.002,0.056,35,0.319,0.081,0.074,0.1,0.131,0.1,0.07,0.068,0.057,3.97586126186645
530530605003,3,712,92988,40399,0.059,0.055,0.049,0.056,44.8,0.331,0.087,0.069,0.1,0.129,0.097,0.062,0.068,0.055,4.20894388293985
530530612004,3,718,123755,52855,0.024,0.057,0.024,0.062,51.4,0.35,0.094,0.078,0.102,0.129,0.097,0.052,0.054,0.043,3.94780350232591
530530616011,3,1899,89129,36525,0.029,0.055,0.004,0.064,41.4,0.358,0.087,0.076,0.1,0.133,0.091,0.052,0.061,0.043,3.98130457743645
530530616021,3,816,107453,42360,0.032,0.059,0.011,0.064,35.3,0.367,0.096,0.082,0.104,0.127,0.096,0.048,0.049,0.031,4.02165122593879
530530631002,3,1274,127633,46364,0.081,0.075,0.037,0.076,43.1,0.383,0.115,0.101,0.116,0.13,0.078,0.037,0.026,0.015,3.78019802731072
530530635014,3,905,137762,50662,0.046,0.075,0.091,0.072,45.6,0.385,0.116,0.106,0.116,0.126,0.076,0.033,0.026,0.015,3.47473498288492
530530712071,3,1281,82795,31009,0.037,0.06,0.069,0.058,36.4,0.247,0.087,0.076,0.126,0.139,0.115,0.073,0.084,0.052,4.1756961012044
530530714112,3,1617,42406,13944,0.1,0.079,0.062,0.089,31.9,0.25,0.069,0.095,0.137,0.177,0.092,0.088,0.061,0.032,4.51231512977633
530530715041,3,1927,91619,33177,0.075,0.071,0,0.07,29.7,0.377,0.111,0.105,0.112,0.139,0.067,0.037,0.036,0.016,4.31136338877331
530530717051,3,1355,101715,36573,0.052,0.072,0.024,0.066,37.3,0.381,0.11,0.107,0.113,0.132,0.069,0.038,0.034,0.016,3.84614428903819
530530718034,3,660,97625,38336,0.079,0.076,0,0.064,42.3,0.359,0.099,0.1,0.109,0.127,0.081,0.058,0.039,0.027,3.91773546516191
530530718062,3,1312,73212,28276,0.085,0.075,0.049,0.07,26.9,0.438,0.104,0.097,0.097,0.12,0.059,0.04,0.023,0.022,4.5118906393484
530530723112,3,1153,97429,40132,0.126,0.072,0.088,0.056,28.5,0.322,0.096,0.085,0.1,0.145,0.092,0.057,0.053,0.051,4.51245292756852
530530724071,3,1853,27355,10629,0.053,0.047,0.053,0.051,40.4,0.197,0.059,0.065,0.088,0.15,0.142,0.082,0.089,0.127,4.48550349665439
530530733022,3,1586,46139,17301,0.042,0.063,0.061,0.06,43.9,0.202,0.091,0.09,0.11,0.151,0.115,0.07,0.098,0.074,4.06423454378648
530530734063,3,2689,59798,23233,0.127,0.06,0.088,0.053,27.2,0.25,0.085,0.086,0.114,0.146,0.11,0.064,0.088,0.057,4.51230816420327
530530734072,3,1018,58307,22434,0.098,0.062,0.051,0.056,35.7,0.245,0.082,0.083,0.117,0.151,0.116,0.064,0.089,0.053,4.51124681657718
530530612001,2,1049,114373,48383,0.126,0.056,0.092,0.058,34.2,0.354,0.095,0.076,0.103,0.129,0.091,0.053,0.056,0.042,4.51163468695358
530530718072,2,1924,101780,38691,0.077,0.082,0.072,0.069,33.8,0.412,0.112,0.102,0.108,0.117,0.066,0.042,0.027,0.014,4.46375373370037
530530733012,2,909,42506,15896,0.014,0.067,0.023,0.058,56.5,0.192,0.091,0.092,0.106,0.149,0.122,0.07,0.099,0.08,3.9464816731092
530530730061,1,2389,2389,903,0.046,0.046,0.076,0.076,47.7,0.238,0.05,0.059,0.132,0.161,0.151,0.157,0.034,0.019,3.6838495761575
530330001001,NA,1386,134877,56178,0.009,0.062,0.032,0.052,51.4,0.24,0.071,0.069,0.078,0.131,0.099,0.076,0.107,0.13,3.96295065952203
530330001002,NA,1615,138890,58800,0.05,0.06,0.042,0.051,34.6,0.251,0.072,0.071,0.079,0.131,0.1,0.072,0.102,0.123,4.00700340567903
530330001003,NA,1579,142075,60151,0.009,0.06,0.068,0.049,42.2,0.249,0.069,0.067,0.081,0.127,0.101,0.071,0.104,0.132,3.71621503643009
530330001004,NA,2277,139605,59146,0.079,0.061,0.071,0.05,29.5,0.257,0.072,0.071,0.083,0.134,0.097,0.073,0.1,0.113,4.404518015247
530330001005,NA,1128,150935,63999,0.048,0.059,0.014,0.049,31.7,0.251,0.068,0.067,0.079,0.127,0.102,0.068,0.103,0.134,4.02518852659532
530330002001,NA,1176,144070,61411,0.071,0.059,0.037,0.05,44.1,0.254,0.071,0.07,0.081,0.134,0.102,0.069,0.102,0.116,3.99151009534445
530330002002,NA,1146,161095,69130,0.09,0.059,0.039,0.047,39.8,0.254,0.068,0.067,0.081,0.127,0.103,0.071,0.101,0.128,4.09169580429152
530330002003,NA,2124,160638,68749,0.075,0.058,0.026,0.046,36.2,0.252,0.07,0.067,0.087,0.131,0.105,0.07,0.102,0.116,4.01072890656946
530330002004,NA,1011,157839,67300,0.063,0.058,0.031,0.047,47.1,0.254,0.069,0.067,0.086,0.133,0.107,0.07,0.103,0.112,3.97266542827733
530330002005,NA,1797,165106,71230,0.047,0.059,0.057,0.046,32.4,0.253,0.07,0.066,0.084,0.127,0.104,0.072,0.101,0.123,3.88672380642166
530330002006,NA,1244,151814,64490,0.052,0.06,0.032,0.049,48.1,0.255,0.071,0.068,0.085,0.134,0.103,0.07,0.102,0.113,3.97206902473413
530330003001,NA,1314,161819,69803,0.057,0.059,0.092,0.045,36.1,0.264,0.07,0.068,0.086,0.13,0.103,0.072,0.099,0.108,3.90936252765455
530330003002,NA,1677,155575,67545,0.031,0.059,0.039,0.046,34.6,0.271,0.072,0.067,0.09,0.134,0.103,0.071,0.096,0.095,3.93683577312027
530330004011,NA,3261,154172,66974,0.016,0.06,0.004,0.047,45.9,0.271,0.071,0.069,0.09,0.133,0.103,0.071,0.096,0.096,3.9261933186965
530330004012,NA,1873,135998,58956,0.14,0.061,0,0.045,36.9,0.269,0.068,0.069,0.091,0.131,0.103,0.076,0.097,0.096,4.47566940382832
530330004013,NA,1426,155785,67499,0,0.061,0.008,0.046,60.2,0.258,0.067,0.069,0.087,0.127,0.104,0.076,0.099,0.113,3.97529207262522
530330004021,NA,1121,154987,66984,0.038,0.062,0.022,0.046,45.8,0.25,0.066,0.07,0.088,0.127,0.106,0.079,0.099,0.116,3.97448227269766
530330004022,NA,835,178240,77732,0,0.06,0.036,0.048,46.6,0.242,0.064,0.068,0.088,0.121,0.104,0.079,0.105,0.127,3.94721891592755
530330004023,NA,1215,168998,73771,0.013,0.062,0.071,0.048,30.7,0.233,0.063,0.067,0.092,0.121,0.103,0.082,0.107,0.134,3.63258698441283
530330004024,NA,2248,160042,69411,0.008,0.062,0.042,0.047,49,0.244,0.063,0.066,0.091,0.124,0.105,0.079,0.104,0.124,3.79927434148223
530330005001,NA,1311,121114,52990,0.03,0.06,0.031,0.047,54.1,0.256,0.062,0.065,0.09,0.124,0.102,0.082,0.102,0.116,3.97148624837506
530330005002,NA,791,140362,60899,0.063,0.061,0.042,0.047,51.6,0.239,0.063,0.064,0.092,0.123,0.102,0.083,0.105,0.129,3.97373709441531
530330005003,NA,1041,151097,65745,0.093,0.063,0.05,0.046,50.3,0.228,0.061,0.063,0.093,0.12,0.103,0.085,0.109,0.138,4.02265188921487
530330006001,NA,1180,164046,70644,0.016,0.06,0.029,0.047,52.6,0.255,0.069,0.066,0.086,0.128,0.106,0.074,0.101,0.114,3.96495707799093
530330006002,NA,1378,180557,78218,0.056,0.058,0.091,0.048,37.8,0.247,0.066,0.066,0.083,0.123,0.102,0.074,0.103,0.136,3.70002600305138
530330006003,NA,1567,180787,78156,0.138,0.06,0.057,0.048,32.2,0.247,0.066,0.068,0.086,0.127,0.104,0.076,0.102,0.125,4.51153912985919
530330006004,NA,1665,190906,82683,0.076,0.058,0.031,0.049,35.9,0.238,0.064,0.066,0.086,0.12,0.103,0.079,0.106,0.137,4.00510742271439
530330006005,NA,1160,182414,79133,0,0.06,0.047,0.049,43.4,0.248,0.067,0.066,0.085,0.124,0.104,0.075,0.102,0.128,3.88234640043634
530330006006,NA,1174,180353,78262,0.078,0.058,0.053,0.048,32.9,0.248,0.066,0.066,0.084,0.122,0.102,0.076,0.102,0.135,4.15287766950181
530330007001,NA,1802,155269,66377,0.026,0.058,0.046,0.048,36.1,0.251,0.069,0.065,0.078,0.128,0.1,0.069,0.105,0.136,3.86707218654049
530330007002,NA,1405,166813,71789,0.078,0.057,0.019,0.048,33.7,0.25,0.066,0.065,0.08,0.126,0.1,0.07,0.105,0.139,4.06359554189795
530330007003,NA,1365,169128,73342,0.07,0.059,0.078,0.047,41,0.253,0.069,0.066,0.083,0.128,0.101,0.072,0.102,0.128,3.93933453559911
530330007004,NA,645,176878,76593,0.073,0.057,0.028,0.048,43.4,0.248,0.066,0.064,0.081,0.123,0.099,0.075,0.104,0.138,3.98268197355685
530330008001,NA,1248,149737,63058,0.038,0.058,0.058,0.053,49.1,0.238,0.066,0.063,0.078,0.122,0.095,0.072,0.108,0.158,3.92636598149126
530330008002,NA,1462,158467,66831,0.031,0.059,0.034,0.054,52.5,0.221,0.061,0.065,0.076,0.127,0.099,0.073,0.111,0.168,3.95675656241717
530330009001,NA,1034,141025,58235,0.067,0.06,0.037,0.057,49,0.219,0.061,0.064,0.074,0.124,0.098,0.076,0.115,0.169,3.9830096513361
530330009002,NA,975,144549,60647,0.038,0.059,0.039,0.055,53.1,0.219,0.061,0.066,0.069,0.125,0.098,0.075,0.114,0.174,3.96754490607185
530330010001,NA,1033,172858,73886,0.102,0.055,0.076,0.049,33.8,0.248,0.066,0.061,0.08,0.122,0.098,0.071,0.106,0.148,4.50638575063914
530330010002,NA,1022,191229,80920,0.035,0.052,0.109,0.048,41.9,0.265,0.065,0.061,0.078,0.121,0.093,0.068,0.099,0.148,3.25443524007404
530330011001,NA,1434,187218,80194,0.046,0.055,0.043,0.049,38.9,0.245,0.065,0.063,0.082,0.123,0.098,0.074,0.105,0.145,3.93043165980242
530330011002,NA,1318,205894,87418,0.071,0.054,0.054,0.048,40.9,0.265,0.065,0.062,0.081,0.12,0.095,0.068,0.1,0.144,3.94184411495328
530330012001,NA,1218,208300,88028,0.023,0.054,0.074,0.047,42.7,0.259,0.065,0.063,0.081,0.119,0.097,0.071,0.103,0.143,3.6282400277442
530330012002,NA,669,223366,94313,0.097,0.055,0,0.048,34.8,0.255,0.064,0.065,0.082,0.117,0.098,0.072,0.104,0.145,4.02887832950643
530330012003,NA,2201,199765,85574,0.087,0.057,0.029,0.049,34.8,0.243,0.063,0.064,0.084,0.12,0.099,0.075,0.106,0.147,4.02756465990923
530330012004,NA,1716,204406,87452,0.09,0.057,0.054,0.05,32.1,0.24,0.063,0.064,0.085,0.117,0.101,0.076,0.106,0.148,4.06560025878803
530330012005,NA,1320,204406,87489,0.013,0.057,0.011,0.05,30.5,0.24,0.062,0.064,0.085,0.119,0.101,0.077,0.106,0.146,3.94834159178726
530330013001,NA,1653,231405,100700,0.067,0.055,0.011,0.047,37.9,0.242,0.062,0.063,0.086,0.118,0.101,0.079,0.103,0.146,3.98361207771994
530330013002,NA,1368,213036,93489,0.11,0.058,0.032,0.048,39.9,0.229,0.064,0.063,0.087,0.123,0.103,0.08,0.105,0.146,4.10059202536581
530330013003,NA,1681,232234,102641,0.008,0.055,0.048,0.046,32.7,0.233,0.061,0.06,0.089,0.119,0.103,0.081,0.105,0.148,3.5096356521917
530330014001,NA,1109,181322,80021,0.056,0.06,0.049,0.048,35.8,0.225,0.063,0.064,0.09,0.124,0.104,0.083,0.108,0.139,3.96836044647221
530330014002,NA,1639,180759,79791,0.031,0.059,0.054,0.047,32.7,0.22,0.063,0.061,0.09,0.125,0.104,0.084,0.107,0.146,3.76587075588134
530330014003,NA,1532,180890,81642,0.042,0.058,0.025,0.046,34.3,0.217,0.062,0.062,0.091,0.125,0.103,0.084,0.105,0.151,3.96133777377771
530330014004,NA,1394,154804,70979,0.07,0.058,0.066,0.043,45,0.227,0.062,0.061,0.094,0.122,0.103,0.086,0.101,0.145,3.94544046657774
530330015001,NA,1519,125171,57549,0.053,0.059,0.051,0.045,42,0.196,0.061,0.057,0.095,0.126,0.111,0.09,0.103,0.162,3.94845923804722
530330015002,NA,1233,112950,51895,0.024,0.059,0.048,0.045,49.8,0.192,0.059,0.055,0.099,0.122,0.113,0.093,0.104,0.163,3.93219522146069
530330016001,NA,1926,137424,63094,0.082,0.058,0.141,0.043,41.6,0.224,0.061,0.059,0.094,0.122,0.102,0.086,0.101,0.15,3.42620183625752
530330016002,NA,1362,151067,70223,0.049,0.058,0.046,0.042,49.8,0.22,0.061,0.058,0.093,0.125,0.105,0.086,0.099,0.154,3.95531967549191
530330016003,NA,1470,169130,78483,0.069,0.057,0.067,0.043,40.2,0.213,0.061,0.058,0.092,0.13,0.105,0.086,0.101,0.154,3.91269491112641
530330017011,NA,1906,228478,101982,0.072,0.052,0.059,0.043,29.9,0.233,0.064,0.058,0.089,0.12,0.103,0.084,0.102,0.147,3.77989380091307
530330017012,NA,1229,228316,102438,0.024,0.054,0,0.044,36.9,0.229,0.063,0.061,0.091,0.12,0.101,0.083,0.104,0.148,3.97113022153786
530330017013,NA,889,207015,92018,0.099,0.057,0.016,0.047,39.6,0.219,0.062,0.061,0.09,0.123,0.105,0.084,0.107,0.149,4.03460996050495
530330017021,NA,2141,204899,92165,0.042,0.057,0.007,0.046,33.1,0.221,0.062,0.061,0.09,0.123,0.104,0.084,0.107,0.148,3.95885886750429
530330017022,NA,1262,193091,88269,0.088,0.056,0.065,0.043,38,0.212,0.064,0.058,0.09,0.126,0.104,0.088,0.104,0.153,4.02274477051277
530330017023,NA,1149,182634,83558,0.091,0.056,0.064,0.044,40.7,0.215,0.062,0.058,0.09,0.126,0.106,0.089,0.103,0.152,4.03216890907852
530330017024,NA,466,195095,88140,0.067,0.057,0,0.046,38.1,0.218,0.06,0.06,0.089,0.125,0.104,0.086,0.107,0.151,3.98871260218271
530330018001,NA,1675,262465,114745,0.045,0.052,0.063,0.045,35.1,0.241,0.063,0.059,0.088,0.118,0.098,0.08,0.103,0.15,3.54433836036374
530330018002,NA,1697,254865,111905,0.072,0.051,0.037,0.043,31.7,0.243,0.063,0.061,0.088,0.118,0.099,0.081,0.1,0.147,3.92959335229267
530330018003,NA,1874,247145,109098,0.11,0.052,0,0.044,30.9,0.241,0.063,0.06,0.089,0.117,0.098,0.081,0.102,0.15,4.09952122856093
530330019001,NA,2151,244304,104593,0.019,0.054,0.03,0.047,35.4,0.257,0.063,0.062,0.083,0.115,0.097,0.073,0.1,0.15,3.70697436317596
530330019002,NA,1632,250168,105773,0.088,0.052,0.056,0.047,35,0.256,0.064,0.061,0.084,0.114,0.096,0.073,0.1,0.152,3.92601711801001
530330019003,NA,1188,261495,112460,0.061,0.051,0.036,0.045,35.5,0.244,0.062,0.062,0.085,0.115,0.098,0.079,0.1,0.154,3.93421367148357
530330020001,NA,1764,230493,96362,0.062,0.051,0.034,0.047,32.7,0.257,0.065,0.063,0.082,0.111,0.094,0.071,0.1,0.156,3.92326539040028
530330020002,NA,1007,226891,96429,0.068,0.053,0.029,0.046,43.9,0.269,0.065,0.063,0.082,0.115,0.093,0.07,0.099,0.144,3.96240535722092
530330020003,NA,983,237932,100209,0.124,0.051,0.047,0.046,35.9,0.264,0.065,0.061,0.082,0.112,0.093,0.072,0.099,0.151,4.26219493922481
530330021001,NA,1753,188622,77951,0.064,0.052,0.087,0.047,43.7,0.268,0.064,0.062,0.078,0.116,0.09,0.068,0.098,0.154,3.57951270624828
530330021002,NA,1197,206315,85231,0.095,0.051,0.088,0.047,32.4,0.261,0.065,0.062,0.08,0.116,0.092,0.069,0.099,0.156,4.45689503150016
530330021003,NA,1400,208772,86525,0.044,0.051,0.035,0.048,35.7,0.259,0.064,0.062,0.081,0.113,0.092,0.07,0.101,0.158,3.92243078890384
530330022001,NA,1807,170571,70235,0.057,0.055,0.061,0.05,39.3,0.248,0.063,0.064,0.072,0.121,0.092,0.068,0.106,0.166,3.83992956603923
530330022002,NA,1496,172537,71024,0.097,0.053,0.1,0.049,38.5,0.264,0.063,0.063,0.071,0.114,0.091,0.065,0.102,0.165,4.42110262091126
530330022003,NA,1240,144969,58908,0.069,0.051,0.016,0.052,44.4,0.248,0.063,0.059,0.068,0.112,0.093,0.068,0.105,0.184,3.99284714291968
530330022004,NA,1324,146644,58122,0.064,0.048,0.048,0.05,48,0.26,0.061,0.057,0.068,0.104,0.088,0.066,0.105,0.193,3.95582774598066
530330024001,NA,983,170140,68833,0.01,0.049,0.072,0.048,44.3,0.263,0.063,0.059,0.071,0.108,0.09,0.067,0.105,0.174,3.62969022892432
530330024002,NA,834,164576,66733,0.058,0.049,0.025,0.048,40.8,0.262,0.061,0.057,0.073,0.106,0.09,0.07,0.106,0.175,3.99147582261594
530330024003,NA,1407,183327,75445,0.065,0.051,0.085,0.047,39.2,0.257,0.065,0.06,0.076,0.112,0.091,0.07,0.104,0.165,3.74474018639906
530330025001,NA,1886,211073,88410,0.034,0.051,0.099,0.046,37.3,0.249,0.065,0.062,0.083,0.112,0.092,0.073,0.103,0.162,3.05662018763309
530330025002,NA,1471,217542,91927,0.065,0.051,0.073,0.046,41,0.232,0.064,0.059,0.08,0.112,0.093,0.078,0.106,0.175,3.75570387428042
530330026001,NA,1134,230634,97033,0.09,0.05,0.062,0.047,39.7,0.241,0.065,0.061,0.084,0.112,0.096,0.074,0.105,0.161,3.95011423780244
530330026002,NA,1621,231767,98408,0.094,0.051,0.063,0.046,39.1,0.233,0.065,0.058,0.084,0.112,0.097,0.076,0.105,0.168,3.92770939391375
530330026003,NA,1469,237001,100964,0.067,0.051,0.084,0.045,29.6,0.221,0.064,0.058,0.082,0.113,0.097,0.08,0.107,0.179,3.51711499496896
530330026004,NA,1044,239283,101427,0.039,0.05,0.118,0.047,36.6,0.234,0.065,0.061,0.084,0.113,0.096,0.077,0.106,0.163,3.05614335744892
530330027001,NA,1829,252435,108509,0.109,0.05,0.041,0.046,29.4,0.234,0.062,0.06,0.086,0.116,0.099,0.079,0.105,0.159,4.0907920867854
530330027002,NA,1963,261314,112881,0.058,0.051,0.046,0.045,32.1,0.231,0.062,0.06,0.086,0.117,0.099,0.082,0.103,0.159,3.73987087358222
530330027003,NA,1349,262020,112707,0.111,0.051,0.01,0.045,36.2,0.229,0.063,0.06,0.086,0.117,0.099,0.083,0.104,0.16,4.04619773271872
530330027004,NA,1274,260840,112645,0.087,0.051,0.036,0.044,36.2,0.229,0.062,0.059,0.087,0.118,0.1,0.083,0.104,0.157,3.97462725780751
530330028001,NA,1159,252685,110784,0.102,0.05,0.08,0.043,39.2,0.226,0.064,0.058,0.087,0.119,0.102,0.084,0.104,0.157,3.91947105792539
530330028002,NA,1206,256464,112855,0.011,0.051,0.057,0.043,35.3,0.223,0.064,0.058,0.089,0.121,0.101,0.084,0.103,0.158,3.54900357310081
530330028003,NA,1326,260638,114141,0.071,0.05,0.065,0.043,37.4,0.222,0.063,0.057,0.089,0.121,0.102,0.083,0.104,0.159,3.80541800033211
530330028004,NA,1234,251369,110576,0.143,0.051,0.05,0.042,35.6,0.24,0.064,0.058,0.087,0.116,0.102,0.082,0.101,0.15,4.37311233244244
530330029001,NA,1970,228548,102713,0.08,0.051,0.087,0.041,37.7,0.238,0.066,0.058,0.089,0.12,0.101,0.082,0.1,0.146,3.51121881764486
530330029002,NA,1543,243816,107800,0.028,0.05,0.052,0.041,43,0.226,0.064,0.057,0.088,0.119,0.102,0.082,0.104,0.158,3.72266938791622
530330029003,NA,1350,232626,102958,0.107,0.051,0.078,0.041,37.9,0.223,0.063,0.058,0.089,0.119,0.104,0.082,0.103,0.159,4.00714298417354
530330030001,NA,1581,215988,97858,0.082,0.054,0.042,0.043,43.4,0.216,0.062,0.057,0.089,0.12,0.105,0.084,0.105,0.162,3.97039148955748
530330030002,NA,1579,181695,83140,0.077,0.058,0.075,0.043,40.1,0.199,0.061,0.058,0.094,0.13,0.105,0.087,0.105,0.162,3.88026612211873
530330030003,NA,1502,204476,93257,0.075,0.056,0.066,0.044,36.6,0.202,0.06,0.058,0.092,0.123,0.106,0.086,0.106,0.166,3.89022198415451
530330030004,NA,1652,183429,82798,0.025,0.056,0.091,0.045,34.6,0.177,0.06,0.057,0.095,0.127,0.108,0.088,0.109,0.179,3.12447820014275
530330031001,NA,923,161348,74508,0,0.054,0.09,0.043,45.1,0.19,0.061,0.057,0.094,0.126,0.107,0.091,0.105,0.168,3.36473079900968
530330031002,NA,1226,143153,64716,0.123,0.056,0.043,0.045,38.8,0.172,0.058,0.054,0.095,0.125,0.111,0.092,0.11,0.183,4.48136780513021
530330031003,NA,1347,169140,76624,0.088,0.056,0.03,0.046,42.1,0.169,0.059,0.055,0.095,0.124,0.111,0.092,0.109,0.185,4.01293747836036
530330031004,NA,1528,139587,63648,0.084,0.058,0.088,0.046,42.3,0.165,0.06,0.054,0.098,0.126,0.113,0.094,0.11,0.179,3.96171192530818
530330031005,NA,1428,116997,53146,0.096,0.059,0.067,0.047,39.8,0.169,0.061,0.053,0.099,0.126,0.114,0.094,0.108,0.175,4.40784364305452
530330032001,NA,1128,163651,74853,0.082,0.057,0.043,0.046,31.2,0.165,0.059,0.056,0.096,0.122,0.111,0.094,0.11,0.188,4.27864202634797
530330032002,NA,1360,165080,75640,0.049,0.056,0,0.046,35,0.159,0.061,0.058,0.097,0.123,0.109,0.096,0.111,0.187,3.98861517330824
530330032003,NA,1316,152181,69901,0.039,0.055,0,0.047,32.1,0.152,0.061,0.059,0.095,0.125,0.108,0.099,0.11,0.193,3.98769930391426
530330032004,NA,1437,141644,64908,0.07,0.057,0,0.047,35.2,0.154,0.06,0.06,0.095,0.122,0.111,0.097,0.11,0.19,4.01714007200805
530330032005,NA,703,148701,67885,0.016,0.057,0,0.045,48.3,0.156,0.06,0.056,0.098,0.123,0.111,0.097,0.11,0.189,3.98226934899689
530330032006,NA,1663,116012,52279,0.019,0.059,0.096,0.047,50,0.16,0.056,0.054,0.099,0.12,0.114,0.096,0.112,0.188,3.22132420773914
530330032007,NA,1206,143159,65356,0.061,0.058,0.021,0.045,44.2,0.161,0.059,0.056,0.099,0.123,0.113,0.096,0.112,0.182,3.98788748658721
530330033001,NA,1626,222688,100129,0.089,0.052,0.06,0.042,36.7,0.203,0.061,0.059,0.093,0.119,0.104,0.085,0.106,0.169,3.93520525099218
530330033002,NA,889,227369,101698,0.076,0.051,0.053,0.042,38.3,0.198,0.06,0.06,0.092,0.121,0.103,0.088,0.107,0.171,3.95095866529473
530330033003,NA,2244,198744,90767,0.085,0.054,0.053,0.044,33.2,0.18,0.058,0.059,0.093,0.123,0.106,0.091,0.109,0.18,3.89518743483558
530330033004,NA,1576,178249,81308,0.087,0.056,0,0.045,34.1,0.163,0.057,0.058,0.093,0.125,0.109,0.094,0.113,0.188,4.03757837732615
530330033005,NA,1225,184333,83964,0.05,0.056,0.029,0.044,33.5,0.166,0.059,0.058,0.096,0.126,0.109,0.092,0.11,0.183,3.96748570841961
530330034001,NA,1271,253415,113005,0.055,0.051,0.056,0.041,36.6,0.203,0.06,0.06,0.092,0.12,0.104,0.086,0.11,0.166,3.8284059184151
530330034002,NA,1194,246008,109140,0.08,0.051,0.065,0.041,40.5,0.214,0.061,0.06,0.091,0.12,0.102,0.084,0.104,0.165,3.89479984356074
530330034003,NA,1165,257088,115030,0.067,0.051,0.033,0.041,31.9,0.202,0.061,0.06,0.089,0.119,0.105,0.087,0.108,0.169,3.9543229529278
530330035001,NA,1307,266354,116815,0.067,0.051,0.031,0.042,40.2,0.211,0.061,0.06,0.09,0.122,0.103,0.084,0.105,0.163,3.94798640048638
530330035002,NA,1558,265932,117965,0.051,0.05,0.057,0.042,38.2,0.206,0.06,0.061,0.091,0.122,0.105,0.085,0.108,0.163,3.7276693273791
530330035003,NA,1353,277042,124354,0,0.05,0.084,0.041,39.9,0.199,0.06,0.06,0.089,0.12,0.104,0.087,0.108,0.173,3.06329928528893
530330036001,NA,1566,252590,108175,0.054,0.051,0.049,0.044,30.2,0.217,0.061,0.058,0.086,0.117,0.099,0.082,0.105,0.176,3.7601815617096
530330036002,NA,1854,258267,111096,0.01,0.05,0.046,0.045,31.9,0.219,0.062,0.058,0.087,0.118,0.1,0.082,0.105,0.168,3.3509945041243
530330036003,NA,1519,263274,113810,0.025,0.051,0.157,0.045,40.4,0.208,0.058,0.058,0.085,0.118,0.103,0.084,0.109,0.178,2.94551249689684
530330036004,NA,2183,260596,112159,0.038,0.052,0,0.044,31.2,0.213,0.061,0.056,0.085,0.119,0.101,0.083,0.106,0.175,3.91666692656898
530330038001,NA,1180,189895,78965,0.042,0.05,0.064,0.047,32.9,0.244,0.062,0.056,0.076,0.111,0.089,0.074,0.108,0.181,3.76383775890074
530330038002,NA,1182,206509,86712,0.062,0.05,0.084,0.046,36.1,0.237,0.065,0.058,0.079,0.11,0.091,0.076,0.108,0.175,3.71972117701522
