"Block.Group.ID","Average.Block.Group.Score","Population","Population..3.Miles","Households..3.Miles","Kids.under.5","Kids.under.5..3.Miles","Kids.5.to.9","Kids.5.to.9..3.Miles","Average.Age","Household.income.under.40K..3.Mile","Household.income.40K.to.50K..3.Mile","Household.income.50K.to.60K..3.Mile","Household.income.60K.to.75K..3.Mile","Household.income.75K.to.100K..3.Mile","Household.income.100K.to.125K..3.Mile","Household.income.125K.to.150K..3.Mile","Household.income.150K.to.200K..3.Mile","Household.income.200K...3.Mile","Predicted.Score"
530330096002,NA,1274,83124,42513,0.042,0.05,0.012,0.044,40.6,0.24,0.058,0.058,0.078,0.106,0.102,0.083,0.115,0.159,4.02648792739473
530330096003,NA,929,69776,34099,0.043,0.056,0.055,0.049,42.5,0.216,0.059,0.06,0.083,0.102,0.105,0.088,0.123,0.165,4.19419131720478
530330096004,NA,1248,86243,46367,0.034,0.043,0.02,0.039,48.9,0.245,0.055,0.06,0.07,0.113,0.097,0.08,0.116,0.164,3.98297528813708
530330096005,NA,1353,102280,56233,0.016,0.038,0.016,0.034,56.6,0.243,0.057,0.06,0.069,0.116,0.094,0.082,0.111,0.168,3.97636566809492
530330097011,NA,2041,59848,27320,0.059,0.064,0.026,0.059,41.6,0.192,0.063,0.062,0.092,0.11,0.11,0.076,0.136,0.16,4.0251592201582
530330097012,NA,779,59848,27320,0.062,0.064,0.068,0.059,37.7,0.192,0.063,0.062,0.092,0.11,0.11,0.076,0.136,0.16,4.50765737767526
530330097013,NA,1330,59848,27320,0.064,0.064,0.015,0.059,45.5,0.192,0.063,0.062,0.092,0.11,0.11,0.076,0.136,0.16,4.03053793573496
530330097014,NA,2083,70492,31835,0.049,0.065,0.045,0.059,52.6,0.191,0.062,0.059,0.09,0.11,0.111,0.08,0.136,0.161,3.96295941462817
530330097021,NA,1494,67202,30636,0.062,0.062,0.102,0.058,41.2,0.207,0.063,0.059,0.089,0.109,0.11,0.075,0.128,0.159,4.46174622364735
530330097022,NA,896,75138,33749,0.027,0.061,0.049,0.057,47.3,0.191,0.063,0.06,0.091,0.112,0.112,0.081,0.131,0.159,3.97421961267337
530330097023,NA,824,78377,35170,0.086,0.061,0.041,0.061,39,0.197,0.066,0.06,0.09,0.114,0.111,0.082,0.129,0.152,4.50606052146134
530330097024,NA,1112,69469,31386,0.083,0.066,0.178,0.06,41.2,0.193,0.062,0.058,0.09,0.11,0.111,0.08,0.135,0.16,4.49147348736242
530330097025,NA,1270,62483,28369,0.02,0.064,0.098,0.06,42.9,0.195,0.063,0.061,0.09,0.11,0.111,0.076,0.135,0.159,3.68074485239714
530330098001,NA,1163,82168,40519,0.035,0.054,0.04,0.048,39.5,0.24,0.059,0.057,0.083,0.104,0.099,0.081,0.114,0.163,4.05319426555214
530330098002,NA,1187,77525,36462,0.045,0.059,0.086,0.054,40.4,0.224,0.061,0.059,0.085,0.108,0.107,0.079,0.122,0.156,4.30054867418322
530330098003,NA,1637,81011,36673,0.071,0.059,0.134,0.058,41.5,0.206,0.066,0.06,0.089,0.113,0.111,0.08,0.124,0.152,4.47990670478338
530330098004,NA,1550,79718,35826,0.024,0.06,0.064,0.059,45.2,0.196,0.066,0.061,0.09,0.114,0.112,0.082,0.127,0.153,3.88209050553043
530330098005,NA,1664,71310,32413,0.051,0.063,0.074,0.058,36.5,0.206,0.062,0.058,0.087,0.11,0.108,0.079,0.131,0.159,4.35015015170601
530330099001,NA,1258,91629,42237,0.053,0.055,0.035,0.053,43.6,0.235,0.063,0.059,0.091,0.112,0.108,0.077,0.114,0.142,4.01109670492066
530330099002,NA,1613,118830,53430,0.049,0.053,0.084,0.055,36.5,0.252,0.07,0.063,0.09,0.114,0.102,0.075,0.108,0.126,4.06029539471
530330099003,NA,1791,97905,43269,0.119,0.059,0.056,0.06,35,0.217,0.067,0.062,0.092,0.119,0.109,0.08,0.117,0.137,4.51144859059612
530330099004,NA,1518,170279,86496,0.027,0.04,0.069,0.037,38.9,0.284,0.062,0.056,0.081,0.106,0.095,0.075,0.103,0.138,3.57108922853021
530330100011,NA,1050,139516,58129,0.01,0.046,0.039,0.047,41.1,0.308,0.066,0.06,0.084,0.106,0.088,0.076,0.083,0.13,3.92251647655842
530330100012,NA,1333,139085,57156,0.038,0.05,0.034,0.05,38.3,0.316,0.067,0.066,0.082,0.109,0.087,0.072,0.083,0.118,3.97001627412148
530330100013,NA,2133,121774,47678,0.07,0.052,0.133,0.052,27.8,0.314,0.07,0.062,0.079,0.108,0.091,0.074,0.088,0.114,4.47989333510089
530330100021,NA,790,157550,73662,0.058,0.043,0.043,0.038,41.1,0.32,0.064,0.06,0.083,0.105,0.087,0.074,0.083,0.125,4.01856889821182
530330100022,NA,1729,166024,78459,0.073,0.041,0.029,0.038,30.5,0.313,0.064,0.059,0.084,0.105,0.09,0.075,0.082,0.128,4.19800084670021
530330100023,NA,1090,166355,77042,0.074,0.041,0.092,0.039,38.2,0.311,0.064,0.06,0.082,0.107,0.089,0.076,0.081,0.131,4.40021191100476
530330100024,NA,1316,150270,66820,0.043,0.044,0.04,0.042,37.8,0.314,0.063,0.06,0.082,0.104,0.09,0.076,0.082,0.127,3.95856365136615
530330101001,NA,1482,118534,44277,0.054,0.055,0.061,0.061,49.6,0.263,0.062,0.055,0.075,0.11,0.09,0.076,0.095,0.175,3.91013106756992
530330101002,NA,1224,115620,43670,0.08,0.056,0.041,0.059,32.3,0.28,0.065,0.057,0.078,0.114,0.091,0.078,0.093,0.146,4.50644036583353
530330101003,NA,1754,118029,45697,0.14,0.054,0,0.057,29.9,0.308,0.067,0.062,0.076,0.106,0.089,0.077,0.091,0.124,4.51195677828295
530330101004,NA,2088,131631,51874,0.024,0.048,0.018,0.05,37,0.308,0.065,0.059,0.077,0.104,0.088,0.075,0.088,0.135,3.91681833186253
530330101005,NA,2395,124447,48336,0.076,0.051,0.049,0.052,39.8,0.294,0.063,0.058,0.075,0.107,0.09,0.076,0.093,0.144,3.95406897985664
530330102001,NA,1435,110877,40725,0.066,0.054,0.065,0.061,47.4,0.258,0.061,0.056,0.075,0.112,0.091,0.08,0.091,0.177,3.96986180490605
530330102002,NA,895,106219,39317,0.074,0.054,0.061,0.061,46.8,0.249,0.059,0.055,0.077,0.104,0.09,0.08,0.097,0.191,4.19463371055487
530330102003,NA,1295,107748,39908,0.037,0.055,0.077,0.062,37.5,0.275,0.064,0.061,0.076,0.112,0.088,0.077,0.093,0.154,4.06998394943276
530330102004,NA,1137,118608,43764,0.137,0.054,0.009,0.061,39.8,0.264,0.061,0.058,0.076,0.113,0.093,0.076,0.092,0.168,4.51014061462928
530330103001,NA,973,115177,42509,0.069,0.055,0.039,0.062,41.7,0.267,0.065,0.06,0.079,0.114,0.093,0.076,0.091,0.155,4.17834183030274
530330103002,NA,1602,105897,38792,0.096,0.057,0.028,0.062,34.6,0.28,0.066,0.065,0.078,0.111,0.089,0.078,0.09,0.144,4.50118413218838
530330103003,NA,1918,106904,39082,0.158,0.057,0.115,0.063,31.7,0.292,0.066,0.067,0.079,0.11,0.087,0.075,0.085,0.139,4.5124315905258
530330103004,NA,1624,111595,41323,0.039,0.056,0.022,0.062,39,0.288,0.068,0.063,0.08,0.113,0.089,0.078,0.092,0.128,3.98279731887357
530330103005,NA,1188,116189,43246,0.041,0.055,0.012,0.061,33.7,0.276,0.066,0.061,0.079,0.112,0.091,0.076,0.093,0.147,4.06709944873979
530330104011,NA,1072,111321,41754,0.084,0.057,0.016,0.061,38.2,0.31,0.069,0.064,0.079,0.108,0.088,0.076,0.089,0.118,4.38132307594548
530330104012,NA,1977,113137,42280,0.037,0.056,0.066,0.062,37.6,0.299,0.074,0.069,0.084,0.116,0.089,0.076,0.088,0.107,3.85158015463716
530330104013,NA,1333,108666,40528,0.016,0.057,0.029,0.062,49.9,0.315,0.073,0.071,0.082,0.113,0.089,0.073,0.084,0.1,3.9697046697595
530330104021,NA,1440,128215,48246,0.015,0.062,0.028,0.065,34.9,0.306,0.077,0.068,0.094,0.117,0.092,0.073,0.084,0.089,3.96351602855524
530330104022,NA,1191,126919,49327,0.055,0.059,0.073,0.06,43,0.325,0.074,0.068,0.084,0.111,0.089,0.07,0.087,0.092,3.99660576422108
530330104023,NA,847,115693,43136,0.035,0.06,0.07,0.064,37.1,0.307,0.076,0.07,0.092,0.12,0.089,0.073,0.083,0.089,4.13288573264107
530330104024,NA,1455,130322,51229,0.017,0.058,0.065,0.059,35.9,0.318,0.073,0.07,0.089,0.112,0.091,0.07,0.086,0.091,3.82695018359822
530330105001,NA,1124,91474,41110,0,0.059,0,0.059,61.6,0.217,0.068,0.064,0.089,0.116,0.11,0.08,0.117,0.14,3.98399415355583
530330105002,NA,1301,94623,42392,0.028,0.061,0.065,0.061,43,0.216,0.069,0.063,0.09,0.116,0.109,0.08,0.118,0.138,3.9257915607521
530330105003,NA,1174,90785,41027,0.073,0.06,0.018,0.06,43.2,0.216,0.068,0.063,0.087,0.115,0.111,0.08,0.119,0.141,4.07628007205611
530330105004,NA,2873,88299,39933,0.044,0.06,0.006,0.06,30.4,0.217,0.068,0.063,0.089,0.114,0.11,0.079,0.118,0.142,3.98618749228103
530330105005,NA,1831,83403,37658,0.035,0.061,0.051,0.06,43.3,0.205,0.067,0.062,0.09,0.114,0.111,0.081,0.124,0.147,3.93527747161796
530330106001,NA,1586,104324,45883,0.07,0.063,0.083,0.063,45.1,0.229,0.071,0.065,0.09,0.113,0.108,0.078,0.113,0.131,4.02764347319622
530330106002,NA,1223,100119,44462,0.085,0.062,0.011,0.06,39.7,0.22,0.069,0.062,0.092,0.114,0.109,0.08,0.117,0.138,4.18099858315212
530330106003,NA,1621,102078,44865,0.086,0.064,0.028,0.064,46.9,0.229,0.07,0.065,0.091,0.115,0.108,0.079,0.113,0.13,4.04112933039812
530330106004,NA,1222,99088,43789,0.079,0.064,0.047,0.064,40.1,0.224,0.069,0.063,0.092,0.115,0.109,0.08,0.115,0.133,4.29246976641568
530330106005,NA,1653,83245,37444,0.105,0.062,0.047,0.061,45,0.203,0.066,0.062,0.089,0.115,0.11,0.082,0.126,0.147,4.37270448447904
530330106006,NA,1161,96328,42914,0.07,0.062,0.09,0.061,41.3,0.213,0.068,0.062,0.092,0.115,0.11,0.082,0.119,0.139,4.43036580033308
530330107011,NA,2348,117708,50401,0.122,0.064,0.069,0.065,33.5,0.237,0.07,0.069,0.091,0.118,0.107,0.079,0.108,0.12,4.51133266000847
530330107012,NA,1559,115839,48746,0.108,0.066,0.09,0.068,36.3,0.245,0.072,0.074,0.088,0.118,0.109,0.078,0.101,0.115,4.51115694901303
530330107021,NA,1666,105993,46446,0.169,0.061,0.06,0.062,32.5,0.231,0.07,0.064,0.091,0.115,0.107,0.079,0.114,0.13,4.51250865889962
530330107022,NA,1740,112036,48332,0.062,0.063,0.091,0.065,26.7,0.234,0.07,0.067,0.089,0.116,0.108,0.079,0.112,0.125,4.50620286217277
530330107023,NA,1524,112647,48416,0.148,0.064,0.133,0.066,26.4,0.233,0.069,0.067,0.089,0.117,0.108,0.08,0.111,0.125,4.51248776939564
530330108001,NA,1246,135560,56126,0.059,0.06,0.045,0.063,47.4,0.26,0.072,0.068,0.092,0.116,0.103,0.078,0.1,0.111,3.97165767133304
530330108002,NA,1389,123907,51552,0.055,0.063,0.099,0.069,34.6,0.252,0.071,0.073,0.088,0.118,0.108,0.078,0.1,0.111,4.33630708771583
530330108003,NA,2227,123194,52574,0.059,0.06,0.042,0.062,37.2,0.234,0.071,0.065,0.092,0.118,0.105,0.081,0.11,0.125,3.97333910743764
530330109001,NA,672,132077,48738,0.06,0.063,0.022,0.063,42,0.324,0.079,0.074,0.089,0.121,0.091,0.074,0.075,0.071,3.98914264648318
530330109002,NA,443,157007,62279,0,0.061,0,0.062,48.5,0.284,0.075,0.071,0.093,0.118,0.095,0.076,0.093,0.094,3.97202109988993
530330110011,NA,1268,109246,40161,0.028,0.058,0.048,0.061,41.3,0.306,0.071,0.073,0.078,0.111,0.091,0.074,0.084,0.112,3.9661213643161
530330110012,NA,1121,106166,38777,0.043,0.06,0.009,0.062,54,0.303,0.07,0.071,0.077,0.11,0.091,0.075,0.084,0.12,3.97657035452607
530330110013,NA,2388,113371,40783,0.117,0.06,0.108,0.062,33,0.305,0.069,0.076,0.078,0.112,0.092,0.073,0.086,0.109,4.51147415924444
530330110021,NA,972,116086,42646,0.102,0.061,0.038,0.063,44,0.312,0.074,0.074,0.086,0.121,0.089,0.076,0.082,0.085,4.35313048233997
530330110022,NA,2541,107231,39423,0.059,0.06,0.151,0.062,23.7,0.313,0.072,0.072,0.085,0.118,0.091,0.075,0.084,0.09,4.46911322707446
530330110023,NA,1252,116930,43094,0.055,0.061,0.043,0.062,49.8,0.312,0.074,0.07,0.086,0.12,0.092,0.076,0.083,0.089,3.97123328085579
530330111011,NA,1009,104216,37055,0.032,0.058,0.022,0.064,36.5,0.277,0.066,0.071,0.076,0.111,0.093,0.078,0.096,0.133,4.03453864455749
530330111012,NA,1640,107411,38531,0.057,0.059,0.026,0.062,36.1,0.292,0.066,0.074,0.077,0.111,0.093,0.076,0.09,0.121,4.07333728444773
530330111013,NA,1564,106767,38111,0.072,0.06,0.078,0.06,33.9,0.292,0.066,0.075,0.08,0.116,0.094,0.076,0.088,0.113,4.4999235902107
530330111014,NA,1333,107661,39451,0.029,0.056,0.04,0.062,42.2,0.29,0.069,0.068,0.077,0.11,0.093,0.073,0.089,0.13,3.96693381438004
530330111021,NA,1322,104268,36761,0.032,0.058,0.056,0.062,56,0.262,0.063,0.07,0.082,0.115,0.096,0.079,0.099,0.134,3.94342917952334
530330111022,NA,1486,101856,36402,0.05,0.058,0.042,0.064,30.4,0.274,0.064,0.069,0.076,0.109,0.095,0.077,0.096,0.14,4.43849614980289
530330111023,NA,922,106088,37628,0.015,0.059,0.066,0.061,34.8,0.277,0.065,0.073,0.081,0.12,0.095,0.078,0.092,0.12,4.01174974585673
530330111024,NA,1017,105871,37271,0.06,0.06,0.016,0.063,38.6,0.269,0.063,0.071,0.083,0.115,0.095,0.079,0.097,0.127,4.07110178894786
530330112001,NA,987,146363,54606,0.064,0.068,0.139,0.069,35.1,0.313,0.079,0.073,0.09,0.124,0.096,0.076,0.075,0.073,4.48297304230984
530330112002,NA,851,148287,56125,0.065,0.068,0.028,0.064,44.2,0.311,0.079,0.073,0.09,0.12,0.096,0.076,0.08,0.075,3.9846283506507
530330112003,NA,1867,143764,52575,0.087,0.065,0.171,0.067,29.9,0.334,0.081,0.073,0.089,0.126,0.091,0.074,0.072,0.059,4.49424219776709
530330113001,NA,2266,142066,55265,0.026,0.067,0.033,0.066,53,0.293,0.076,0.073,0.09,0.125,0.099,0.077,0.082,0.085,3.95518825590746
530330113002,NA,1677,119707,46321,0.137,0.069,0.124,0.071,30.2,0.29,0.081,0.07,0.092,0.126,0.1,0.079,0.078,0.084,4.5124946096764
530330113003,NA,1152,125088,49583,0.027,0.067,0.079,0.069,32.7,0.286,0.079,0.069,0.093,0.128,0.103,0.079,0.079,0.084,4.00593077220223
530330113004,NA,747,124803,50125,0.052,0.066,0.058,0.066,51.9,0.278,0.078,0.072,0.09,0.125,0.103,0.079,0.083,0.092,3.9554167924635
530330113005,NA,1131,130329,52345,0.012,0.066,0.124,0.068,34.7,0.275,0.072,0.075,0.089,0.123,0.103,0.079,0.09,0.094,3.2344695467468
530330114011,NA,1389,110957,46080,0.018,0.066,0.035,0.069,29.3,0.266,0.073,0.073,0.089,0.121,0.106,0.078,0.095,0.099,4.00782209703838
530330114012,NA,1568,114365,47117,0.043,0.068,0.118,0.068,32.9,0.272,0.076,0.074,0.087,0.121,0.105,0.077,0.091,0.096,4.27478224715889
530330114013,NA,1390,120516,49485,0.006,0.065,0.045,0.069,44.5,0.271,0.073,0.074,0.088,0.123,0.105,0.078,0.092,0.097,3.9451936231554
530330114021,NA,1400,111479,45723,0.048,0.07,0.031,0.067,41.6,0.279,0.078,0.072,0.09,0.123,0.104,0.077,0.084,0.093,4.00086173780384
530330114022,NA,1478,112021,45245,0.088,0.069,0.085,0.069,32.4,0.284,0.079,0.071,0.094,0.125,0.104,0.076,0.079,0.088,4.51054850187728
530330114023,NA,1438,110339,45092,0.098,0.068,0.091,0.068,39.1,0.279,0.076,0.072,0.09,0.124,0.105,0.077,0.083,0.093,4.50665303916977
530330115001,NA,1622,107099,45144,0.097,0.068,0.046,0.069,36.6,0.25,0.073,0.073,0.087,0.117,0.107,0.077,0.103,0.112,4.46748696889295
530330115002,NA,1438,108037,44718,0.043,0.07,0.043,0.069,43.2,0.268,0.076,0.072,0.087,0.122,0.105,0.078,0.092,0.099,3.98928652111104
530330115003,NA,1449,106119,44516,0.066,0.069,0.047,0.07,37.8,0.248,0.073,0.073,0.087,0.117,0.106,0.077,0.105,0.114,4.13947498998215
530330116001,NA,1667,104391,44971,0.091,0.066,0.092,0.064,41.1,0.231,0.07,0.066,0.089,0.116,0.109,0.081,0.112,0.127,4.45399993737816
530330116002,NA,1037,101718,42807,0.031,0.068,0.084,0.068,48.1,0.244,0.072,0.069,0.086,0.119,0.107,0.078,0.107,0.118,3.91426617401333
530330116003,NA,1319,99199,41590,0.08,0.069,0.035,0.068,50.1,0.253,0.073,0.069,0.086,0.12,0.105,0.078,0.103,0.112,4.03051595208491
530330116004,NA,969,100927,41652,0.068,0.071,0.088,0.066,47.6,0.269,0.078,0.07,0.088,0.124,0.105,0.079,0.088,0.1,4.10051033382378
530330116005,NA,1023,91775,38531,0,0.069,0.029,0.066,45.5,0.247,0.07,0.068,0.088,0.119,0.106,0.08,0.105,0.117,3.97492002248101
530330116006,NA,1034,96632,42014,0.044,0.065,0.082,0.063,48.1,0.225,0.07,0.062,0.091,0.114,0.109,0.082,0.115,0.132,3.94290332537815
530330117001,NA,1450,118432,42301,0.101,0.062,0.017,0.061,49,0.311,0.071,0.076,0.077,0.117,0.093,0.074,0.083,0.099,4.03775057469147
530330117002,NA,1824,130160,46354,0.013,0.063,0.022,0.065,40.8,0.316,0.078,0.081,0.086,0.127,0.095,0.068,0.075,0.075,3.96398733202345
530330117003,NA,1253,121245,42972,0.051,0.064,0.038,0.064,39,0.312,0.072,0.077,0.08,0.121,0.091,0.072,0.083,0.091,4.00990501614035
530330117004,NA,852,119748,41791,0.034,0.065,0.149,0.064,34.5,0.298,0.082,0.086,0.083,0.128,0.098,0.068,0.076,0.08,4.48196306302945
530330118001,NA,589,113415,40445,0,0.063,0,0.063,58.2,0.284,0.072,0.078,0.087,0.123,0.107,0.068,0.079,0.103,3.97067661398223
530330118002,NA,973,110591,39006,0,0.063,0.058,0.064,44.1,0.285,0.074,0.082,0.087,0.121,0.106,0.068,0.08,0.098,3.9338540426003
530330118003,NA,1102,114898,41324,0.022,0.061,0.035,0.061,43.6,0.286,0.073,0.084,0.086,0.124,0.105,0.07,0.078,0.095,3.9620641084783
530330118004,NA,1681,111971,39548,0.085,0.063,0.105,0.061,35.9,0.29,0.071,0.082,0.081,0.126,0.097,0.073,0.083,0.098,4.50723027895511
530330118005,NA,1882,113920,40330,0.076,0.063,0.021,0.061,28.6,0.302,0.071,0.075,0.079,0.119,0.092,0.076,0.085,0.1,4.44361874428743
530330118006,NA,2293,109979,38924,0.118,0.064,0.147,0.06,28.8,0.285,0.069,0.08,0.082,0.124,0.098,0.075,0.086,0.102,4.51100178387666
530330119001,NA,2255,104682,38594,0.042,0.061,0.055,0.058,35.9,0.269,0.073,0.074,0.091,0.131,0.107,0.067,0.076,0.111,3.91851716953023
530330119002,NA,1312,103700,37330,0.056,0.06,0.053,0.058,40.9,0.287,0.079,0.077,0.091,0.13,0.112,0.063,0.076,0.084,4.07726398097666
530330119003,NA,1213,111684,40520,0.068,0.061,0.083,0.057,39.7,0.295,0.081,0.083,0.093,0.129,0.111,0.06,0.071,0.078,4.39620320434225
530330119004,NA,1847,104138,36875,0.058,0.065,0.015,0.062,38.6,0.297,0.087,0.087,0.089,0.135,0.108,0.063,0.071,0.062,4.00145864521502
530330119005,NA,1022,119018,41869,0.023,0.064,0,0.063,48.5,0.308,0.081,0.084,0.091,0.128,0.104,0.06,0.071,0.073,3.95914643491427
530330120001,NA,1203,99599,39485,0.067,0.069,0.037,0.071,49.3,0.283,0.079,0.072,0.09,0.12,0.104,0.079,0.079,0.094,3.99961958030265
530330120002,NA,1136,91131,36213,0.091,0.07,0.049,0.071,37,0.283,0.082,0.071,0.09,0.12,0.104,0.078,0.078,0.094,4.50720089346745
530330120003,NA,1283,89151,35535,0.076,0.073,0.083,0.07,38.3,0.276,0.078,0.066,0.088,0.12,0.103,0.082,0.084,0.103,4.49769755175611
530330121001,NA,1190,81661,32339,0.085,0.069,0.039,0.072,50.1,0.281,0.082,0.067,0.087,0.121,0.1,0.08,0.082,0.101,4.08575104730179
530330121002,NA,1470,89196,35535,0.053,0.065,0.095,0.072,47.5,0.283,0.085,0.072,0.094,0.119,0.101,0.081,0.077,0.089,3.9837949817014
530330201001,NA,1286,51260,21035,0.034,0.058,0.072,0.045,54.3,0.259,0.062,0.065,0.087,0.134,0.117,0.076,0.104,0.097,3.93582160563759
530330201002,NA,965,31058,12648,0.037,0.055,0.056,0.053,46.6,0.237,0.056,0.059,0.082,0.146,0.114,0.089,0.116,0.101,4.23501222843997
530330201003,NA,1028,32178,13034,0.025,0.054,0.049,0.053,58.4,0.232,0.056,0.06,0.083,0.146,0.116,0.087,0.118,0.101,3.97035672733264
530330202001,NA,944,58095,24030,0.081,0.057,0.042,0.051,44.5,0.265,0.066,0.056,0.088,0.142,0.118,0.08,0.1,0.086,4.49111407420052
530330202002,NA,1157,66061,27463,0.049,0.058,0.026,0.048,57.3,0.278,0.064,0.058,0.085,0.14,0.116,0.077,0.097,0.084,3.98420623116685
530330202003,NA,814,41693,16518,0,0.06,0.011,0.052,54.5,0.221,0.064,0.068,0.093,0.145,0.122,0.083,0.114,0.09,3.98423142948465
530330202004,NA,1116,50359,20284,0.047,0.06,0.083,0.052,51.5,0.237,0.063,0.061,0.093,0.143,0.124,0.08,0.111,0.087,3.99902012841257
530330202005,NA,1364,58481,24329,0.102,0.058,0.095,0.047,38.5,0.269,0.063,0.061,0.088,0.135,0.117,0.073,0.102,0.092,4.51131839762811
530330203001,NA,1499,71458,28997,0.045,0.059,0.039,0.054,39.8,0.253,0.062,0.053,0.087,0.143,0.115,0.081,0.108,0.098,4.06688565243981
530330203002,NA,1185,86351,35291,0.113,0.06,0.099,0.051,32.5,0.254,0.062,0.065,0.086,0.149,0.109,0.079,0.103,0.094,4.51175073391982
530330203003,NA,815,80393,33121,0,0.06,0.016,0.049,39.6,0.273,0.061,0.064,0.085,0.145,0.107,0.079,0.1,0.087,3.98183680679919
530330203004,NA,1470,67379,27414,0.112,0.06,0.05,0.051,40.1,0.253,0.062,0.057,0.087,0.146,0.118,0.08,0.106,0.091,4.51092057882535
530330203005,NA,2159,71145,28908,0.066,0.061,0.039,0.052,43.4,0.258,0.062,0.057,0.086,0.145,0.115,0.079,0.105,0.092,4.01215147969432
530330204011,NA,1763,83082,33027,0.053,0.062,0.051,0.054,38.2,0.229,0.064,0.064,0.085,0.149,0.114,0.087,0.109,0.1,4.08513967288341
530330204012,NA,1120,80329,32576,0.031,0.06,0.052,0.052,48.4,0.248,0.063,0.062,0.086,0.145,0.111,0.083,0.106,0.096,3.96239927112594
530330204013,NA,877,90589,37132,0.088,0.06,0.109,0.051,38,0.25,0.067,0.066,0.081,0.147,0.107,0.08,0.103,0.098,4.51098553576553
530330204021,NA,1402,66607,26650,0.073,0.066,0.066,0.057,35.2,0.236,0.067,0.058,0.084,0.158,0.113,0.086,0.107,0.092,4.50924076386564
530330204022,NA,963,92446,37673,0.063,0.062,0.059,0.053,49.7,0.239,0.067,0.071,0.086,0.149,0.111,0.079,0.108,0.09,4.00313125378763
530330204023,NA,782,81984,32948,0.036,0.065,0.022,0.054,43.7,0.227,0.066,0.07,0.083,0.156,0.111,0.083,0.108,0.096,3.99762375320299
530330204024,NA,1130,81713,32704,0.13,0.066,0.128,0.056,35.6,0.22,0.065,0.064,0.082,0.155,0.113,0.086,0.111,0.105,4.51226061688815
530330204025,NA,1336,72208,28723,0.067,0.065,0.035,0.055,35.3,0.225,0.068,0.057,0.084,0.157,0.116,0.083,0.114,0.095,4.47985832411115
530330205001,NA,1672,101611,42007,0.068,0.058,0.037,0.051,42.8,0.255,0.07,0.07,0.085,0.143,0.106,0.077,0.102,0.092,4.02784960434633
530330205002,NA,940,113973,47611,0.033,0.06,0.082,0.05,37.8,0.264,0.074,0.067,0.082,0.142,0.104,0.074,0.101,0.091,4.13464861429387
530330205003,NA,943,124348,52211,0.04,0.06,0,0.049,46.7,0.271,0.075,0.069,0.084,0.141,0.103,0.07,0.097,0.091,3.97859506016777
530330205004,NA,953,117342,49057,0.093,0.058,0.04,0.049,43.7,0.266,0.073,0.069,0.084,0.142,0.103,0.071,0.099,0.093,4.30521363188407
530330205005,NA,1456,108063,45079,0.131,0.06,0.077,0.05,29.7,0.268,0.069,0.068,0.082,0.142,0.105,0.074,0.101,0.091,4.51220537692157
530330205006,NA,705,100095,41276,0.04,0.059,0.02,0.05,43.5,0.257,0.064,0.068,0.084,0.144,0.107,0.077,0.103,0.096,3.9940107171917
530330206001,NA,934,98745,41077,0.107,0.059,0.073,0.05,40.1,0.266,0.065,0.068,0.084,0.147,0.107,0.074,0.098,0.091,4.51091366571013
530330206002,NA,999,114950,48261,0.083,0.058,0.062,0.049,40.6,0.269,0.072,0.069,0.084,0.141,0.103,0.069,0.099,0.094,4.45912529533343
530330206003,NA,850,116469,49431,0.06,0.058,0.035,0.049,42.3,0.277,0.068,0.068,0.083,0.142,0.104,0.068,0.095,0.095,4.04205288788014
530330206004,NA,837,98602,40926,0.104,0.058,0.115,0.049,44.9,0.267,0.065,0.068,0.081,0.144,0.106,0.075,0.099,0.096,4.51070017672532
530330207001,NA,1086,106974,44626,0.033,0.058,0.044,0.05,42.4,0.265,0.069,0.07,0.084,0.142,0.107,0.072,0.097,0.092,3.97951609622135
530330207002,NA,1541,88340,36412,0.04,0.058,0.051,0.049,39.2,0.267,0.063,0.062,0.085,0.142,0.109,0.078,0.1,0.095,3.99892766212149
530330207003,NA,1164,94229,39062,0.022,0.058,0.027,0.047,52.1,0.264,0.064,0.065,0.087,0.143,0.109,0.076,0.1,0.092,3.97575072378137
530330208001,NA,1328,68280,28476,0.052,0.056,0.039,0.047,45.2,0.277,0.063,0.058,0.085,0.135,0.113,0.076,0.1,0.093,4.04781300997166
530330208002,NA,1246,83344,34709,0.091,0.056,0.037,0.046,43.4,0.271,0.064,0.063,0.087,0.14,0.108,0.074,0.096,0.096,4.41344600313621
530330208003,NA,921,69157,28813,0.027,0.054,0.085,0.046,49.8,0.273,0.067,0.06,0.082,0.133,0.113,0.074,0.102,0.096,3.93050144988509
530330208004,NA,778,56051,23501,0.048,0.056,0.075,0.045,56.1,0.281,0.063,0.062,0.083,0.13,0.112,0.074,0.101,0.094,3.99970824936693
530330209001,NA,1807,130316,56299,0.029,0.057,0.044,0.046,39.6,0.284,0.074,0.071,0.089,0.135,0.102,0.065,0.089,0.091,3.93651136931862
530330209002,NA,897,118848,51311,0.052,0.058,0.045,0.046,38.2,0.281,0.071,0.069,0.092,0.136,0.104,0.067,0.091,0.089,4.09398824998265
530330209003,NA,941,89640,37505,0.026,0.057,0.056,0.047,60.1,0.27,0.065,0.066,0.091,0.131,0.103,0.074,0.099,0.1,3.961245074593
530330210001,NA,1079,138026,59112,0.066,0.058,0.091,0.048,39.5,0.277,0.072,0.07,0.083,0.14,0.101,0.066,0.094,0.095,4.29028765152483
