"bg_geo_id","score","model_id","date_obtained"
"530330238041","3","11","2021-03-12"
"530330238042","3","11","2021-03-12"
"530330238043","3","11","2021-03-12"
"530330239001","3","11","2021-03-12"
"530330239002","3","11","2021-03-12"
"530330239003","3","11","2021-03-12"
"530330239004","3","11","2021-03-12"
"530330240001","3","11","2021-03-12"
"530330240002","3","11","2021-03-12"
"530330240003","3","11","2021-03-12"
"530330240004","3","11","2021-03-12"
"530330241001","3","11","2021-03-12"
"530330241002","3","11","2021-03-12"
"530330241003","3","11","2021-03-12"
"530330241004","3","11","2021-03-12"
"530330242001","3","11","2021-03-12"
"530330242002","3","11","2021-03-12"
"530330243001","3","11","2021-03-12"
"530330243002","3","11","2021-03-12"
"530330243003","3","11","2021-03-12"
"530330243004","3","11","2021-03-12"
"530330243005","3","11","2021-03-12"
"530330244001","2","11","2021-03-12"
"530330244002","3","11","2021-03-12"
"530330245001","3","11","2021-03-12"
"530330245002","3","11","2021-03-12"
"530330245003","3","11","2021-03-12"
"530330246011","3","11","2021-03-12"
"530330246012","3","11","2021-03-12"
"530330246013","3","11","2021-03-12"
"530330246021","3","11","2021-03-12"
"530330246022","3","11","2021-03-12"
"530330246023","3","11","2021-03-12"
"530330247011","3","11","2021-03-12"
"530330247012","3","11","2021-03-12"
"530330247013","3","11","2021-03-12"
"530330247021","3","11","2021-03-12"
"530330247022","3","11","2021-03-12"
"530330247023","3","11","2021-03-12"
"530330247024","3","11","2021-03-12"
"530330247025","3","11","2021-03-12"
"530330248001","3","11","2021-03-12"
"530330248002","3","11","2021-03-12"
"530330248003","3","11","2021-03-12"
"530330249011","3","11","2021-03-12"
"530330249012","3","11","2021-03-12"
"530330249013","3","11","2021-03-12"
"530330249014","3","11","2021-03-12"
"530330249021","3","11","2021-03-12"
"530330249022","3","11","2021-03-12"
"530330249023","3","11","2021-03-12"
"530330249031","3","11","2021-03-12"
"530330249032","3","11","2021-03-12"
"530330249033","3","11","2021-03-12"
"530330249034","3","11","2021-03-12"
"530330250011","3","11","2021-03-12"
"530330250012","3","11","2021-03-12"
"530330250013","3","11","2021-03-12"
"530330250014","3","11","2021-03-12"
"530330250031","2","11","2021-03-12"
"530330250032","3","11","2021-03-12"
"530330250033","3","11","2021-03-12"
"530330250034","3","11","2021-03-12"
"530330250035","3","11","2021-03-12"
"530330250051","3","11","2021-03-12"
"530330250052","3","11","2021-03-12"
