"model_id","bg_geo_id","score","date_obtained"
"3MS_KNN_v.2","530330035002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330035003","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330036001","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330036002","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330036003","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330036004","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330038001","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330038002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330039001","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330039002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330040001","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330040002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330041001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330041002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330041003","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330041004","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330041005","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330041006","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330042001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330042002","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330042003","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330042004","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330042005","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330043011","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330043012","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330043013","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330043021","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330043022","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330044001","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330044002","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330044003","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330044004","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330045001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330045002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330046001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330046002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330046003","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330047001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330047002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330047003","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330047004","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330048001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330048002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330048003","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330048004","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330049001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330049002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330049003","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330049004","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330049005","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330050001","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330050002","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330050003","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330051001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330051002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330051003","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330052001","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330052002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330052003","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330052004","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330052005","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330053011","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330053012","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330053013","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330053014","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330053021","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330053022","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330053023","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330054001","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330054002","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330054003","3","Wed Mar 10 08:26:29 2021"
