Block Group ID,Average Block Group Score,Population,Population: 3 Miles,Households: 3 Miles,Kids under 5,Percent Kids under 5,Kids under 5: 3 Miles,Percent Kids under 5: 3 Miles,Kids 5 to 9,Percent Kids 5 to 9,Kids 5 to 9: 3 Miles,Percent Kids 5 to 9: 3 Miles,Average Age,Household income under 40K: 3 Mile,Household income 40K to 50K: 3 Mile,Household income 50K to 60K: 3 Mile,Household income 60K to 75K: 3 Mile,Household income 75K to 100K: 3 Mile,Household income 100K to 125K: 3 Mile,Household income 125K to 150K: 3 Mile,Household income 150K to 200K: 3 Mile,Household income 200K+: 3 Mile
530330074013,,1587,255656,131597,8,0.005,8720,0.034,27,0.017,6951,0.027,32.5,0.252,0.059,0.062,0.078,0.115,0.095,0.081,0.095,0.164
530670101004,,969,63243,27688,54,0.056,3046,0.048,95,0.098,3285,0.052,37.9,0.319,0.097,0.087,0.095,0.147,0.101,0.065,0.051,0.038
530330265002,,1942,114021,44269,181,0.093,7948,0.07,133,0.068,7934,0.07,30.9,0.294,0.083,0.069,0.094,0.127,0.101,0.078,0.075,0.079
530330273001,,1028,109139,39345,57,0.055,7265,0.067,18,0.018,6906,0.063,36.9,0.32,0.103,0.087,0.101,0.133,0.098,0.063,0.054,0.04
530530724071,3,1853,27355,10629,99,0.053,1288,0.047,99,0.053,1408,0.051,40.4,0.197,0.059,0.065,0.088,0.15,0.142,0.082,0.089,0.127
530330222022,,1806,101735,41541,176,0.097,6599,0.065,97,0.054,5874,0.058,32.7,0.161,0.056,0.055,0.076,0.128,0.116,0.105,0.13,0.174
530330048002,,1384,281349,132686,36,0.026,12917,0.046,148,0.107,10220,0.036,43.4,0.197,0.058,0.059,0.085,0.12,0.109,0.087,0.112,0.174
530330208001,,1328,68280,28476,69,0.052,3823,0.056,52,0.039,3218,0.047,45.2,0.277,0.063,0.058,0.085,0.135,0.113,0.076,0.1,0.093
530330320054,,1905,58154,20016,126,0.066,3609,0.062,297,0.156,4961,0.085,34.6,0.138,0.046,0.056,0.088,0.173,0.145,0.111,0.131,0.111
530530632004,,1048,124422,45093,57,0.054,9031,0.073,63,0.06,9377,0.075,36.6,0.374,0.113,0.103,0.116,0.131,0.081,0.038,0.027,0.016
530530609043,,937,88045,37880,30,0.032,4855,0.055,43,0.046,5150,0.058,31.4,0.295,0.087,0.068,0.102,0.138,0.104,0.067,0.07,0.069
530330316011,,2092,45201,15597,205,0.098,3109,0.069,191,0.091,4002,0.089,35.1,0.135,0.05,0.048,0.102,0.169,0.154,0.1,0.128,0.113
530330323194,,1276,71062,27553,35,0.027,4675,0.066,0,0,4907,0.069,39.8,0.162,0.059,0.056,0.079,0.132,0.128,0.091,0.136,0.158
530670118223,,1983,4408,1680,61,0.031,180,0.041,107,0.054,275,0.062,42.2,0.186,0.046,0.117,0.129,0.204,0.076,0.096,0.092,0.055
530330319083,,1113,91652,33817,69,0.062,5792,0.063,56,0.05,6115,0.067,37.4,0.187,0.072,0.074,0.117,0.152,0.123,0.088,0.104,0.082
530330312044,,1140,40334,13820,142,0.125,2298,0.057,13,0.011,2459,0.061,47.8,0.147,0.064,0.054,0.094,0.159,0.149,0.102,0.122,0.109
530330323182,,1252,43604,14388,117,0.093,2891,0.066,112,0.089,3869,0.089,36.9,0.066,0.022,0.028,0.037,0.058,0.093,0.112,0.168,0.416
530330103005,,1188,116189,43246,49,0.041,6396,0.055,14,0.012,7102,0.061,33.7,0.276,0.066,0.061,0.079,0.112,0.091,0.076,0.093,0.147
530330051002,,1224,311168,148874,56,0.046,13924,0.045,74,0.06,11675,0.038,46.2,0.207,0.058,0.058,0.081,0.122,0.104,0.086,0.108,0.175
530330216003,,1223,65522,26291,34,0.028,4192,0.064,64,0.052,4127,0.063,41.8,0.197,0.061,0.055,0.081,0.14,0.098,0.098,0.126,0.144
530670105201,,2049,55506,24253,106,0.052,2704,0.049,81,0.04,2636,0.047,36.3,0.336,0.088,0.079,0.101,0.137,0.095,0.067,0.05,0.047
530330226064,,1430,110884,45845,112,0.078,7489,0.068,48,0.034,7086,0.064,43.5,0.153,0.039,0.045,0.072,0.112,0.117,0.101,0.143,0.219
530530715043,,869,94347,34694,16,0.018,7284,0.077,62,0.071,6784,0.072,38.8,0.411,0.114,0.095,0.11,0.126,0.062,0.035,0.032,0.014
530330293044,,989,92833,33342,35,0.035,5874,0.063,69,0.07,5879,0.063,45.1,0.179,0.069,0.08,0.12,0.165,0.126,0.09,0.106,0.066
530330319071,,756,70997,25136,28,0.037,4781,0.067,68,0.09,4764,0.067,41.9,0.154,0.061,0.076,0.102,0.157,0.136,0.091,0.122,0.1
530330239001,,2078,83679,36328,113,0.054,4017,0.048,31,0.015,4494,0.054,40.2,0.159,0.042,0.044,0.063,0.108,0.113,0.077,0.116,0.278
530330204012,,1120,80329,32576,35,0.031,4807,0.06,58,0.052,4208,0.052,48.4,0.248,0.063,0.062,0.086,0.145,0.111,0.083,0.106,0.096
530330229025,,1053,93534,35116,75,0.071,6190,0.066,104,0.099,6838,0.073,38.5,0.148,0.041,0.04,0.074,0.111,0.118,0.085,0.141,0.241
530330277024,,1151,3677,1681,15,0.013,61,0.017,61,0.053,141,0.038,61.1,0.18,0.105,0.084,0.077,0.106,0.155,0.04,0.109,0.142
530330075005,,1444,239744,124881,51,0.035,8327,0.035,23,0.016,6771,0.028,31.1,0.25,0.059,0.061,0.079,0.115,0.095,0.081,0.095,0.166
530330275003,,696,92234,33792,46,0.066,6683,0.072,27,0.039,6234,0.068,37.9,0.311,0.098,0.083,0.095,0.124,0.09,0.073,0.066,0.058
530530713063,,2746,73462,26259,211,0.077,4461,0.061,84,0.031,4718,0.064,41.3,0.307,0.094,0.104,0.123,0.158,0.083,0.056,0.054,0.021
530530731221,,2376,84285,27503,186,0.078,6427,0.076,150,0.063,6632,0.079,30.8,0.182,0.072,0.078,0.119,0.177,0.141,0.091,0.088,0.052
530330226034,,2158,112628,46398,320,0.148,7423,0.066,101,0.047,6283,0.056,32.3,0.157,0.046,0.048,0.068,0.123,0.119,0.106,0.136,0.197
530330303094,,2044,101406,36965,105,0.051,6606,0.065,41,0.02,6319,0.062,31.5,0.252,0.081,0.08,0.115,0.143,0.108,0.089,0.075,0.057
530330024003,,1407,183327,75445,91,0.065,9318,0.051,120,0.085,8638,0.047,39.2,0.257,0.065,0.06,0.076,0.112,0.091,0.07,0.104,0.165
530670118222,,741,17058,7285,10,0.013,879,0.052,37,0.05,1117,0.065,46.5,0.321,0.073,0.105,0.084,0.133,0.082,0.097,0.06,0.044
530530729051,,2240,24931,7268,374,0.167,3573,0.143,117,0.052,2604,0.104,23.3,0.285,0.137,0.076,0.13,0.168,0.07,0.039,0.064,0.031
530670113001,,1864,81959,33279,159,0.085,4806,0.059,177,0.095,5024,0.061,33.5,0.275,0.09,0.093,0.121,0.153,0.106,0.068,0.053,0.04
530330096004,,1248,86243,46367,43,0.034,3750,0.043,25,0.02,3348,0.039,48.9,0.245,0.055,0.06,0.07,0.113,0.097,0.08,0.116,0.164
530530721121,,2269,51175,19343,131,0.058,3301,0.065,142,0.063,3178,0.062,40,0.281,0.088,0.092,0.129,0.139,0.097,0.076,0.055,0.042
530330295042,,2220,105776,35140,180,0.081,7717,0.073,67,0.03,7741,0.073,35.4,0.284,0.078,0.079,0.112,0.134,0.106,0.074,0.074,0.058
530330323243,,1551,83641,32830,107,0.069,5814,0.07,69,0.044,6088,0.073,34.8,0.138,0.036,0.037,0.068,0.108,0.123,0.105,0.146,0.24
530330313012,,1211,11486,4172,80,0.066,565,0.049,49,0.04,817,0.071,50.6,0.221,0.071,0.071,0.071,0.123,0.134,0.09,0.12,0.099
530330043022,,1886,213828,92498,0,0,9988,0.047,0,0,9244,0.043,23.7,0.2,0.058,0.059,0.079,0.11,0.098,0.082,0.115,0.198
530330258051,,2998,95204,35695,295,0.098,6094,0.064,144,0.048,5908,0.062,33.8,0.205,0.075,0.084,0.122,0.163,0.118,0.079,0.093,0.061
530330327021,,1302,10886,4045,57,0.044,654,0.06,33,0.025,956,0.088,43.6,0.201,0.07,0.039,0.063,0.127,0.153,0.087,0.141,0.12
530330015001,,1519,125171,57549,81,0.053,7425,0.059,77,0.051,5589,0.045,42,0.196,0.061,0.057,0.095,0.126,0.111,0.09,0.103,0.162
530670119004,,1575,4232,1525,69,0.044,124,0.029,54,0.034,71,0.017,51.8,0.112,0.043,0.087,0.109,0.212,0.117,0.119,0.106,0.096
530670121004,,1528,23400,10540,54,0.035,776,0.033,72,0.047,1023,0.044,51.3,0.286,0.077,0.06,0.121,0.125,0.105,0.101,0.062,0.063
530670116223,,1402,54663,20983,133,0.095,3958,0.072,145,0.103,3655,0.067,31.1,0.232,0.089,0.081,0.135,0.182,0.113,0.072,0.062,0.033
530530733012,2,909,42506,15896,13,0.014,2855,0.067,21,0.023,2461,0.058,56.5,0.192,0.091,0.092,0.106,0.149,0.122,0.07,0.099,0.08
530530718034,3,660,97625,38336,52,0.079,7374,0.076,0,0,6287,0.064,42.3,0.359,0.099,0.1,0.109,0.127,0.081,0.058,0.039,0.027
530530714074,,2419,69710,22249,301,0.124,5463,0.078,290,0.12,6229,0.089,31,0.191,0.066,0.098,0.126,0.179,0.127,0.097,0.072,0.043
530330075002,,1740,230761,120627,160,0.092,7895,0.034,0,0,6635,0.029,29.4,0.252,0.059,0.058,0.079,0.114,0.095,0.081,0.097,0.166
530330033003,,2244,198744,90767,190,0.085,10752,0.054,120,0.053,8824,0.044,33.2,0.18,0.058,0.059,0.093,0.123,0.106,0.091,0.109,0.18
530330034001,,1271,253415,113005,70,0.055,12820,0.051,71,0.056,10280,0.041,36.6,0.203,0.06,0.06,0.092,0.12,0.104,0.086,0.11,0.166
530330206001,,934,98745,41077,100,0.107,5847,0.059,68,0.073,4907,0.05,40.1,0.266,0.065,0.068,0.084,0.147,0.107,0.074,0.098,0.091
530330305043,,1586,72151,25426,109,0.069,5410,0.075,170,0.107,5314,0.074,26.5,0.275,0.075,0.091,0.112,0.151,0.098,0.078,0.071,0.048
530670127301,,2561,6738,2156,129,0.05,301,0.045,136,0.053,402,0.06,32.7,0.217,0.164,0.07,0.112,0.167,0.105,0.064,0.077,0.026
530330103002,,1602,105897,38792,153,0.096,6017,0.057,45,0.028,6610,0.062,34.6,0.28,0.066,0.065,0.078,0.111,0.089,0.078,0.09,0.144
530330224002,,1398,97731,40113,118,0.084,6525,0.067,117,0.084,5289,0.054,38.7,0.157,0.051,0.05,0.071,0.12,0.115,0.111,0.135,0.189
530330022001,,1807,170571,70235,103,0.057,9353,0.055,110,0.061,8515,0.05,39.3,0.248,0.063,0.064,0.072,0.121,0.092,0.068,0.106,0.166
530670125204,,969,969,519,16,0.017,16,0.017,63,0.065,63,0.065,57.5,0.62,0,0,0.037,0.112,0.091,0.056,0.085,0
530330113003,,1152,125088,49583,31,0.027,8431,0.067,91,0.079,8642,0.069,32.7,0.286,0.079,0.069,0.093,0.128,0.103,0.079,0.079,0.084
530530715031,2,1458,80652,28830,116,0.08,5955,0.074,131,0.09,5652,0.07,33.4,0.362,0.114,0.111,0.116,0.141,0.063,0.039,0.039,0.015
530330302023,,1110,99968,35780,38,0.034,6614,0.066,56,0.05,7320,0.073,40.2,0.277,0.075,0.092,0.123,0.135,0.097,0.084,0.06,0.057
530330297005,,2119,108552,36430,127,0.06,8075,0.074,259,0.122,8226,0.076,30.8,0.297,0.078,0.077,0.113,0.134,0.102,0.075,0.072,0.052
530530635014,3,905,137762,50662,42,0.046,10343,0.075,82,0.091,9921,0.072,45.6,0.385,0.116,0.106,0.116,0.126,0.076,0.033,0.026,0.015
530330218041,,1681,63516,25417,128,0.076,4200,0.066,174,0.104,4184,0.066,40,0.184,0.061,0.062,0.093,0.124,0.116,0.098,0.14,0.123
530330236033,,1412,118150,48722,58,0.041,7214,0.061,85,0.06,6975,0.059,46.6,0.166,0.046,0.046,0.074,0.116,0.121,0.078,0.127,0.225
530330031003,,1347,169140,76624,118,0.088,9471,0.056,41,0.03,7719,0.046,42.1,0.169,0.059,0.055,0.095,0.124,0.111,0.092,0.109,0.185
530330073001,,3326,256097,131963,46,0.014,8763,0.034,0,0,6916,0.027,29.2,0.252,0.059,0.062,0.079,0.115,0.095,0.081,0.095,0.163
530330321031,,923,50181,19779,15,0.016,3276,0.065,0,0,3112,0.062,46.3,0.153,0.043,0.05,0.076,0.12,0.106,0.092,0.12,0.24
530330002002,,1146,161095,69130,103,0.09,9480,0.059,45,0.039,7560,0.047,39.8,0.254,0.068,0.067,0.081,0.127,0.103,0.071,0.101,0.128
530330225001,,1865,103911,43521,264,0.142,6895,0.066,110,0.059,5813,0.056,37.7,0.159,0.042,0.046,0.071,0.123,0.114,0.106,0.134,0.205
530330211001,,1453,134222,57171,70,0.048,7805,0.058,142,0.098,6533,0.049,42.2,0.275,0.072,0.069,0.082,0.141,0.103,0.066,0.095,0.097
530530631003,,773,127973,46768,52,0.067,9750,0.076,69,0.089,9762,0.076,33.3,0.387,0.116,0.104,0.114,0.13,0.077,0.034,0.024,0.014
530530724062,,1684,25031,9535,147,0.087,1220,0.049,35,0.021,1330,0.053,37.5,0.201,0.057,0.059,0.089,0.15,0.141,0.085,0.092,0.126
530330307002,,1831,73306,26086,143,0.078,5392,0.074,117,0.064,5352,0.073,31.8,0.285,0.087,0.092,0.123,0.14,0.089,0.072,0.067,0.045
530330222012,,887,99680,40383,51,0.057,6192,0.062,57,0.064,5900,0.059,41.9,0.171,0.054,0.054,0.079,0.128,0.115,0.101,0.13,0.169
530670114201,,1889,72242,28216,55,0.029,4603,0.064,71,0.038,4632,0.064,38.5,0.239,0.09,0.095,0.127,0.178,0.111,0.068,0.056,0.035
530330012004,,1716,204406,87452,155,0.09,11574,0.057,92,0.054,10141,0.05,32.1,0.24,0.063,0.064,0.085,0.117,0.101,0.076,0.106,0.148
530330323211,,1100,69578,27296,41,0.037,4676,0.067,144,0.131,4603,0.066,41.9,0.142,0.049,0.049,0.061,0.119,0.128,0.085,0.134,0.234
530530702051,,2589,20577,7422,155,0.06,1508,0.073,129,0.05,1404,0.068,35.8,0.212,0.088,0.078,0.118,0.132,0.136,0.091,0.095,0.05
530330313021,,1002,14953,6213,56,0.056,623,0.042,94,0.094,1017,0.068,43.9,0.297,0.091,0.111,0.096,0.117,0.104,0.057,0.085,0.042
530330268014,,1646,108674,42045,144,0.087,7513,0.069,77,0.047,8013,0.074,30.9,0.31,0.088,0.073,0.094,0.126,0.093,0.073,0.071,0.072
530330293071,,1136,96930,33950,53,0.047,6242,0.064,26,0.023,6153,0.063,40,0.193,0.071,0.078,0.12,0.151,0.126,0.088,0.099,0.074
530330323231,,1681,65778,25510,93,0.055,4337,0.066,104,0.062,4993,0.076,35.3,0.142,0.036,0.041,0.06,0.105,0.125,0.097,0.142,0.252
530330229024,,1585,89178,34314,68,0.043,5595,0.063,113,0.071,6724,0.075,34.8,0.151,0.036,0.037,0.07,0.107,0.114,0.094,0.141,0.249
530330076002,,1797,237009,122281,78,0.043,7863,0.033,0,0,6464,0.027,32.5,0.264,0.058,0.058,0.077,0.113,0.092,0.079,0.095,0.164
530330078003,,1164,189356,98318,30,0.026,6399,0.034,109,0.094,5530,0.029,47.4,0.255,0.056,0.057,0.077,0.108,0.096,0.08,0.1,0.171
530530632002,,1725,124994,45455,52,0.03,8966,0.072,111,0.064,9530,0.076,34.7,0.373,0.111,0.102,0.119,0.132,0.079,0.038,0.03,0.017
530330319075,,1227,63759,22499,29,0.024,4028,0.063,80,0.065,3998,0.063,35.8,0.149,0.065,0.075,0.106,0.155,0.138,0.096,0.113,0.103
530330315013,,1203,2505,920,111,0.092,207,0.083,72,0.06,213,0.085,34.3,0.204,0.101,0.046,0.097,0.112,0.103,0.141,0.121,0.075
530530725041,,2216,17696,6083,127,0.057,848,0.048,102,0.046,934,0.053,45.8,0.148,0.064,0.074,0.078,0.133,0.117,0.073,0.12,0.192
530530610021,,1086,105387,43969,30,0.028,6529,0.062,48,0.044,6279,0.06,55.1,0.297,0.083,0.08,0.102,0.141,0.098,0.062,0.067,0.071
530330293041,,1325,92182,33431,60,0.045,6279,0.068,27,0.02,5836,0.063,43.7,0.191,0.069,0.082,0.119,0.163,0.123,0.086,0.105,0.063
530330067001,,3219,285212,144770,114,0.035,9742,0.034,0,0,7854,0.028,29.4,0.25,0.06,0.061,0.079,0.115,0.097,0.08,0.095,0.162
530530715033,,1314,69165,24371,26,0.02,4786,0.069,18,0.014,4808,0.07,42.1,0.35,0.103,0.099,0.117,0.152,0.069,0.045,0.047,0.018
530330298023,,2088,91856,33147,61,0.029,5808,0.063,218,0.104,6738,0.073,40.7,0.292,0.071,0.083,0.129,0.132,0.092,0.08,0.065,0.056
530330297003,,1740,98767,33690,131,0.075,7107,0.072,170,0.098,7358,0.074,33.8,0.324,0.086,0.08,0.123,0.127,0.095,0.062,0.059,0.045
530330322131,,1091,60909,21509,97,0.089,4358,0.072,74,0.068,5274,0.087,40.6,0.096,0.032,0.034,0.049,0.101,0.093,0.112,0.148,0.335
530530702071,,818,15386,5936,0,0,912,0.059,34,0.042,994,0.065,49.9,0.282,0.086,0.096,0.093,0.115,0.118,0.074,0.1,0.036
530530713101,,2306,70777,24526,150,0.065,4779,0.068,147,0.064,4800,0.068,32.8,0.192,0.085,0.092,0.116,0.176,0.132,0.082,0.076,0.049
530530628013,,2014,132213,52309,250,0.124,9038,0.068,165,0.082,8098,0.061,25.8,0.334,0.097,0.091,0.108,0.135,0.095,0.053,0.05,0.036
530330250011,,985,92948,34982,85,0.086,5192,0.056,54,0.055,5953,0.064,40.8,0.171,0.054,0.056,0.088,0.129,0.113,0.076,0.12,0.192
530530605001,,875,80634,35167,35,0.04,4028,0.05,72,0.082,4504,0.056,50.7,0.318,0.086,0.068,0.099,0.131,0.098,0.066,0.075,0.059
530530713072,,965,72396,25846,88,0.091,4580,0.063,22,0.023,4770,0.066,39.9,0.244,0.086,0.075,0.122,0.143,0.123,0.079,0.081,0.048
530330014002,,1639,180759,79791,51,0.031,10725,0.059,89,0.054,8542,0.047,32.7,0.22,0.063,0.061,0.09,0.125,0.104,0.084,0.107,0.146
530330251021,,1469,77702,28249,69,0.047,4920,0.063,196,0.133,5425,0.07,34,0.179,0.056,0.063,0.091,0.141,0.114,0.078,0.116,0.164
530330101005,,2395,124447,48336,183,0.076,6333,0.051,117,0.049,6505,0.052,39.8,0.294,0.063,0.058,0.075,0.107,0.09,0.076,0.093,0.144
530530606005,,550,95592,40873,0,0,5138,0.054,63,0.115,5568,0.058,40.5,0.354,0.088,0.069,0.098,0.132,0.09,0.058,0.064,0.046
530330300062,,2160,102549,37060,99,0.046,6645,0.065,122,0.056,7223,0.07,43.6,0.269,0.073,0.086,0.124,0.141,0.1,0.084,0.068,0.055
530670119003,,2059,12005,4561,180,0.087,582,0.048,188,0.091,557,0.046,41.1,0.218,0.054,0.038,0.077,0.127,0.127,0.091,0.081,0.185
530530726023,,1170,3217,1234,35,0.03,276,0.086,90,0.077,317,0.099,56.4,0.272,0.091,0.134,0.207,0.137,0.045,0.053,0.041,0.019
530330303062,,946,56155,20014,31,0.033,3632,0.065,41,0.043,3589,0.064,51.2,0.199,0.089,0.072,0.099,0.152,0.132,0.095,0.09,0.072
530330226053,,2121,104900,43134,80,0.038,7126,0.068,238,0.112,6920,0.066,29.3,0.155,0.039,0.043,0.072,0.112,0.118,0.099,0.14,0.221
530330275002,,1156,102208,37607,38,0.033,7541,0.074,133,0.115,7508,0.073,46,0.324,0.097,0.084,0.096,0.124,0.087,0.072,0.063,0.052
530530625004,,621,125929,46220,38,0.061,9116,0.072,36,0.058,9182,0.073,45.8,0.388,0.11,0.1,0.113,0.13,0.079,0.037,0.026,0.016
530330064003,,1295,263976,133485,79,0.061,8975,0.034,64,0.049,7462,0.028,44.7,0.259,0.057,0.058,0.078,0.114,0.093,0.08,0.095,0.166
530530628023,,922,121022,46802,47,0.051,9172,0.076,30,0.033,8015,0.066,41.2,0.365,0.108,0.103,0.112,0.123,0.078,0.05,0.034,0.027
530330222031,,1822,101020,41286,179,0.098,6399,0.063,184,0.101,5696,0.056,35.8,0.156,0.055,0.052,0.072,0.123,0.114,0.1,0.132,0.197
530330292041,,2833,104448,35904,264,0.093,7224,0.069,186,0.066,7194,0.069,28.5,0.283,0.081,0.084,0.124,0.132,0.103,0.074,0.073,0.046
530530731251,,5946,64972,20486,411,0.069,5176,0.08,577,0.097,5503,0.085,32.9,0.18,0.073,0.082,0.111,0.18,0.144,0.095,0.084,0.051
530330096005,,1353,102280,56233,21,0.016,3920,0.038,22,0.016,3521,0.034,56.6,0.243,0.057,0.06,0.069,0.116,0.094,0.082,0.111,0.168
530330019002,,1632,250168,105773,144,0.088,13056,0.052,91,0.056,11799,0.047,35,0.256,0.064,0.061,0.084,0.114,0.096,0.073,0.1,0.152
530330112001,,987,146363,54606,63,0.064,9904,0.068,137,0.139,10110,0.069,35.1,0.313,0.079,0.073,0.09,0.124,0.096,0.076,0.075,0.073
530330222023,,1243,96230,38356,96,0.077,6326,0.066,42,0.034,5829,0.061,46.4,0.166,0.052,0.058,0.079,0.128,0.116,0.102,0.132,0.168
530330316041,,3121,49220,16966,222,0.071,3349,0.068,367,0.118,4699,0.095,36.4,0.132,0.038,0.049,0.089,0.165,0.151,0.114,0.145,0.119
530330030004,,1652,183429,82798,41,0.025,10228,0.056,150,0.091,8346,0.045,34.6,0.177,0.06,0.057,0.095,0.127,0.108,0.088,0.109,0.179
530530717073,,802,99835,36490,16,0.02,7824,0.078,92,0.115,7102,0.071,32.9,0.408,0.114,0.108,0.111,0.125,0.057,0.035,0.03,0.012
530530721112,,1056,38637,13988,69,0.065,2627,0.068,82,0.078,2590,0.067,39.4,0.24,0.095,0.1,0.148,0.14,0.102,0.086,0.056,0.035
530330220053,,1429,102071,41329,98,0.069,6874,0.067,99,0.069,5994,0.059,34.4,0.155,0.05,0.053,0.075,0.125,0.117,0.106,0.132,0.187
530330241002,,883,69562,31628,24,0.027,3423,0.049,46,0.052,3494,0.05,51.3,0.156,0.042,0.042,0.052,0.097,0.098,0.084,0.121,0.309
530330304013,,1465,78993,28429,118,0.081,5540,0.07,136,0.093,5033,0.064,35.7,0.261,0.08,0.087,0.123,0.14,0.1,0.076,0.081,0.051
530330032002,,1360,165080,75640,67,0.049,9283,0.056,0,0,7659,0.046,35,0.159,0.061,0.058,0.097,0.123,0.109,0.096,0.111,0.187
530330066002,,2437,292857,147021,99,0.041,10271,0.035,27,0.011,8663,0.03,30.4,0.249,0.057,0.062,0.077,0.114,0.096,0.08,0.097,0.168
530330233003,,1858,103359,41299,92,0.05,6178,0.06,92,0.05,6242,0.06,47,0.169,0.051,0.051,0.079,0.116,0.116,0.075,0.131,0.211
530530625005,,1508,135279,50228,80,0.053,9827,0.073,175,0.116,9826,0.073,29.3,0.382,0.109,0.102,0.112,0.128,0.082,0.04,0.026,0.018
530330284022,,1304,84578,30201,100,0.077,6301,0.074,8,0.006,5295,0.063,42.3,0.313,0.116,0.085,0.1,0.133,0.095,0.063,0.052,0.044
530330097024,,1112,69469,31386,92,0.083,4565,0.066,198,0.178,4148,0.06,41.2,0.193,0.062,0.058,0.09,0.11,0.111,0.08,0.135,0.16
530530702041,,1719,37642,12519,208,0.121,2767,0.074,106,0.062,2973,0.079,32,0.143,0.075,0.068,0.101,0.163,0.172,0.114,0.102,0.063
530330317053,,1821,49304,17473,154,0.085,2858,0.058,124,0.068,3517,0.071,38.4,0.148,0.049,0.062,0.086,0.178,0.135,0.108,0.112,0.122
530530703091,,1402,30291,10346,131,0.093,2127,0.07,37,0.026,2526,0.083,36.5,0.149,0.056,0.087,0.098,0.16,0.139,0.091,0.115,0.106
530530730013,,1420,5125,1976,110,0.077,356,0.069,132,0.093,359,0.07,38.7,0.262,0.063,0.143,0.105,0.128,0.073,0.094,0.101,0.031
530530721084,,992,51845,20295,0,0,3431,0.066,95,0.096,3581,0.069,32.2,0.343,0.091,0.088,0.126,0.126,0.087,0.063,0.04,0.035
530330068001,,1503,276087,141624,46,0.031,9536,0.035,166,0.11,7331,0.027,37.1,0.238,0.06,0.062,0.084,0.117,0.099,0.081,0.097,0.162
530670116102,,1347,77734,29794,149,0.111,5311,0.068,38,0.028,5344,0.069,53.6,0.264,0.09,0.095,0.128,0.167,0.106,0.068,0.056,0.026
530670118212,,1643,12073,4756,49,0.03,541,0.045,30,0.018,711,0.059,48.9,0.208,0.053,0.1,0.109,0.146,0.122,0.061,0.133,0.067
530330205006,,705,100095,41276,28,0.04,5951,0.059,14,0.02,5038,0.05,43.5,0.257,0.064,0.068,0.084,0.144,0.107,0.077,0.103,0.096
530330317034,,1301,85936,28214,38,0.029,5970,0.069,113,0.087,6398,0.074,48,0.228,0.074,0.072,0.094,0.145,0.128,0.089,0.089,0.081
530530635022,,2189,120499,42754,211,0.096,9331,0.077,190,0.087,8629,0.072,39.3,0.371,0.113,0.11,0.118,0.129,0.078,0.036,0.028,0.017
530330243005,,1420,106379,43106,87,0.061,5690,0.053,122,0.086,6095,0.057,45.6,0.226,0.049,0.045,0.072,0.101,0.097,0.08,0.106,0.225
530330288011,,1253,71600,26421,114,0.091,4767,0.067,72,0.057,4925,0.069,53.3,0.279,0.098,0.088,0.107,0.129,0.109,0.067,0.067,0.055
530530623001,,1465,96381,35732,135,0.092,5979,0.062,59,0.04,6594,0.068,34.5,0.382,0.094,0.096,0.111,0.138,0.084,0.038,0.033,0.023
530330080013,,1515,222222,120422,13,0.009,7797,0.035,0,0,5755,0.026,32.4,0.236,0.058,0.063,0.081,0.118,0.098,0.083,0.103,0.16
530330032004,,1437,141644,64908,100,0.07,8022,0.057,0,0,6610,0.047,35.2,0.154,0.06,0.06,0.095,0.122,0.111,0.097,0.11,0.19
530330323202,,1515,48503,17772,48,0.032,3391,0.07,151,0.1,3396,0.07,45,0.146,0.053,0.042,0.063,0.12,0.126,0.08,0.133,0.235
530330095001,,1946,164105,78705,111,0.057,6500,0.04,163,0.084,6113,0.037,44.2,0.298,0.061,0.062,0.082,0.107,0.088,0.076,0.087,0.14
530330298022,,1014,97430,35408,44,0.043,6072,0.062,37,0.036,7466,0.077,40.1,0.285,0.077,0.087,0.124,0.134,0.097,0.076,0.063,0.056
530330006001,,1180,164046,70644,19,0.016,9830,0.06,34,0.029,7685,0.047,52.6,0.255,0.069,0.066,0.086,0.128,0.106,0.074,0.101,0.114
530330056003,,1044,109057,56099,14,0.013,4964,0.046,51,0.049,3722,0.034,56,0.156,0.062,0.06,0.083,0.138,0.113,0.096,0.107,0.185
530330050003,,1608,307863,146108,56,0.035,14377,0.047,21,0.013,11491,0.037,30.9,0.205,0.057,0.059,0.085,0.123,0.106,0.085,0.109,0.17
530330041003,,1477,145736,58468,91,0.062,6605,0.045,119,0.081,6913,0.047,47.1,0.222,0.053,0.053,0.071,0.102,0.086,0.071,0.111,0.231
530330322111,,1846,70381,24994,73,0.04,4845,0.069,161,0.087,5804,0.082,41.8,0.1,0.03,0.032,0.048,0.099,0.106,0.111,0.14,0.334
530530628011,4,1699,143376,59266,189,0.111,8820,0.062,187,0.11,8896,0.062,31.8,0.343,0.098,0.088,0.107,0.13,0.095,0.051,0.052,0.036
530670118102,,1388,1388,571,26,0.019,26,0.019,99,0.071,99,0.071,50.5,0.194,0.058,0.018,0.135,0.089,0.06,0.205,0.184,0.058
530330249031,,1774,70819,25692,36,0.02,3978,0.056,104,0.059,4463,0.063,43.3,0.124,0.047,0.038,0.073,0.106,0.1,0.086,0.151,0.274
530330052004,,1628,291898,134466,112,0.069,13611,0.047,56,0.034,11759,0.04,30.8,0.196,0.056,0.059,0.084,0.119,0.106,0.086,0.108,0.185
