Block Group ID,Average Block Group Score,Population,Population: 3 Miles,Households: 3 Miles,Kids under 5,Percent Kids under 5,Kids under 5: 3 Miles,Percent Kids under 5: 3 Miles,Kids 5 to 9,Percent Kids 5 to 9,Kids 5 to 9: 3 Miles,Percent Kids 5 to 9: 3 Miles,Average Age,Household income under 40K: 3 Mile,Household income 40K to 50K: 3 Mile,Household income 50K to 60K: 3 Mile,Household income 60K to 75K: 3 Mile,Household income 75K to 100K: 3 Mile,Household income 100K to 125K: 3 Mile,Household income 125K to 150K: 3 Mile,Household income 150K to 200K: 3 Mile,Household income 200K+: 3 Mile
530530606006,,964,104073,44409,84,0.087,5657,0.054,23,0.024,6169,0.059,34.9,0.357,0.092,0.072,0.101,0.129,0.09,0.056,0.06,0.043
530530703081,,2273,42705,15067,152,0.067,2729,0.064,140,0.062,3315,0.078,29.8,0.182,0.07,0.082,0.101,0.154,0.146,0.085,0.1,0.081
530330033004,,1576,178249,81308,137,0.087,10039,0.056,0,0,8102,0.045,34.1,0.163,0.057,0.058,0.093,0.125,0.109,0.094,0.113,0.188
530330100012,,1333,139085,57156,50,0.038,6990,0.05,45,0.034,6885,0.05,38.3,0.316,0.067,0.066,0.082,0.109,0.087,0.072,0.083,0.118
530670105202,,2145,56867,25023,223,0.104,2656,0.047,80,0.037,2625,0.046,25.6,0.339,0.088,0.079,0.1,0.133,0.098,0.067,0.051,0.046
530330303092,,1481,103721,37544,174,0.117,6627,0.064,148,0.1,6751,0.065,31.2,0.247,0.082,0.081,0.118,0.147,0.108,0.087,0.076,0.055
530330262002,,1495,96565,34636,154,0.103,6581,0.068,87,0.058,5644,0.058,33.6,0.307,0.099,0.088,0.096,0.132,0.11,0.06,0.064,0.045
530330290033,,1697,89350,32535,113,0.067,5790,0.065,166,0.098,6682,0.075,32.4,0.289,0.083,0.09,0.125,0.124,0.101,0.071,0.063,0.055
530330106002,,1223,100119,44462,104,0.085,6248,0.062,13,0.011,6051,0.06,39.7,0.22,0.069,0.062,0.092,0.114,0.109,0.08,0.117,0.138
530530732003,4,1547,1547,580,106,0.069,106,0.069,72,0.047,72,0.047,41.2,0.248,0.067,0.045,0.112,0.241,0.109,0.124,0.034,0.019
530330314001,,1197,16115,6627,47,0.039,704,0.044,133,0.111,1139,0.071,36.5,0.285,0.088,0.119,0.099,0.121,0.094,0.056,0.093,0.044
530530716024,,1286,89520,32641,162,0.126,6106,0.068,74,0.058,5900,0.066,26.5,0.37,0.111,0.107,0.113,0.14,0.066,0.039,0.037,0.016
530330249012,,1891,88382,32679,92,0.049,4944,0.056,97,0.051,5367,0.061,48.4,0.135,0.048,0.041,0.072,0.105,0.098,0.082,0.139,0.281
530330308013,,3059,62771,22794,164,0.054,4675,0.074,387,0.127,4675,0.074,35.9,0.259,0.093,0.097,0.124,0.13,0.102,0.069,0.076,0.051
530330294031,,2240,103812,35395,115,0.051,7247,0.07,92,0.041,6869,0.066,39.8,0.27,0.075,0.078,0.124,0.142,0.103,0.075,0.078,0.055
530330320073,,752,49727,17399,16,0.021,3172,0.064,52,0.069,4461,0.09,40.2,0.144,0.042,0.051,0.096,0.175,0.145,0.113,0.13,0.104
530330025002,,1471,217542,91927,96,0.065,11004,0.051,107,0.073,9964,0.046,41,0.232,0.064,0.059,0.08,0.112,0.093,0.078,0.106,0.175
530330290042,,2141,90366,32698,397,0.185,6054,0.067,238,0.111,6973,0.077,20.1,0.297,0.084,0.088,0.127,0.121,0.1,0.069,0.063,0.05
530330213002,,1375,134697,56567,94,0.068,8082,0.06,57,0.041,6835,0.051,37.7,0.259,0.072,0.071,0.084,0.134,0.101,0.075,0.1,0.104
530330032003,,1316,152181,69901,51,0.039,8364,0.055,0,0,7201,0.047,32.1,0.152,0.061,0.059,0.095,0.125,0.108,0.099,0.11,0.193
530330104013,,1333,108666,40528,21,0.016,6166,0.057,39,0.029,6726,0.062,49.9,0.315,0.073,0.071,0.082,0.113,0.089,0.073,0.084,0.1
530330119004,,1847,104138,36875,108,0.058,6726,0.065,27,0.015,6485,0.062,38.6,0.297,0.087,0.087,0.089,0.135,0.108,0.063,0.071,0.062
530330257021,,1394,109302,41222,66,0.047,7318,0.067,86,0.062,7147,0.065,36.9,0.215,0.074,0.079,0.113,0.152,0.119,0.075,0.098,0.075
530530603002,,1572,48913,20728,126,0.08,2472,0.051,67,0.043,2688,0.055,40.6,0.238,0.072,0.064,0.105,0.137,0.109,0.082,0.095,0.097
530330079002,,1328,216813,113806,113,0.085,7053,0.033,89,0.067,6115,0.028,30.9,0.255,0.057,0.059,0.077,0.115,0.095,0.081,0.097,0.165
530330296011,,1801,103360,34549,87,0.048,7843,0.076,186,0.103,7494,0.073,29.8,0.285,0.078,0.076,0.108,0.136,0.105,0.081,0.073,0.058
530330056001,,1711,121860,58714,169,0.099,6341,0.052,155,0.091,5133,0.042,42.9,0.158,0.066,0.063,0.089,0.132,0.109,0.094,0.104,0.185
530330265001,,1152,135250,50185,109,0.095,9187,0.068,100,0.087,9427,0.07,31.3,0.308,0.081,0.069,0.091,0.129,0.098,0.079,0.075,0.071
530330323192,,1913,54779,20936,191,0.1,3644,0.067,116,0.061,3649,0.067,37.6,0.161,0.059,0.053,0.078,0.123,0.124,0.087,0.133,0.182
530330002004,,1011,157839,67300,64,0.063,9203,0.058,31,0.031,7471,0.047,47.1,0.254,0.069,0.067,0.086,0.133,0.107,0.07,0.103,0.112
530330277012,,650,2915,1277,44,0.068,127,0.044,77,0.118,250,0.086,42.6,0.386,0.067,0.034,0.049,0.044,0.049,0.1,0.17,0.101
530330317063,,2234,57445,19486,169,0.076,3610,0.063,140,0.063,4082,0.071,34.8,0.158,0.059,0.065,0.085,0.168,0.139,0.103,0.113,0.11
530330040001,,2245,114197,44519,115,0.051,6015,0.053,85,0.038,6318,0.055,33.1,0.185,0.045,0.049,0.063,0.107,0.095,0.084,0.124,0.248
530330229023,,891,97391,38637,13,0.015,6225,0.064,131,0.147,6997,0.072,42.1,0.161,0.036,0.041,0.076,0.12,0.123,0.092,0.136,0.214
530530724084,,1533,39265,17036,58,0.038,2286,0.058,91,0.059,2155,0.055,45.9,0.307,0.073,0.077,0.105,0.132,0.097,0.056,0.06,0.092
530330053023,,1829,236965,109348,0,0,10032,0.042,0,0,9102,0.038,19.2,0.217,0.056,0.058,0.078,0.113,0.099,0.078,0.111,0.189
530530620003,,1028,101712,38753,35,0.034,5995,0.059,142,0.138,6819,0.067,30.5,0.383,0.098,0.091,0.11,0.137,0.085,0.038,0.035,0.023
530330099003,,1791,97905,43269,214,0.119,5778,0.059,100,0.056,5827,0.06,35,0.217,0.067,0.062,0.092,0.119,0.109,0.08,0.117,0.137
530530714104,,3545,52943,18179,263,0.074,3581,0.068,570,0.161,4426,0.084,33.3,0.245,0.075,0.1,0.133,0.186,0.086,0.088,0.056,0.032
530330314005,,1126,16025,6738,0,0,634,0.04,75,0.067,1044,0.065,42.8,0.299,0.091,0.108,0.097,0.116,0.103,0.054,0.089,0.043
530330280003,,1006,103193,37423,90,0.089,7185,0.07,55,0.055,6626,0.064,36.5,0.311,0.099,0.083,0.092,0.13,0.099,0.071,0.063,0.053
530330111022,,1486,101856,36402,75,0.05,5931,0.058,62,0.042,6544,0.064,30.4,0.274,0.064,0.069,0.076,0.109,0.095,0.077,0.096,0.14
530330012001,,1218,208300,88028,28,0.023,11232,0.054,90,0.074,9769,0.047,42.7,0.259,0.065,0.063,0.081,0.119,0.097,0.071,0.103,0.143
530330026002,,1621,231767,98408,152,0.094,11762,0.051,102,0.063,10740,0.046,39.1,0.233,0.065,0.058,0.084,0.112,0.097,0.076,0.105,0.168
530330210002,,1243,149810,64866,93,0.075,8614,0.057,50,0.04,6763,0.045,52.4,0.272,0.071,0.069,0.091,0.14,0.102,0.068,0.095,0.093
530530712064,,2497,84008,31024,147,0.059,4948,0.059,114,0.046,4758,0.057,37.8,0.248,0.092,0.071,0.12,0.142,0.123,0.071,0.084,0.049
530330303083,,1726,101873,36943,156,0.09,6659,0.065,79,0.046,6487,0.064,36.6,0.253,0.079,0.08,0.119,0.142,0.107,0.089,0.076,0.055
530530633002,,2575,92869,32979,186,0.072,6428,0.069,147,0.057,6712,0.072,35.5,0.355,0.102,0.104,0.108,0.138,0.088,0.041,0.038,0.026
530539400012,,1161,34102,13607,23,0.02,1942,0.057,64,0.055,2021,0.059,52.2,0.192,0.065,0.057,0.086,0.145,0.108,0.101,0.119,0.127
530330100022,,1729,166024,78459,127,0.073,6775,0.041,51,0.029,6235,0.038,30.5,0.313,0.064,0.059,0.084,0.105,0.09,0.075,0.082,0.128
530530714092,,1084,55152,19092,38,0.035,3553,0.064,94,0.087,4118,0.075,38.8,0.261,0.071,0.106,0.124,0.184,0.083,0.079,0.061,0.03
530330258041,,1474,112455,43089,72,0.049,7431,0.066,160,0.109,7331,0.065,36.4,0.222,0.073,0.083,0.115,0.146,0.121,0.073,0.098,0.069
530670105203,,584,64096,27607,0,0,3116,0.049,22,0.038,3159,0.049,57.8,0.325,0.088,0.079,0.097,0.142,0.101,0.068,0.051,0.049
530330228013,,1278,129924,55041,85,0.067,7892,0.061,49,0.038,7485,0.058,48.3,0.164,0.043,0.04,0.071,0.114,0.123,0.089,0.134,0.221
530330203001,,1499,71458,28997,68,0.045,4204,0.059,58,0.039,3839,0.054,39.8,0.253,0.062,0.053,0.087,0.143,0.115,0.081,0.108,0.098
530330086003,,1317,208259,110717,0,0,7386,0.035,18,0.014,6261,0.03,30.5,0.258,0.059,0.058,0.078,0.115,0.096,0.081,0.096,0.159
530530703152,,2613,49184,17712,339,0.13,3911,0.08,259,0.099,3693,0.075,33.3,0.227,0.082,0.092,0.112,0.121,0.111,0.083,0.093,0.078
530330026001,,1134,230634,97033,102,0.09,11632,0.05,70,0.062,10772,0.047,39.7,0.241,0.065,0.061,0.084,0.112,0.096,0.074,0.105,0.161
530330116001,,1667,104391,44971,151,0.091,6893,0.066,154,0.092,6731,0.064,41.1,0.231,0.07,0.066,0.089,0.116,0.109,0.081,0.112,0.127
530530605002,,973,90027,38612,77,0.079,4745,0.053,98,0.101,4944,0.055,43.2,0.327,0.087,0.072,0.099,0.132,0.095,0.064,0.07,0.056
530330070003,,1811,248225,131512,26,0.014,8718,0.035,55,0.03,6488,0.026,33,0.239,0.059,0.062,0.081,0.116,0.099,0.082,0.099,0.163
530330276001,,1580,99146,37774,179,0.113,6788,0.068,120,0.076,7071,0.071,31.7,0.311,0.091,0.081,0.096,0.125,0.089,0.075,0.067,0.065
530330291023,,1140,95896,34702,22,0.019,6480,0.068,95,0.083,7214,0.075,40.5,0.318,0.089,0.084,0.131,0.126,0.09,0.061,0.057,0.045
530530715052,,1016,75875,27102,63,0.062,4818,0.063,51,0.05,5225,0.069,37.4,0.326,0.104,0.107,0.122,0.154,0.075,0.047,0.046,0.018
530330219031,,1931,108941,43947,54,0.028,7099,0.065,95,0.049,6645,0.061,38.6,0.154,0.049,0.052,0.076,0.126,0.118,0.107,0.134,0.183
530330060001,,1796,305959,154440,66,0.037,11363,0.037,23,0.013,8888,0.029,37,0.234,0.059,0.061,0.083,0.119,0.098,0.082,0.098,0.166
530530620001,,821,90067,34433,118,0.144,5288,0.059,49,0.06,5973,0.066,37.4,0.377,0.095,0.086,0.109,0.135,0.093,0.04,0.04,0.025
530530723122,,1485,111438,44082,110,0.074,8270,0.074,80,0.054,6872,0.062,30,0.348,0.097,0.101,0.114,0.132,0.08,0.053,0.039,0.036
530330228021,,1829,101303,41158,129,0.071,7025,0.069,108,0.059,6835,0.067,30.6,0.15,0.038,0.043,0.071,0.111,0.117,0.105,0.146,0.218
530530714091,,1384,55348,19128,144,0.104,3651,0.066,116,0.084,3914,0.071,32.3,0.265,0.071,0.107,0.125,0.184,0.081,0.077,0.062,0.028
530330294062,,3077,104222,34051,286,0.093,7102,0.068,142,0.046,7064,0.068,36.7,0.241,0.072,0.076,0.111,0.138,0.113,0.086,0.089,0.074
530530734071,,1044,57735,22292,41,0.039,3343,0.058,52,0.05,3002,0.052,35.6,0.246,0.086,0.089,0.117,0.144,0.117,0.06,0.09,0.052
530530609053,,1298,90546,37934,167,0.129,5696,0.063,71,0.055,5393,0.06,30.8,0.283,0.081,0.078,0.099,0.141,0.103,0.068,0.071,0.077
530330289023,,1415,87715,31797,41,0.029,5556,0.063,46,0.033,6421,0.073,37.9,0.301,0.092,0.089,0.122,0.129,0.097,0.061,0.06,0.05
530530608001,,827,91112,39950,9,0.011,4904,0.054,97,0.117,5020,0.055,42.2,0.329,0.087,0.072,0.1,0.129,0.097,0.062,0.067,0.057
530530634003,,952,113609,40236,0,0,8442,0.074,85,0.089,8103,0.071,42.6,0.367,0.111,0.111,0.118,0.13,0.078,0.036,0.03,0.018
530330109002,,443,157007,62279,0,0,9595,0.061,0,0,9661,0.062,48.5,0.284,0.075,0.071,0.093,0.118,0.095,0.076,0.093,0.094
530330059001,,2236,245383,119315,120,0.054,10777,0.044,0,0,8614,0.035,24.7,0.192,0.058,0.059,0.083,0.122,0.107,0.09,0.111,0.178
530330205004,,953,117342,49057,89,0.093,6820,0.058,38,0.04,5795,0.049,43.7,0.266,0.073,0.069,0.084,0.142,0.103,0.071,0.099,0.093
530330106004,,1222,99088,43789,97,0.079,6314,0.064,57,0.047,6300,0.064,40.1,0.224,0.069,0.063,0.092,0.115,0.109,0.08,0.115,0.133
530330116006,,1034,96632,42014,46,0.044,6329,0.065,85,0.082,6125,0.063,48.1,0.225,0.07,0.062,0.091,0.114,0.109,0.082,0.115,0.132
530530723131,,1918,113595,45835,73,0.038,8201,0.072,154,0.08,6860,0.06,42.4,0.342,0.104,0.096,0.111,0.133,0.083,0.053,0.039,0.038
530330107022,,1740,112036,48332,108,0.062,7057,0.063,159,0.091,7233,0.065,26.7,0.234,0.07,0.067,0.089,0.116,0.108,0.079,0.112,0.125
530330031005,,1428,116997,53146,137,0.096,6846,0.059,95,0.067,5531,0.047,39.8,0.169,0.061,0.053,0.099,0.126,0.114,0.094,0.108,0.175
530330081001,,2069,220482,118218,27,0.013,7768,0.035,9,0.004,6552,0.03,39.2,0.244,0.058,0.063,0.08,0.116,0.097,0.08,0.1,0.163
530330322132,,1265,56160,19840,61,0.048,4026,0.072,121,0.096,4884,0.087,42.1,0.097,0.03,0.034,0.049,0.104,0.094,0.109,0.146,0.337
530330098004,,1550,79718,35826,37,0.024,4751,0.06,99,0.064,4702,0.059,45.2,0.196,0.066,0.061,0.09,0.114,0.112,0.082,0.127,0.153
530330316042,,984,44430,15265,57,0.058,3111,0.07,148,0.15,4498,0.101,35.4,0.133,0.033,0.043,0.089,0.174,0.145,0.12,0.147,0.116
530330008001,,1248,149737,63058,47,0.038,8651,0.058,73,0.058,7910,0.053,49.1,0.238,0.066,0.063,0.078,0.122,0.095,0.072,0.108,0.158
530330220031,,990,107428,43135,40,0.04,6956,0.065,58,0.059,6447,0.06,48.7,0.167,0.055,0.057,0.08,0.13,0.12,0.105,0.127,0.158
530330270003,,1389,114904,42680,79,0.057,7670,0.067,122,0.088,8012,0.07,37.8,0.317,0.096,0.077,0.095,0.13,0.09,0.077,0.065,0.054
530330319033,,963,45402,16286,62,0.064,2816,0.062,68,0.071,3420,0.075,40.6,0.127,0.056,0.068,0.09,0.123,0.139,0.095,0.145,0.156
530530714064,,2098,66778,22396,217,0.103,4699,0.07,171,0.082,5356,0.08,33.4,0.235,0.07,0.102,0.129,0.188,0.093,0.088,0.058,0.035
530330323171,,1722,50413,17089,54,0.031,3203,0.064,235,0.136,4398,0.087,37.8,0.077,0.028,0.03,0.041,0.066,0.107,0.106,0.169,0.378
530330071002,,2909,244023,128773,86,0.03,8708,0.036,8,0.003,6568,0.027,31.3,0.237,0.059,0.062,0.082,0.117,0.098,0.084,0.101,0.161
530670124202,,1534,5796,1871,49,0.032,746,0.129,94,0.061,545,0.094,47.2,0.216,0.136,0.06,0.149,0.175,0.103,0.062,0.045,0.054
530330323132,,1225,88344,34460,77,0.063,5958,0.067,84,0.069,6871,0.078,40.6,0.138,0.034,0.037,0.069,0.095,0.122,0.104,0.148,0.252
530530617004,,1121,125085,48985,36,0.032,7661,0.061,49,0.044,8075,0.065,32.1,0.356,0.1,0.086,0.104,0.132,0.094,0.05,0.048,0.029
530330250063,,1831,45846,16726,117,0.064,2900,0.063,82,0.045,2906,0.063,42.6,0.124,0.036,0.034,0.076,0.101,0.105,0.082,0.161,0.28
530330220033,,1132,104645,41981,92,0.081,6781,0.065,52,0.046,6229,0.06,38.6,0.165,0.054,0.061,0.082,0.133,0.118,0.105,0.127,0.157
530330296021,,1152,82279,27934,58,0.05,6198,0.075,60,0.052,6305,0.077,47.9,0.287,0.086,0.085,0.103,0.15,0.101,0.074,0.064,0.049
530330117002,,1824,130160,46354,23,0.013,8250,0.063,41,0.022,8493,0.065,40.8,0.316,0.078,0.081,0.086,0.127,0.095,0.068,0.075,0.075
530330013003,,1681,232234,102641,14,0.008,12748,0.055,80,0.048,10684,0.046,32.7,0.233,0.061,0.06,0.089,0.119,0.103,0.081,0.105,0.148
530670124201,,1674,13449,4933,87,0.052,726,0.054,64,0.038,927,0.069,47.6,0.175,0.077,0.11,0.093,0.167,0.111,0.111,0.093,0.062
530530702031,,4254,35029,11704,541,0.127,2614,0.075,420,0.099,2882,0.082,33.1,0.138,0.067,0.063,0.111,0.166,0.182,0.111,0.093,0.069
530330320071,,1055,33272,11984,18,0.017,1901,0.057,120,0.114,2482,0.075,40.7,0.12,0.042,0.056,0.085,0.171,0.152,0.113,0.133,0.129
530330305012,,974,71847,25506,31,0.032,5268,0.073,67,0.069,5491,0.076,52,0.284,0.077,0.096,0.118,0.151,0.09,0.078,0.065,0.04
530330320112,,2091,48683,16599,129,0.062,3333,0.068,254,0.121,4793,0.098,37.3,0.126,0.04,0.049,0.086,0.174,0.145,0.117,0.145,0.119
530530628021,,2116,126779,49572,254,0.12,9722,0.077,151,0.071,8182,0.065,27.6,0.361,0.106,0.105,0.109,0.132,0.081,0.046,0.032,0.027
530530609051,,1798,98279,41171,130,0.072,6266,0.064,73,0.041,5874,0.06,42.9,0.294,0.085,0.078,0.1,0.14,0.101,0.063,0.069,0.07
530330298011,,2215,98290,35130,286,0.129,6251,0.064,371,0.167,7471,0.076,27.6,0.294,0.081,0.09,0.126,0.127,0.1,0.071,0.064,0.047
530530735003,5,1314,57539,21754,120,0.091,3993,0.069,114,0.087,3418,0.059,33.8,0.206,0.094,0.088,0.115,0.145,0.128,0.075,0.088,0.061
530530610011,,1388,91362,37970,77,0.055,5821,0.064,143,0.103,5277,0.058,35.2,0.291,0.083,0.08,0.104,0.145,0.102,0.063,0.067,0.066
530330322072,,1068,65295,22798,45,0.042,3985,0.061,75,0.07,5144,0.079,39.3,0.086,0.031,0.028,0.05,0.088,0.104,0.109,0.16,0.345
530330300032,,1435,92252,33061,39,0.027,5591,0.061,78,0.054,6929,0.075,45.7,0.286,0.073,0.085,0.121,0.132,0.098,0.08,0.067,0.058
530330051001,,1294,299093,138819,70,0.054,13925,0.047,62,0.048,11864,0.04,36.8,0.195,0.057,0.059,0.086,0.123,0.106,0.086,0.109,0.179
530330296015,,1505,105080,34617,107,0.071,7984,0.076,219,0.146,7690,0.073,31.3,0.268,0.075,0.076,0.108,0.135,0.106,0.085,0.08,0.065
530530721061,,992,101011,39786,126,0.127,7472,0.074,40,0.04,5931,0.059,39,0.334,0.096,0.102,0.114,0.133,0.081,0.06,0.044,0.035
530330061002,,1232,300891,148120,22,0.018,11054,0.037,21,0.017,9945,0.033,39.3,0.235,0.055,0.06,0.077,0.115,0.098,0.082,0.1,0.178
530330119005,,1022,119018,41869,23,0.023,7590,0.064,0,0,7480,0.063,48.5,0.308,0.081,0.084,0.091,0.128,0.104,0.06,0.071,0.073
530670103002,,932,69473,29803,40,0.043,3432,0.049,63,0.068,3745,0.054,47.8,0.321,0.096,0.091,0.099,0.133,0.101,0.068,0.054,0.037
530330047004,,2927,201201,94690,145,0.05,10577,0.053,86,0.029,8659,0.043,36.3,0.171,0.062,0.061,0.091,0.125,0.107,0.092,0.111,0.18
530530712091,,2103,69918,26329,139,0.066,4185,0.06,58,0.028,4000,0.057,48.9,0.249,0.089,0.069,0.128,0.134,0.117,0.075,0.082,0.058
530530610023,,1792,98569,40426,130,0.073,6296,0.064,32,0.018,5738,0.058,40.7,0.298,0.084,0.078,0.102,0.145,0.1,0.064,0.064,0.065
530330072003,,2172,237485,126237,0,0,8360,0.035,33,0.015,6608,0.028,32.5,0.238,0.058,0.061,0.081,0.116,0.097,0.083,0.101,0.165
530330001003,,1579,142075,60151,15,0.009,8531,0.06,108,0.068,7018,0.049,42.2,0.249,0.069,0.067,0.081,0.127,0.101,0.071,0.104,0.132
530530730062,,1547,3763,1361,150,0.097,233,0.062,61,0.039,260,0.069,40,0.267,0.104,0.093,0.092,0.166,0.115,0.071,0.026,0.066
530530631002,3,1274,127633,46364,103,0.081,9569,0.075,47,0.037,9690,0.076,43.1,0.383,0.115,0.101,0.116,0.13,0.078,0.037,0.026,0.015
530670114203,,1790,67942,26112,49,0.027,4531,0.067,102,0.057,4471,0.066,40.5,0.253,0.09,0.089,0.134,0.173,0.105,0.071,0.055,0.03
530330327031,,1632,17823,6023,144,0.088,1600,0.09,116,0.071,1619,0.091,37.5,0.076,0.038,0.03,0.047,0.122,0.115,0.124,0.216,0.232
530539400046,,1650,66354,23573,117,0.071,4477,0.067,66,0.04,4569,0.069,40.3,0.299,0.086,0.101,0.101,0.153,0.106,0.053,0.063,0.038
530330321021,,1139,9162,3375,104,0.091,519,0.057,37,0.032,713,0.078,48.7,0.113,0.03,0.057,0.085,0.135,0.117,0.131,0.145,0.188
530530609031,,837,65463,27629,19,0.023,3603,0.055,74,0.088,3721,0.057,36.6,0.262,0.076,0.062,0.1,0.143,0.11,0.073,0.086,0.087
530530614001,,975,93091,38716,23,0.024,4927,0.053,101,0.104,5590,0.06,28.2,0.345,0.094,0.077,0.102,0.134,0.091,0.054,0.06,0.043
530330249022,,1628,74827,27361,96,0.059,4170,0.056,127,0.078,4568,0.061,43.8,0.139,0.046,0.041,0.076,0.103,0.101,0.088,0.146,0.26
530530717031,,2169,126406,47210,267,0.123,9945,0.079,72,0.033,8920,0.071,30.8,0.403,0.113,0.103,0.112,0.12,0.073,0.033,0.027,0.014
530330303052,,2373,86456,31798,131,0.055,5571,0.064,159,0.067,5584,0.065,43.5,0.248,0.08,0.081,0.108,0.141,0.108,0.085,0.081,0.067
530330323201,,1380,30897,11672,115,0.083,2169,0.07,82,0.059,1875,0.061,45.6,0.15,0.059,0.046,0.074,0.121,0.139,0.076,0.142,0.195
530530606003,,795,92663,39579,30,0.038,4898,0.053,0,0,5314,0.057,26.1,0.343,0.087,0.067,0.099,0.134,0.091,0.061,0.068,0.05
530330264001,,1025,136245,48312,19,0.019,8591,0.063,163,0.159,9216,0.068,40.3,0.333,0.084,0.084,0.09,0.132,0.091,0.07,0.066,0.049
530330288024,,2323,76349,28244,215,0.093,4883,0.064,236,0.102,5107,0.067,30.3,0.28,0.096,0.088,0.107,0.136,0.107,0.065,0.065,0.055
530330312042,,1250,28329,9793,15,0.012,1559,0.055,54,0.043,1817,0.064,41,0.166,0.08,0.082,0.088,0.153,0.128,0.088,0.122,0.091
530330044002,,1938,244239,104563,23,0.012,12310,0.05,27,0.014,10783,0.044,30.2,0.21,0.06,0.058,0.082,0.115,0.099,0.082,0.109,0.185
530330039001,,2006,172337,70358,119,0.059,8637,0.05,158,0.079,8222,0.048,39.9,0.25,0.06,0.056,0.072,0.11,0.088,0.073,0.107,0.184
530670124121,,2852,16298,5366,361,0.127,1489,0.091,224,0.079,1395,0.086,27.2,0.288,0.1,0.11,0.119,0.165,0.083,0.046,0.068,0.022
530330036003,,1519,263274,113810,38,0.025,13446,0.051,238,0.157,11744,0.045,40.4,0.208,0.058,0.058,0.085,0.118,0.103,0.084,0.109,0.178
530330274002,,975,108318,39240,53,0.054,7771,0.072,32,0.033,7089,0.065,44.3,0.329,0.103,0.088,0.096,0.125,0.087,0.065,0.059,0.047
530330214001,,1011,101771,41063,103,0.102,6648,0.065,74,0.073,5711,0.056,37.6,0.213,0.068,0.069,0.087,0.146,0.11,0.083,0.108,0.117
530330116005,,1023,91775,38531,0,0,6316,0.069,30,0.029,6053,0.066,45.5,0.247,0.07,0.068,0.088,0.119,0.106,0.08,0.105,0.117
530530718081,,1808,123395,46491,271,0.15,9388,0.076,137,0.076,8771,0.071,25,0.388,0.115,0.103,0.114,0.122,0.076,0.037,0.029,0.016
530330078004,,1109,199629,103436,65,0.059,6689,0.034,85,0.077,5589,0.028,36.3,0.26,0.055,0.057,0.075,0.109,0.093,0.078,0.101,0.172
530670124113,,2768,12945,4268,120,0.043,1222,0.094,211,0.076,1196,0.092,34.7,0.296,0.104,0.094,0.125,0.176,0.076,0.04,0.072,0.016
530330051003,,1198,322684,158911,66,0.055,13764,0.043,46,0.038,11345,0.035,35,0.215,0.057,0.058,0.081,0.121,0.103,0.086,0.105,0.176
530330032007,,1206,143159,65356,74,0.061,8334,0.058,25,0.021,6391,0.045,44.2,0.161,0.059,0.056,0.099,0.123,0.113,0.096,0.112,0.182
530330286005,,1172,66453,24375,56,0.048,4416,0.066,36,0.031,4473,0.067,46.5,0.284,0.099,0.084,0.1,0.129,0.09,0.076,0.067,0.07
530330284024,,1583,92433,33462,233,0.147,6517,0.071,147,0.093,5822,0.063,30.2,0.284,0.106,0.079,0.106,0.135,0.097,0.072,0.063,0.059
530330278002,,891,44733,17147,17,0.019,2926,0.065,33,0.037,2817,0.063,55,0.272,0.099,0.078,0.099,0.121,0.088,0.085,0.074,0.084
530330221014,,679,105426,42409,34,0.05,6648,0.063,43,0.063,6023,0.057,51.2,0.195,0.065,0.059,0.076,0.133,0.11,0.09,0.125,0.147
530330213003,,1096,130466,54722,55,0.05,7876,0.06,65,0.059,6657,0.051,44.7,0.263,0.077,0.072,0.083,0.135,0.099,0.076,0.098,0.098
530670114104,,2794,84059,32479,262,0.094,5638,0.067,136,0.049,5738,0.068,35.2,0.268,0.089,0.096,0.125,0.165,0.107,0.068,0.054,0.028
530330304042,,1569,58718,20440,173,0.11,4161,0.071,70,0.045,3798,0.065,39,0.222,0.081,0.077,0.127,0.148,0.112,0.09,0.082,0.061
530330323075,,922,35870,12363,65,0.07,2404,0.067,40,0.043,2384,0.066,39.4,0.097,0.043,0.035,0.054,0.098,0.128,0.063,0.146,0.336
530330224004,,1558,88251,36568,41,0.026,5477,0.062,35,0.022,4868,0.055,35.2,0.161,0.045,0.052,0.069,0.121,0.105,0.106,0.127,0.215
530330046001,,1153,266811,115502,25,0.022,13695,0.051,68,0.059,11685,0.044,34.9,0.224,0.062,0.057,0.086,0.119,0.101,0.083,0.106,0.162
530330279005,,1229,63060,23134,121,0.098,4037,0.064,135,0.11,4147,0.066,39.7,0.274,0.091,0.079,0.097,0.138,0.091,0.084,0.072,0.074
530330255001,,1960,108118,41499,88,0.045,6802,0.063,181,0.092,7051,0.065,32.1,0.219,0.067,0.074,0.107,0.142,0.12,0.07,0.098,0.103
530330321033,,1677,42705,17104,190,0.113,2792,0.065,38,0.023,2620,0.061,29.5,0.167,0.042,0.054,0.077,0.123,0.106,0.097,0.118,0.215
530530731083,,2387,64217,20291,302,0.127,5165,0.08,251,0.105,5682,0.088,32,0.181,0.073,0.086,0.119,0.186,0.142,0.091,0.077,0.046
530530703102,,729,39740,13353,9,0.012,3017,0.076,48,0.066,3274,0.082,38.6,0.135,0.071,0.076,0.106,0.162,0.173,0.102,0.102,0.074
530530604002,,669,85428,37577,22,0.033,4430,0.052,54,0.081,4725,0.055,45,0.322,0.085,0.069,0.099,0.132,0.1,0.063,0.071,0.059
