bg_geo_id,model_id,score,date_obtained
530330043012,5,4,Fri Mar 05 10:43:53 2021
530330043013,5,3,Fri Mar 05 10:43:53 2021
530330043021,5,4,Fri Mar 05 10:43:53 2021
530330043022,5,4,Fri Mar 05 10:43:53 2021
530330044001,5,4,Fri Mar 05 10:43:53 2021
530330044002,5,4,Fri Mar 05 10:43:53 2021
530330044003,5,4,Fri Mar 05 10:43:53 2021
530330044004,5,4,Fri Mar 05 10:43:53 2021
530330045001,5,3,Fri Mar 05 10:43:53 2021
530330045002,5,3,Fri Mar 05 10:43:53 2021
530330046001,5,4,Fri Mar 05 10:43:53 2021
530330046002,5,3,Fri Mar 05 10:43:53 2021
530330046003,5,4,Fri Mar 05 10:43:53 2021
530330047001,5,3,Fri Mar 05 10:43:53 2021
530330047002,5,3,Fri Mar 05 10:43:53 2021
530330047003,5,4,Fri Mar 05 10:43:53 2021
530330047004,5,3,Fri Mar 05 10:43:53 2021
530330048001,5,4,Fri Mar 05 10:43:53 2021
530330048002,5,4,Fri Mar 05 10:43:53 2021
530330048003,5,4,Fri Mar 05 10:43:53 2021
530330048004,5,3,Fri Mar 05 10:43:53 2021
530330049001,5,3,Fri Mar 05 10:43:53 2021
530330049002,5,3,Fri Mar 05 10:43:53 2021
530330049003,5,3,Fri Mar 05 10:43:53 2021
530330049004,5,3,Fri Mar 05 10:43:53 2021
530330049005,5,4,Fri Mar 05 10:43:53 2021
530330050001,5,4,Fri Mar 05 10:43:53 2021
530330050002,5,4,Fri Mar 05 10:43:53 2021
530330050003,5,3,Fri Mar 05 10:43:53 2021
530330051001,5,4,Fri Mar 05 10:43:53 2021
530330051002,5,3,Fri Mar 05 10:43:53 2021
530330051003,5,4,Fri Mar 05 10:43:53 2021
530330052001,5,3,Fri Mar 05 10:43:53 2021
530330052002,5,3,Fri Mar 05 10:43:53 2021
530330052003,5,3,Fri Mar 05 10:43:53 2021
530330052004,5,4,Fri Mar 05 10:43:53 2021
530330052005,5,3,Fri Mar 05 10:43:53 2021
530330053011,5,4,Fri Mar 05 10:43:53 2021
530330053012,5,4,Fri Mar 05 10:43:53 2021
530330053013,5,4,Fri Mar 05 10:43:53 2021
530330053014,5,4,Fri Mar 05 10:43:53 2021
530330053021,5,4,Fri Mar 05 10:43:53 2021
530330053022,5,3,Fri Mar 05 10:43:53 2021
530330053023,5,4,Fri Mar 05 10:43:53 2021
530330054001,5,3,Fri Mar 05 10:43:53 2021
530330054002,5,4,Fri Mar 05 10:43:53 2021
530330054003,5,3,Fri Mar 05 10:43:53 2021
530330054004,5,3,Fri Mar 05 10:43:53 2021
530330056001,5,4,Fri Mar 05 10:43:53 2021
530330056002,5,4,Fri Mar 05 10:43:53 2021
530330056003,5,3,Fri Mar 05 10:43:53 2021
530330056004,5,4,Fri Mar 05 10:43:53 2021
530330056005,5,3,Fri Mar 05 10:43:53 2021
530330057001,5,3,Fri Mar 05 10:43:53 2021
530330057002,5,3,Fri Mar 05 10:43:53 2021
530330057003,5,4,Fri Mar 05 10:43:53 2021
530330057004,5,3,Fri Mar 05 10:43:53 2021
530330057005,5,4,Fri Mar 05 10:43:53 2021
530330057006,5,4,Fri Mar 05 10:43:53 2021
530330058011,5,4,Fri Mar 05 10:43:53 2021
530330058012,5,4,Fri Mar 05 10:43:53 2021
530330058013,5,4,Fri Mar 05 10:43:53 2021
530330058014,5,3,Fri Mar 05 10:43:53 2021
530330058021,5,3,Fri Mar 05 10:43:53 2021
530330058022,5,3,Fri Mar 05 10:43:53 2021
530330058023,5,4,Fri Mar 05 10:43:53 2021
530330059001,5,3,Fri Mar 05 10:43:53 2021
530330059002,5,3,Fri Mar 05 10:43:53 2021
530330059003,5,4,Fri Mar 05 10:43:53 2021
530330059004,5,3,Fri Mar 05 10:43:53 2021
530330059005,5,4,Fri Mar 05 10:43:53 2021
530330060001,5,3,Fri Mar 05 10:43:53 2021
530330060002,5,4,Fri Mar 05 10:43:53 2021
530330060003,5,4,Fri Mar 05 10:43:53 2021
530330060004,5,4,Fri Mar 05 10:43:53 2021
530330061001,5,3,Fri Mar 05 10:43:53 2021
530330061002,5,3,Fri Mar 05 10:43:53 2021
530330061003,5,4,Fri Mar 05 10:43:53 2021
530330061004,5,3,Fri Mar 05 10:43:53 2021
530330062001,5,3,Fri Mar 05 10:43:53 2021
530330062002,5,3,Fri Mar 05 10:43:53 2021
530330062003,5,3,Fri Mar 05 10:43:53 2021
530330063001,5,3,Fri Mar 05 10:43:53 2021
530330063002,5,3,Fri Mar 05 10:43:53 2021
530330063003,5,4,Fri Mar 05 10:43:53 2021
530330063004,5,3,Fri Mar 05 10:43:53 2021
530330064001,5,4,Fri Mar 05 10:43:53 2021
530330064002,5,4,Fri Mar 05 10:43:53 2021
530330064003,5,4,Fri Mar 05 10:43:53 2021
530330065001,5,3,Fri Mar 05 10:43:53 2021
530330065002,5,3,Fri Mar 05 10:43:53 2021
530330065003,5,4,Fri Mar 05 10:43:53 2021
530330066001,5,4,Fri Mar 05 10:43:53 2021
530330066002,5,4,Fri Mar 05 10:43:53 2021
530330067001,5,3,Fri Mar 05 10:43:53 2021
530330067002,5,4,Fri Mar 05 10:43:53 2021
530330067003,5,3,Fri Mar 05 10:43:53 2021
530330067004,5,4,Fri Mar 05 10:43:53 2021
530330068001,5,3,Fri Mar 05 10:43:53 2021
530330068002,5,4,Fri Mar 05 10:43:53 2021
530330069001,5,3,Fri Mar 05 10:43:53 2021
530330069002,5,4,Fri Mar 05 10:43:53 2021
530330069003,5,4,Fri Mar 05 10:43:53 2021
530330069004,5,3,Fri Mar 05 10:43:53 2021
530330070001,5,4,Fri Mar 05 10:43:53 2021
530330070002,5,4,Fri Mar 05 10:43:53 2021
530330070003,5,4,Fri Mar 05 10:43:53 2021
530330070004,5,4,Fri Mar 05 10:43:53 2021
530330070005,5,3,Fri Mar 05 10:43:53 2021
530330070006,5,3,Fri Mar 05 10:43:53 2021
530330071001,5,3,Fri Mar 05 10:43:53 2021
530330071002,5,3,Fri Mar 05 10:43:53 2021
530330072001,5,3,Fri Mar 05 10:43:53 2021
530330072002,5,4,Fri Mar 05 10:43:53 2021
530330072003,5,4,Fri Mar 05 10:43:53 2021
530330073001,5,3,Fri Mar 05 10:43:53 2021
530330073002,5,4,Fri Mar 05 10:43:53 2021
530330073003,5,3,Fri Mar 05 10:43:53 2021
