"Block.Group.ID","Average.Block.Group.Score","Population","Population.3.Mile","Households.3.Mile","Percent.Kids.under.5","Percent.Kids.under.5.3.Mile","Percent.Kids.5.to.9","Percent.Kids.5.to.9.3 Mile","Average.Age","Household.income.under.40K.3Mile","Household.income.40K.to.50K.3.Mile","Household.income.50K.to.60K.3.Mile","Household.income.60K.to.75K.3.Mile","Household.income.75K.to.100K.3.Mile","Household.income.100:.125K.3.Mile","Household.income.125K.to.150K.3.Mile","Household.income.150K.to.200K.3.Mile","Household.income.200K+.3Mile","Score"
"530330204012",NA,1120,80329,32576,0.031,0.06,0.052,0.052,48.4,0.248,0.063,0.062,0.086,0.145,0.111,0.083,0.106,0.096,3.00063734990468
"530330229025",NA,1053,93534,35116,0.071,0.066,0.099,0.073,38.5,0.148,0.041,0.04,0.074,0.111,0.118,0.085,0.141,0.241,3.17558744605066
"530330277024",NA,1151,3677,1681,0.013,0.017,0.053,0.038,61.1,0.18,0.105,0.084,0.077,0.106,0.155,0.04,0.109,0.142,3.7251733864387
"530330075005",NA,1444,239744,124881,0.035,0.035,0.016,0.028,31.1,0.25,0.059,0.061,0.079,0.115,0.095,0.081,0.095,0.166,2.43477926619737
"530330275003",NA,696,92234,33792,0.066,0.072,0.039,0.068,37.9,0.311,0.098,0.083,0.095,0.124,0.09,0.073,0.066,0.058,3.36322326090488
"530530713063",NA,2746,73462,26259,0.077,0.061,0.031,0.064,41.3,0.307,0.094,0.104,0.123,0.158,0.083,0.056,0.054,0.021,4.72417967033041
"530530731221",NA,2376,84285,27503,0.078,0.076,0.063,0.079,30.8,0.182,0.072,0.078,0.119,0.177,0.141,0.091,0.088,0.052,4.26338736079835
"530330226034",NA,2158,112628,46398,0.148,0.066,0.047,0.056,32.3,0.157,0.046,0.048,0.068,0.123,0.119,0.106,0.136,0.197,2.48266176115102
"530330303094",NA,2044,101406,36965,0.051,0.065,0.02,0.062,31.5,0.252,0.081,0.08,0.115,0.143,0.108,0.089,0.075,0.057,2.90401437720636
"530330024003",NA,1407,183327,75445,0.065,0.051,0.085,0.047,39.2,0.257,0.065,0.06,0.076,0.112,0.091,0.07,0.104,0.165,2.38411290024794
"530670118222",NA,741,17058,7285,0.013,0.052,0.05,0.065,46.5,0.321,0.073,0.105,0.084,0.133,0.082,0.097,0.06,0.044,2.89320011571148
"530530729051",NA,2240,24931,7268,0.167,0.143,0.052,0.104,23.3,0.285,0.137,0.076,0.13,0.168,0.07,0.039,0.064,0.031,5.50045568035689
"530670113001",NA,1864,81959,33279,0.085,0.059,0.095,0.061,33.5,0.275,0.09,0.093,0.121,0.153,0.106,0.068,0.053,0.04,4.53957315226444
"530330096004",NA,1248,86243,46367,0.034,0.043,0.02,0.039,48.9,0.245,0.055,0.06,0.07,0.113,0.097,0.08,0.116,0.164,2.94149422953881
"530530721121",NA,2269,51175,19343,0.058,0.065,0.063,0.062,40,0.281,0.088,0.092,0.129,0.139,0.097,0.076,0.055,0.042,3.83660015651148
"530330295042",NA,2220,105776,35140,0.081,0.073,0.03,0.073,35.4,0.284,0.078,0.079,0.112,0.134,0.106,0.074,0.074,0.058,4.42480894143898
"530330323243",NA,1551,83641,32830,0.069,0.07,0.044,0.073,34.8,0.138,0.036,0.037,0.068,0.108,0.123,0.105,0.146,0.24,3.75181681429461
"530330313012",NA,1211,11486,4172,0.066,0.049,0.04,0.071,50.6,0.221,0.071,0.071,0.071,0.123,0.134,0.09,0.12,0.099,5.45404843365479
"530330043022",NA,1886,213828,92498,0,0.047,0,0.043,23.7,0.2,0.058,0.059,0.079,0.11,0.098,0.082,0.115,0.198,2.73929886608736
"530330258051",NA,2998,95204,35695,0.098,0.064,0.048,0.062,33.8,0.205,0.075,0.084,0.122,0.163,0.118,0.079,0.093,0.061,5.14095734243653
"530330327021",NA,1302,10886,4045,0.044,0.06,0.025,0.088,43.6,0.201,0.07,0.039,0.063,0.127,0.153,0.087,0.141,0.12,4.87017141075105
"530330015001",NA,1519,125171,57549,0.053,0.059,0.051,0.045,42,0.196,0.061,0.057,0.095,0.126,0.111,0.09,0.103,0.162,2.60100611041128
"530670119004",NA,1575,4232,1525,0.044,0.029,0.034,0.017,51.8,0.112,0.043,0.087,0.109,0.212,0.117,0.119,0.106,0.096,5.06527334826855
"530670121004",NA,1528,23400,10540,0.035,0.033,0.047,0.044,51.3,0.286,0.077,0.06,0.121,0.125,0.105,0.101,0.062,0.063,4.34818161307638
"530670116223",NA,1402,54663,20983,0.095,0.072,0.103,0.067,31.1,0.232,0.089,0.081,0.135,0.182,0.113,0.072,0.062,0.033,4.98811387390634
"530530714074",NA,2419,69710,22249,0.124,0.078,0.12,0.089,31,0.191,0.066,0.098,0.126,0.179,0.127,0.097,0.072,0.043,4.02759116202825
"530330075002",NA,1740,230761,120627,0.092,0.034,0,0.029,29.4,0.252,0.059,0.058,0.079,0.114,0.095,0.081,0.097,0.166,1.87481072540507
"530330033003",NA,2244,198744,90767,0.085,0.054,0.053,0.044,33.2,0.18,0.058,0.059,0.093,0.123,0.106,0.091,0.109,0.18,2.03758317282606
"530330034001",NA,1271,253415,113005,0.055,0.051,0.056,0.041,36.6,0.203,0.06,0.06,0.092,0.12,0.104,0.086,0.11,0.166,3.28532927981724
"530330206001",NA,934,98745,41077,0.107,0.059,0.073,0.05,40.1,0.266,0.065,0.068,0.084,0.147,0.107,0.074,0.098,0.091,4.50007140294611
"530330305043",NA,1586,72151,25426,0.069,0.075,0.107,0.074,26.5,0.275,0.075,0.091,0.112,0.151,0.098,0.078,0.071,0.048,3.18565839795851
"530670127301",NA,2561,6738,2156,0.05,0.045,0.053,0.06,32.7,0.217,0.164,0.07,0.112,0.167,0.105,0.064,0.077,0.026,3.58197762784314
"530330103002",NA,1602,105897,38792,0.096,0.057,0.028,0.062,34.6,0.28,0.066,0.065,0.078,0.111,0.089,0.078,0.09,0.144,5.08853072534182
"530330224002",NA,1398,97731,40113,0.084,0.067,0.084,0.054,38.7,0.157,0.051,0.05,0.071,0.12,0.115,0.111,0.135,0.189,3.92716858036567
"530330022001",NA,1807,170571,70235,0.057,0.055,0.061,0.05,39.3,0.248,0.063,0.064,0.072,0.121,0.092,0.068,0.106,0.166,2.49342317411609
"530670125204",NA,969,969,519,0.017,0.017,0.065,0.065,57.5,0.62,0,0,0.037,0.112,0.091,0.056,0.085,0,5.27176679892121
"530330113003",NA,1152,125088,49583,0.027,0.067,0.079,0.069,32.7,0.286,0.079,0.069,0.093,0.128,0.103,0.079,0.079,0.084,2.65068317188375
"530330302023",NA,1110,99968,35780,0.034,0.066,0.05,0.073,40.2,0.277,0.075,0.092,0.123,0.135,0.097,0.084,0.06,0.057,2.69684245429646
"530330297005",NA,2119,108552,36430,0.06,0.074,0.122,0.076,30.8,0.297,0.078,0.077,0.113,0.134,0.102,0.075,0.072,0.052,3.33676843345669
"530330218041",NA,1681,63516,25417,0.076,0.066,0.104,0.066,40,0.184,0.061,0.062,0.093,0.124,0.116,0.098,0.14,0.123,4.80571180289586
"530330236033",NA,1412,118150,48722,0.041,0.061,0.06,0.059,46.6,0.166,0.046,0.046,0.074,0.116,0.121,0.078,0.127,0.225,2.6423953036899
"530330031003",NA,1347,169140,76624,0.088,0.056,0.03,0.046,42.1,0.169,0.059,0.055,0.095,0.124,0.111,0.092,0.109,0.185,2.46347095532269
"530330073001",NA,3326,256097,131963,0.014,0.034,0,0.027,29.2,0.252,0.059,0.062,0.079,0.115,0.095,0.081,0.095,0.163,4.70429386230715
"530330321031",NA,923,50181,19779,0.016,0.065,0,0.062,46.3,0.153,0.043,0.05,0.076,0.12,0.106,0.092,0.12,0.24,2.87056917880965
"530330002002",NA,1146,161095,69130,0.09,0.059,0.039,0.047,39.8,0.254,0.068,0.067,0.081,0.127,0.103,0.071,0.101,0.128,3.03841242890261
"530330225001",NA,1865,103911,43521,0.142,0.066,0.059,0.056,37.7,0.159,0.042,0.046,0.071,0.123,0.114,0.106,0.134,0.205,2.24654616941266
"530330211001",NA,1453,134222,57171,0.048,0.058,0.098,0.049,42.2,0.275,0.072,0.069,0.082,0.141,0.103,0.066,0.095,0.097,2.68457816834294
"530530631003",NA,773,127973,46768,0.067,0.076,0.089,0.076,33.3,0.387,0.116,0.104,0.114,0.13,0.077,0.034,0.024,0.014,2.8344716955593
"530530724062",NA,1684,25031,9535,0.087,0.049,0.021,0.053,37.5,0.201,0.057,0.059,0.089,0.15,0.141,0.085,0.092,0.126,5.44871187853318
"530330307002",NA,1831,73306,26086,0.078,0.074,0.064,0.073,31.8,0.285,0.087,0.092,0.123,0.14,0.089,0.072,0.067,0.045,4.0007927612094
"530330222012",NA,887,99680,40383,0.057,0.062,0.064,0.059,41.9,0.171,0.054,0.054,0.079,0.128,0.115,0.101,0.13,0.169,3.15491970334304
"530670114201",NA,1889,72242,28216,0.029,0.064,0.038,0.064,38.5,0.239,0.09,0.095,0.127,0.178,0.111,0.068,0.056,0.035,2.83048008433122
"530330012004",NA,1716,204406,87452,0.09,0.057,0.054,0.05,32.1,0.24,0.063,0.064,0.085,0.117,0.101,0.076,0.106,0.148,2.01728428405914
"530330323211",NA,1100,69578,27296,0.037,0.067,0.131,0.066,41.9,0.142,0.049,0.049,0.061,0.119,0.128,0.085,0.134,0.234,1.88182580395234
"530530702051",NA,2589,20577,7422,0.06,0.073,0.05,0.068,35.8,0.212,0.088,0.078,0.118,0.132,0.136,0.091,0.095,0.05,4.38294813986951
"530330313021",NA,1002,14953,6213,0.056,0.042,0.094,0.068,43.9,0.297,0.091,0.111,0.096,0.117,0.104,0.057,0.085,0.042,4.5263195570278
"530330268014",NA,1646,108674,42045,0.087,0.069,0.047,0.074,30.9,0.31,0.088,0.073,0.094,0.126,0.093,0.073,0.071,0.072,4.25457005800401
"530330293071",NA,1136,96930,33950,0.047,0.064,0.023,0.063,40,0.193,0.071,0.078,0.12,0.151,0.126,0.088,0.099,0.074,2.886842600731
"530330323231",NA,1681,65778,25510,0.055,0.066,0.062,0.076,35.3,0.142,0.036,0.041,0.06,0.105,0.125,0.097,0.142,0.252,3.90802303646639
"530330229024",NA,1585,89178,34314,0.043,0.063,0.071,0.075,34.8,0.151,0.036,0.037,0.07,0.107,0.114,0.094,0.141,0.249,2.75202953160466
"530330076002",NA,1797,237009,122281,0.043,0.033,0,0.027,32.5,0.264,0.058,0.058,0.077,0.113,0.092,0.079,0.095,0.164,2.23671620933964
"530330078003",NA,1164,189356,98318,0.026,0.034,0.094,0.029,47.4,0.255,0.056,0.057,0.077,0.108,0.096,0.08,0.1,0.171,4.23843918471959
"530530632002",NA,1725,124994,45455,0.03,0.072,0.064,0.076,34.7,0.373,0.111,0.102,0.119,0.132,0.079,0.038,0.03,0.017,2.7815833507025
"530330319075",NA,1227,63759,22499,0.024,0.063,0.065,0.063,35.8,0.149,0.065,0.075,0.106,0.155,0.138,0.096,0.113,0.103,2.76140055686438
"530330315013",NA,1203,2505,920,0.092,0.083,0.06,0.085,34.3,0.204,0.101,0.046,0.097,0.112,0.103,0.141,0.121,0.075,5.48431892093601
"530530725041",NA,2216,17696,6083,0.057,0.048,0.046,0.053,45.8,0.148,0.064,0.074,0.078,0.133,0.117,0.073,0.12,0.192,5.3007789064333
"530530610021",NA,1086,105387,43969,0.028,0.062,0.044,0.06,55.1,0.297,0.083,0.08,0.102,0.141,0.098,0.062,0.067,0.071,2.84016959199071
"530330293041",NA,1325,92182,33431,0.045,0.068,0.02,0.063,43.7,0.191,0.069,0.082,0.119,0.163,0.123,0.086,0.105,0.063,2.90537309775658
"530330067001",NA,3219,285212,144770,0.035,0.034,0,0.028,29.4,0.25,0.06,0.061,0.079,0.115,0.097,0.08,0.095,0.162,5.14141467758702
"530530715033",NA,1314,69165,24371,0.02,0.069,0.014,0.07,42.1,0.35,0.103,0.099,0.117,0.152,0.069,0.045,0.047,0.018,2.82510118764361
"530330298023",NA,2088,91856,33147,0.029,0.063,0.104,0.073,40.7,0.292,0.071,0.083,0.129,0.132,0.092,0.08,0.065,0.056,2.79846845227435
"530330297003",NA,1740,98767,33690,0.075,0.072,0.098,0.074,33.8,0.324,0.086,0.08,0.123,0.127,0.095,0.062,0.059,0.045,3.87156821076548
"530330322131",NA,1091,60909,21509,0.089,0.072,0.068,0.087,40.6,0.096,0.032,0.034,0.049,0.101,0.093,0.112,0.148,0.335,3.78888121447629
"530530702071",NA,818,15386,5936,0,0.059,0.042,0.065,49.9,0.282,0.086,0.096,0.093,0.115,0.118,0.074,0.1,0.036,2.84793511378606
"530530713101",NA,2306,70777,24526,0.065,0.068,0.064,0.068,32.8,0.192,0.085,0.092,0.116,0.176,0.132,0.082,0.076,0.049,3.69148132235666
"530530628013",NA,2014,132213,52309,0.124,0.068,0.082,0.061,25.8,0.334,0.097,0.091,0.108,0.135,0.095,0.053,0.05,0.036,4.8779620797663
"530330250011",NA,985,92948,34982,0.086,0.056,0.055,0.064,40.8,0.171,0.054,0.056,0.088,0.129,0.113,0.076,0.12,0.192,4.61384071383551
"530530605001",NA,875,80634,35167,0.04,0.05,0.082,0.056,50.7,0.318,0.086,0.068,0.099,0.131,0.098,0.066,0.075,0.059,3.33390198310384
"530530713072",NA,965,72396,25846,0.091,0.063,0.023,0.066,39.9,0.244,0.086,0.075,0.122,0.143,0.123,0.079,0.081,0.048,5.15891456653284
"530330014002",NA,1639,180759,79791,0.031,0.059,0.054,0.047,32.7,0.22,0.063,0.061,0.09,0.125,0.104,0.084,0.107,0.146,2.63147388122993
"530330251021",NA,1469,77702,28249,0.047,0.063,0.133,0.07,34,0.179,0.056,0.063,0.091,0.141,0.114,0.078,0.116,0.164,3.18673867754386
"530330101005",NA,2395,124447,48336,0.076,0.051,0.049,0.052,39.8,0.294,0.063,0.058,0.075,0.107,0.09,0.076,0.093,0.144,4.75015123577929
"530530606005",NA,550,95592,40873,0,0.054,0.115,0.058,40.5,0.354,0.088,0.069,0.098,0.132,0.09,0.058,0.064,0.046,2.71644610608537
"530330300062",NA,2160,102549,37060,0.046,0.065,0.056,0.07,43.6,0.269,0.073,0.086,0.124,0.141,0.1,0.084,0.068,0.055,2.99363143491579
"530670119003",NA,2059,12005,4561,0.087,0.048,0.091,0.046,41.1,0.218,0.054,0.038,0.077,0.127,0.127,0.091,0.081,0.185,5.43036109900718
"530530726023",NA,1170,3217,1234,0.03,0.086,0.077,0.099,56.4,0.272,0.091,0.134,0.207,0.137,0.045,0.053,0.041,0.019,2.87956446078446
"530330303062",NA,946,56155,20014,0.033,0.065,0.043,0.064,51.2,0.199,0.089,0.072,0.099,0.152,0.132,0.095,0.09,0.072,3.27219140045263
"530330226053",NA,2121,104900,43134,0.038,0.068,0.112,0.066,29.3,0.155,0.039,0.043,0.072,0.112,0.118,0.099,0.14,0.221,4.25628020244859
"530330275002",NA,1156,102208,37607,0.033,0.074,0.115,0.073,46,0.324,0.097,0.084,0.096,0.124,0.087,0.072,0.063,0.052,2.57761665901999
"530530625004",NA,621,125929,46220,0.061,0.072,0.058,0.073,45.8,0.388,0.11,0.1,0.113,0.13,0.079,0.037,0.026,0.016,2.99165573425407
"530330064003",NA,1295,263976,133485,0.061,0.034,0.049,0.028,44.7,0.259,0.057,0.058,0.078,0.114,0.093,0.08,0.095,0.166,2.35349086440276
"530530628023",NA,922,121022,46802,0.051,0.076,0.033,0.066,41.2,0.365,0.108,0.103,0.112,0.123,0.078,0.05,0.034,0.027,2.80893113800082
"530330222031",NA,1822,101020,41286,0.098,0.063,0.101,0.056,35.8,0.156,0.055,0.052,0.072,0.123,0.114,0.1,0.132,0.197,4.07602134191566
"530330292041",NA,2833,104448,35904,0.093,0.069,0.066,0.069,28.5,0.283,0.081,0.084,0.124,0.132,0.103,0.074,0.073,0.046,4.74645588290091
"530530731251",NA,5946,64972,20486,0.069,0.08,0.097,0.085,32.9,0.18,0.073,0.082,0.111,0.18,0.144,0.095,0.084,0.051,3.65969001209382
"530330096005",NA,1353,102280,56233,0.016,0.038,0.016,0.034,56.6,0.243,0.057,0.06,0.069,0.116,0.094,0.082,0.111,0.168,2.78075637524095
"530330019002",NA,1632,250168,105773,0.088,0.052,0.056,0.047,35,0.256,0.064,0.061,0.084,0.114,0.096,0.073,0.1,0.152,1.93132868219014
"530330112001",NA,987,146363,54606,0.064,0.068,0.139,0.069,35.1,0.313,0.079,0.073,0.09,0.124,0.096,0.076,0.075,0.073,3.47457655053433
"530330222023",NA,1243,96230,38356,0.077,0.066,0.034,0.061,46.4,0.166,0.052,0.058,0.079,0.128,0.116,0.102,0.132,0.168,4.52698026639145
"530330316041",NA,3121,49220,16966,0.071,0.068,0.118,0.095,36.4,0.132,0.038,0.049,0.089,0.165,0.151,0.114,0.145,0.119,4.80133024116405
"530330030004",NA,1652,183429,82798,0.025,0.056,0.091,0.045,34.6,0.177,0.06,0.057,0.095,0.127,0.108,0.088,0.109,0.179,5.46831726231355
"530530717073",NA,802,99835,36490,0.02,0.078,0.115,0.071,32.9,0.408,0.114,0.108,0.111,0.125,0.057,0.035,0.03,0.012,2.70112322945849
"530530721112",NA,1056,38637,13988,0.065,0.068,0.078,0.067,39.4,0.24,0.095,0.1,0.148,0.14,0.102,0.086,0.056,0.035,3.8001689385355
"530330220053",NA,1429,102071,41329,0.069,0.067,0.069,0.059,34.4,0.155,0.05,0.053,0.075,0.125,0.117,0.106,0.132,0.187,3.20163559973242
"530330241002",NA,883,69562,31628,0.027,0.049,0.052,0.05,51.3,0.156,0.042,0.042,0.052,0.097,0.098,0.084,0.121,0.309,3.34435976379156
"530330304013",NA,1465,78993,28429,0.081,0.07,0.093,0.064,35.7,0.261,0.08,0.087,0.123,0.14,0.1,0.076,0.081,0.051,4.33303973523099
"530330032002",NA,1360,165080,75640,0.049,0.056,0,0.046,35,0.159,0.061,0.058,0.097,0.123,0.109,0.096,0.111,0.187,2.37584135130802
"530330066002",NA,2437,292857,147021,0.041,0.035,0.011,0.03,30.4,0.249,0.057,0.062,0.077,0.114,0.096,0.08,0.097,0.168,5.41897186155147
"530330233003",NA,1858,103359,41299,0.05,0.06,0.05,0.06,47,0.169,0.051,0.051,0.079,0.116,0.116,0.075,0.131,0.211,3.65947612840245
"530530625005",NA,1508,135279,50228,0.053,0.073,0.116,0.073,29.3,0.382,0.109,0.102,0.112,0.128,0.082,0.04,0.026,0.018,2.79636681335484
"530330284022",NA,1304,84578,30201,0.077,0.074,0.006,0.063,42.3,0.313,0.116,0.085,0.1,0.133,0.095,0.063,0.052,0.044,4.23750599193549
"530330097024",NA,1112,69469,31386,0.083,0.066,0.178,0.06,41.2,0.193,0.062,0.058,0.09,0.11,0.111,0.08,0.135,0.16,4.33540153486101
"530530702041",NA,1719,37642,12519,0.121,0.074,0.062,0.079,32,0.143,0.075,0.068,0.101,0.163,0.172,0.114,0.102,0.063,5.32711353535163
"530330317053",NA,1821,49304,17473,0.085,0.058,0.068,0.071,38.4,0.148,0.049,0.062,0.086,0.178,0.135,0.108,0.112,0.122,5.14175514828136
"530530703091",NA,1402,30291,10346,0.093,0.07,0.026,0.083,36.5,0.149,0.056,0.087,0.098,0.16,0.139,0.091,0.115,0.106,5.23652423293274
"530530730013",NA,1420,5125,1976,0.077,0.069,0.093,0.07,38.7,0.262,0.063,0.143,0.105,0.128,0.073,0.094,0.101,0.031,4.73155190478187
"530530721084",NA,992,51845,20295,0,0.066,0.096,0.069,32.2,0.343,0.091,0.088,0.126,0.126,0.087,0.063,0.04,0.035,2.77638507087088
"530330068001",NA,1503,276087,141624,0.031,0.035,0.11,0.027,37.1,0.238,0.06,0.062,0.084,0.117,0.099,0.081,0.097,0.162,5.71703153887242
"530670116102",NA,1347,77734,29794,0.111,0.068,0.028,0.069,53.6,0.264,0.09,0.095,0.128,0.167,0.106,0.068,0.056,0.026,5.41113815832582
"530670118212",NA,1643,12073,4756,0.03,0.045,0.018,0.059,48.9,0.208,0.053,0.1,0.109,0.146,0.122,0.061,0.133,0.067,3.46626430185734
"530330205006",NA,705,100095,41276,0.04,0.059,0.02,0.05,43.5,0.257,0.064,0.068,0.084,0.144,0.107,0.077,0.103,0.096,2.80477871425039
"530330317034",NA,1301,85936,28214,0.029,0.069,0.087,0.074,48,0.228,0.074,0.072,0.094,0.145,0.128,0.089,0.089,0.081,2.95574011942789
"530530635022",NA,2189,120499,42754,0.096,0.077,0.087,0.072,39.3,0.371,0.113,0.11,0.118,0.129,0.078,0.036,0.028,0.017,4.74907342920662
"530330243005",NA,1420,106379,43106,0.061,0.053,0.086,0.057,45.6,0.226,0.049,0.045,0.072,0.101,0.097,0.08,0.106,0.225,3.97120954599561
"530330288011",NA,1253,71600,26421,0.091,0.067,0.057,0.069,53.3,0.279,0.098,0.088,0.107,0.129,0.109,0.067,0.067,0.055,5.41442501415859
"530530623001",NA,1465,96381,35732,0.092,0.062,0.04,0.068,34.5,0.382,0.094,0.096,0.111,0.138,0.084,0.038,0.033,0.023,4.64819733359842
"530330080013",NA,1515,222222,120422,0.009,0.035,0,0.026,32.4,0.236,0.058,0.063,0.081,0.118,0.098,0.083,0.103,0.16,2.64702263444022
"530330032004",NA,1437,141644,64908,0.07,0.057,0,0.047,35.2,0.154,0.06,0.06,0.095,0.122,0.111,0.097,0.11,0.19,2.58382687070817
"530330323202",NA,1515,48503,17772,0.032,0.07,0.1,0.07,45,0.146,0.053,0.042,0.063,0.12,0.126,0.08,0.133,0.235,3.29821103443045
"530330095001",NA,1946,164105,78705,0.057,0.04,0.084,0.037,44.2,0.298,0.061,0.062,0.082,0.107,0.088,0.076,0.087,0.14,2.52036545533064
"530330298022",NA,1014,97430,35408,0.043,0.062,0.036,0.077,40.1,0.285,0.077,0.087,0.124,0.134,0.097,0.076,0.063,0.056,2.79554250645264
"530330006001",NA,1180,164046,70644,0.016,0.06,0.029,0.047,52.6,0.255,0.069,0.066,0.086,0.128,0.106,0.074,0.101,0.114,2.57728078428445
"530330056003",NA,1044,109057,56099,0.013,0.046,0.049,0.034,56,0.156,0.062,0.06,0.083,0.138,0.113,0.096,0.107,0.185,2.67884909769058
"530330050003",NA,1608,307863,146108,0.035,0.047,0.013,0.037,30.9,0.205,0.057,0.059,0.085,0.123,0.106,0.085,0.109,0.17,5.59645525910591
"530330041003",NA,1477,145736,58468,0.062,0.045,0.081,0.047,47.1,0.222,0.053,0.053,0.071,0.102,0.086,0.071,0.111,0.231,3.3642273684419
"530330322111",NA,1846,70381,24994,0.04,0.069,0.087,0.082,41.8,0.1,0.03,0.032,0.048,0.099,0.106,0.111,0.14,0.334,2.84067420672913
"530670118102",NA,1388,1388,571,0.019,0.019,0.071,0.071,50.5,0.194,0.058,0.018,0.135,0.089,0.06,0.205,0.184,0.058,4.74828703247085
"530330249031",NA,1774,70819,25692,0.02,0.056,0.059,0.063,43.3,0.124,0.047,0.038,0.073,0.106,0.1,0.086,0.151,0.274,3.07991163652908
"530330052004",NA,1628,291898,134466,0.069,0.047,0.034,0.04,30.8,0.196,0.056,0.059,0.084,0.119,0.106,0.086,0.108,0.185,4.0019894491088
"530330238043",NA,3238,97048,41721,0.029,0.055,0.011,0.052,32.6,0.172,0.042,0.047,0.068,0.115,0.114,0.076,0.117,0.249,2.84468572587063
"530530731081",NA,2964,73864,23728,0.109,0.077,0.1,0.084,33.7,0.17,0.062,0.092,0.111,0.184,0.156,0.095,0.079,0.05,4.7867027299596
"530330323252",NA,2552,66998,26043,0.096,0.064,0.084,0.079,31.3,0.136,0.032,0.041,0.062,0.102,0.123,0.101,0.142,0.261,4.05776097120336
"530530723074",NA,833,70301,27838,0.09,0.07,0.04,0.053,47.6,0.29,0.079,0.103,0.112,0.146,0.085,0.067,0.059,0.059,4.9901072556575
"530530719014",NA,1529,65250,26491,0.047,0.078,0.071,0.069,49.6,0.407,0.104,0.097,0.11,0.119,0.067,0.043,0.027,0.025,3.2412624810836
"530330308022",NA,1236,72992,26265,0.064,0.076,0.044,0.076,45,0.281,0.084,0.097,0.121,0.138,0.095,0.069,0.071,0.043,3.66241489224428
"530330204022",NA,963,92446,37673,0.063,0.062,0.059,0.053,49.7,0.239,0.067,0.071,0.086,0.149,0.111,0.079,0.108,0.09,4.16577846626728
"530330207001",NA,1086,106974,44626,0.033,0.058,0.044,0.05,42.4,0.265,0.069,0.07,0.084,0.142,0.107,0.072,0.097,0.092,2.74158725500424
"530330296014",NA,925,93284,31167,0.055,0.074,0.091,0.075,40.7,0.265,0.085,0.081,0.101,0.142,0.107,0.082,0.07,0.067,3.2083689350711
"530330222033",NA,1029,102805,42269,0,0.063,0.047,0.057,47.8,0.151,0.051,0.051,0.069,0.118,0.109,0.103,0.133,0.215,2.61128630664617
"530330079005",NA,1940,227169,118839,0.047,0.034,0.01,0.028,31.2,0.254,0.058,0.058,0.079,0.114,0.093,0.081,0.097,0.166,2.23802611013133
"530330302024",NA,1635,108667,39104,0.041,0.068,0.037,0.068,29.8,0.267,0.077,0.086,0.123,0.143,0.104,0.084,0.065,0.05,2.70005775468853
"530330225004",NA,1501,87441,35989,0.055,0.063,0.009,0.055,55,0.152,0.044,0.05,0.072,0.114,0.1,0.097,0.123,0.25,4.54675010363493
"530530731142",NA,1941,23208,8044,0.129,0.067,0.076,0.069,30.9,0.27,0.105,0.061,0.13,0.147,0.095,0.083,0.072,0.037,5.52552318360758
"530330286001",NA,994,51448,19461,0.054,0.067,0,0.074,56.3,0.283,0.097,0.092,0.107,0.121,0.087,0.064,0.073,0.075,4.06327846971228
"530530633005",NA,1444,98960,35716,0.039,0.067,0.019,0.072,31.1,0.362,0.104,0.102,0.108,0.137,0.089,0.04,0.038,0.021,2.81528353018273
"530530712051",NA,1946,56936,21457,0.039,0.055,0.048,0.059,45.4,0.257,0.096,0.085,0.115,0.142,0.113,0.06,0.085,0.048,3.27206632107403
"530330301001",NA,877,101432,36434,0.027,0.065,0.054,0.072,54,0.278,0.077,0.092,0.123,0.13,0.097,0.085,0.06,0.058,2.75955868216183
"530670107002",NA,1531,74122,31424,0.064,0.051,0.108,0.055,34.9,0.305,0.094,0.087,0.105,0.136,0.109,0.069,0.059,0.037,3.73708776409909
"530330118002",NA,973,110591,39006,0,0.063,0.058,0.064,44.1,0.285,0.074,0.082,0.087,0.121,0.106,0.068,0.08,0.098,2.7125167369696
"530330054002",NA,1327,320290,159268,0.037,0.04,0.02,0.032,35.3,0.223,0.056,0.06,0.081,0.119,0.1,0.083,0.102,0.176,5.63822030590237
"530530721091",NA,1512,27693,9604,0.08,0.062,0.052,0.069,51.8,0.208,0.089,0.09,0.143,0.163,0.111,0.088,0.067,0.041,5.3980687330858
"530670123101",NA,1828,37008,14049,0.068,0.064,0.127,0.069,31.9,0.198,0.089,0.094,0.148,0.177,0.109,0.082,0.066,0.038,4.0760186832524
"530330325004",NA,1734,5677,2164,0.047,0.05,0.03,0.042,47.3,0.13,0.054,0.036,0.073,0.147,0.11,0.081,0.139,0.23,5.33298163590419
"530330273004",NA,1187,122490,43439,0.029,0.069,0.058,0.068,37.8,0.334,0.104,0.088,0.095,0.13,0.087,0.064,0.056,0.041,2.78756263753878
"530330239004",NA,1064,84310,32729,0,0.05,0.067,0.06,50.1,0.146,0.041,0.041,0.066,0.108,0.099,0.091,0.133,0.275,2.65079747452985
"530530607005",NA,1169,103260,44968,0,0.056,0,0.056,19.5,0.343,0.091,0.071,0.101,0.129,0.092,0.058,0.063,0.052,2.79106257902599
"530330006006",NA,1174,180353,78262,0.078,0.058,0.053,0.048,32.9,0.248,0.066,0.066,0.084,0.122,0.102,0.076,0.102,0.135,2.1014588571623
"530330027002",NA,1963,261314,112881,0.058,0.051,0.046,0.045,32.1,0.231,0.062,0.06,0.086,0.117,0.099,0.082,0.103,0.159,3.61717777554974
