"Block.Group.ID","Average.Block.Group.Score","Population","Population.3.Mile","Households.3.Mile","Percent.Kids.under.5","Percent.Kids.under.5.3.Mile","Percent.Kids.5.to.9","Percent.Kids.5.to.9.3 Mile","Average.Age","Household.income.under.40K.3Mile","Household.income.40K.to.50K.3.Mile","Household.income.50K.to.60K.3.Mile","Household.income.60K.to.75K.3.Mile","Household.income.75K.to.100K.3.Mile","Household.income.100:.125K.3.Mile","Household.income.125K.to.150K.3.Mile","Household.income.150K.to.200K.3.Mile","Household.income.200K+.3Mile","Score"
"530330257011",NA,1242,118799,45806,0.028,0.065,0.074,0.066,45.3,0.244,0.074,0.086,0.113,0.148,0.115,0.064,0.087,0.069,2.62514863114378
"530330060002",NA,1311,297924,151336,0,0.037,0.07,0.028,45,0.227,0.059,0.062,0.083,0.12,0.1,0.084,0.098,0.165,5.77789340033333
"530330277013",NA,723,6052,2667,0,0.017,0.046,0.05,51.8,0.308,0.091,0.051,0.085,0.076,0.09,0.099,0.105,0.096,3.13234654032894
"530330312022",NA,1158,24767,8932,0.154,0.063,0.204,0.076,28.3,0.165,0.047,0.095,0.108,0.151,0.106,0.095,0.136,0.098,2.12273316739705
"530530731192",NA,1895,1895,741,0.027,0.027,0.042,0.042,49.3,0.085,0.109,0.034,0.101,0.243,0.165,0.142,0.058,0.063,4.50233494141378
"530530734043",NA,717,73655,28176,0.029,0.06,0.017,0.053,45.8,0.258,0.089,0.08,0.124,0.138,0.115,0.061,0.082,0.053,2.86379953294429
"530670104001",NA,1645,73241,31669,0.04,0.053,0.039,0.054,43.2,0.322,0.095,0.088,0.1,0.14,0.103,0.064,0.05,0.038,3.02884492451502
"530330007002",NA,1405,166813,71789,0.078,0.057,0.019,0.048,33.7,0.25,0.066,0.065,0.08,0.126,0.1,0.07,0.105,0.139,2.53698124980308
"530330322151",NA,1993,50777,17358,0.037,0.066,0.105,0.081,38.8,0.073,0.03,0.023,0.047,0.083,0.089,0.118,0.169,0.369,2.470559237559
"530670119001",NA,2361,4420,1708,0.026,0.055,0.028,0.057,48.4,0.166,0.053,0.058,0.07,0.162,0.138,0.106,0.108,0.139,4.32294677491855
"530330312062",NA,1760,66471,23731,0.04,0.074,0.043,0.076,33.2,0.295,0.078,0.093,0.111,0.141,0.088,0.068,0.076,0.05,2.84549656718365
"530330226063",NA,1524,107339,44795,0.038,0.066,0.047,0.064,39.5,0.161,0.039,0.045,0.072,0.113,0.117,0.101,0.137,0.215,2.43416743895286
"530330237003",NA,1593,102981,44449,0.043,0.059,0.033,0.051,32.1,0.163,0.043,0.045,0.069,0.112,0.121,0.081,0.125,0.242,2.59652920589694
"530330312045",NA,1204,14200,5119,0.043,0.062,0.02,0.054,50.3,0.091,0.085,0.087,0.075,0.161,0.133,0.085,0.141,0.141,4.14352198757129
"530330100023",NA,1090,166355,77042,0.074,0.041,0.092,0.039,38.2,0.311,0.064,0.06,0.082,0.107,0.089,0.076,0.081,0.131,2.28662952617774
"530330320062",NA,2414,57549,19916,0.103,0.064,0.098,0.088,33.9,0.137,0.037,0.05,0.094,0.174,0.151,0.114,0.134,0.109,3.74470791764736
"530330298026",NA,2553,91322,32634,0.051,0.072,0.085,0.075,30.4,0.322,0.076,0.08,0.126,0.13,0.084,0.069,0.062,0.051,2.92275657701668
"530330251022",NA,1377,100310,38604,0.027,0.062,0.046,0.066,33.5,0.22,0.064,0.073,0.104,0.143,0.119,0.071,0.098,0.109,2.65559100130111
"530330312025",NA,1131,7695,2750,0.101,0.05,0.057,0.057,34.5,0.193,0.032,0.103,0.042,0.143,0.076,0.104,0.13,0.176,5.1428165872647
"530330228031",NA,753,108253,43398,0.068,0.065,0.09,0.067,30.4,0.162,0.039,0.038,0.076,0.118,0.125,0.093,0.138,0.21,2.2064707912734
"530330317051",NA,1568,66679,21849,0.054,0.06,0.038,0.069,42.5,0.162,0.059,0.071,0.097,0.15,0.136,0.111,0.1,0.114,4.14890637270524
"530330323251",NA,593,64360,24684,0.128,0.064,0.083,0.081,41.4,0.134,0.033,0.037,0.061,0.101,0.124,0.105,0.144,0.261,2.12812907094347
"530330093001",NA,770,199070,104685,0.029,0.034,0.027,0.03,37.8,0.27,0.058,0.058,0.08,0.113,0.098,0.079,0.097,0.146,2.26730974961167
"530330080014",NA,1560,226023,121580,0,0.035,0,0.027,35.7,0.237,0.058,0.063,0.081,0.118,0.097,0.083,0.102,0.162,2.77766229110024
"530330289014",NA,697,59275,21277,0,0.063,0.055,0.072,60.2,0.268,0.092,0.089,0.113,0.134,0.103,0.069,0.07,0.062,2.83536621339378
"530530707035",NA,731,54313,19220,0.074,0.071,0.082,0.067,33.1,0.217,0.07,0.079,0.109,0.162,0.12,0.086,0.095,0.061,4.06205686731003
"530539400041",NA,892,64557,22698,0.048,0.065,0.031,0.069,48.6,0.283,0.1,0.096,0.103,0.146,0.109,0.055,0.067,0.04,3.32711724410687
"530330325002",NA,1520,4096,1526,0.066,0.059,0.053,0.046,45.5,0.165,0.065,0.05,0.071,0.125,0.113,0.073,0.106,0.233,5.45838230987111
"530670125302",NA,1319,10052,3308,0.045,0.109,0.096,0.079,36.9,0.244,0.115,0.087,0.137,0.159,0.094,0.068,0.056,0.039,3.02714110223265
"530330080022",NA,1772,222724,120026,0.02,0.036,0,0.027,33.7,0.24,0.059,0.062,0.081,0.117,0.097,0.083,0.1,0.161,2.53400521601744
"530330291011",NA,1663,88609,32269,0.059,0.07,0.076,0.074,37.2,0.316,0.096,0.09,0.133,0.124,0.084,0.058,0.055,0.044,3.14851496140689
"530530635013",NA,1511,133472,48660,0.126,0.076,0.066,0.073,37,0.382,0.118,0.107,0.118,0.128,0.074,0.033,0.025,0.015,5.25419309881243
"530330305044",NA,1280,71261,24975,0.04,0.073,0.029,0.076,56.8,0.286,0.079,0.086,0.11,0.15,0.092,0.078,0.07,0.048,3.42356830874927
"530530703132",NA,910,44187,16899,0.029,0.07,0.059,0.065,50.8,0.192,0.074,0.083,0.102,0.151,0.115,0.078,0.108,0.095,3.0790460454805
"530330305031",NA,2935,74048,25422,0.168,0.078,0.069,0.077,33,0.283,0.078,0.081,0.112,0.152,0.098,0.08,0.067,0.049,4.39929101315655
"530330219052",NA,1216,108960,43548,0.044,0.067,0.038,0.062,51.8,0.167,0.056,0.058,0.081,0.132,0.123,0.101,0.132,0.15,3.06956272958223
"530330074012",NA,1504,261328,133968,0.015,0.034,0.014,0.027,30.8,0.258,0.059,0.061,0.078,0.113,0.093,0.079,0.094,0.163,4.17101632133568
"530330228014",NA,1525,116832,47678,0.048,0.061,0.028,0.061,39.8,0.162,0.045,0.046,0.073,0.113,0.12,0.083,0.132,0.227,2.7343550834206
"530330262003",NA,2188,88884,32235,0.068,0.075,0.011,0.06,37.2,0.307,0.101,0.087,0.099,0.135,0.102,0.06,0.062,0.047,3.60899315090522
"530530723072",NA,947,74802,29925,0.154,0.076,0.05,0.054,37.9,0.312,0.089,0.097,0.113,0.138,0.084,0.058,0.054,0.054,4.86783212613499
"530670108004",NA,1121,43882,17999,0.038,0.046,0.021,0.056,48.9,0.265,0.088,0.093,0.088,0.152,0.112,0.073,0.072,0.057,3.35959897923808
"530330116004",NA,969,100927,41652,0.068,0.071,0.088,0.066,47.6,0.269,0.078,0.07,0.088,0.124,0.105,0.079,0.088,0.1,3.97540394514581
"530330204011",NA,1763,83082,33027,0.053,0.062,0.051,0.054,38.2,0.229,0.064,0.064,0.085,0.149,0.114,0.087,0.109,0.1,3.48173408068412
"530530715053",NA,830,71173,25045,0.014,0.059,0.035,0.071,56.6,0.307,0.09,0.097,0.128,0.167,0.081,0.055,0.053,0.023,2.84905559211667
"530539400051",NA,1653,80236,28573,0.071,0.068,0.036,0.061,37.7,0.244,0.08,0.082,0.119,0.158,0.112,0.076,0.074,0.056,4.03381566535641
"530330256022",NA,852,102058,38638,0.076,0.067,0.021,0.065,48.8,0.21,0.074,0.076,0.116,0.149,0.122,0.072,0.099,0.082,4.33631103220835
"530330244002",NA,1941,73261,30960,0.074,0.051,0.073,0.057,33.8,0.149,0.044,0.038,0.057,0.104,0.104,0.087,0.129,0.288,4.88970573229779
"530330305011",NA,933,73767,26289,0.084,0.074,0.03,0.072,37.5,0.272,0.08,0.094,0.12,0.153,0.091,0.079,0.065,0.047,4.29948621887201
"530330293054",NA,946,91455,31270,0.026,0.066,0.043,0.067,38.3,0.216,0.071,0.076,0.13,0.152,0.117,0.078,0.098,0.061,2.68732992969023
"530530703123",NA,1732,43159,14513,0.088,0.074,0.124,0.082,30.6,0.137,0.073,0.08,0.106,0.159,0.167,0.103,0.105,0.071,4.99286508821398
"530330021002",NA,1197,206315,85231,0.095,0.051,0.088,0.047,32.4,0.261,0.065,0.062,0.08,0.116,0.092,0.069,0.099,0.156,2.11847458340623
"530530711002",NA,892,70764,25339,0.058,0.061,0.04,0.065,49.4,0.276,0.096,0.095,0.12,0.146,0.101,0.054,0.072,0.04,3.78512259984817
"530330320055",NA,1350,59481,20858,0.041,0.06,0.04,0.072,47.2,0.147,0.053,0.055,0.087,0.174,0.142,0.104,0.119,0.119,3.9664090351004
"530530714062",NA,2088,51697,16881,0.061,0.076,0.1,0.086,34.4,0.242,0.065,0.092,0.134,0.182,0.103,0.089,0.06,0.033,3.51992810712258
"530530725051",NA,1283,9786,3888,0.044,0.053,0.023,0.059,52,0.186,0.06,0.069,0.087,0.117,0.087,0.07,0.105,0.218,4.91099430685045
"530330218033",NA,1219,89938,35690,0.036,0.067,0.075,0.063,39.8,0.17,0.061,0.059,0.083,0.128,0.115,0.105,0.141,0.138,2.7441097367361
"530330250031",NA,962,72459,26346,0.045,0.056,0.047,0.06,57.4,0.14,0.045,0.039,0.071,0.1,0.104,0.084,0.141,0.275,4.80611499258594
"530670114103",NA,715,76120,29918,0.008,0.066,0.039,0.067,48.4,0.268,0.089,0.099,0.126,0.165,0.106,0.067,0.051,0.03,2.77765584386608
"530670125301",NA,1797,1797,631,0.091,0.091,0.026,0.026,39.8,0.1,0.087,0.098,0.158,0.168,0.17,0.097,0.059,0.063,5.24691332810708
"530530724101",NA,1947,10811,4049,0.039,0.05,0.085,0.068,48.4,0.137,0.06,0.068,0.074,0.139,0.149,0.072,0.1,0.202,4.96090736619039
"530330215004",NA,1042,65770,26479,0.048,0.068,0.121,0.061,45.3,0.222,0.068,0.06,0.077,0.148,0.104,0.084,0.115,0.121,3.64022771027093
"530330301007",NA,753,84922,31484,0.057,0.064,0.076,0.067,50.6,0.283,0.081,0.092,0.118,0.137,0.1,0.074,0.063,0.052,3.59862734504715
"530330295031",NA,1506,102692,34948,0.053,0.072,0.048,0.07,38,0.296,0.08,0.08,0.121,0.136,0.101,0.071,0.065,0.049,2.95765936496479
"530530704011",NA,1373,48324,17589,0.017,0.066,0.136,0.067,45.8,0.199,0.07,0.082,0.112,0.158,0.129,0.083,0.092,0.075,2.54609199108963
"530330039002",NA,1064,152236,60382,0.039,0.049,0.1,0.05,45.2,0.249,0.059,0.053,0.067,0.105,0.089,0.07,0.108,0.2,2.48062037859653
"530330074014",NA,1241,255299,131375,0,0.034,0,0.027,35.1,0.252,0.058,0.061,0.079,0.115,0.095,0.081,0.095,0.165,3.09085276624248
"530330264002",NA,1524,130461,46323,0.203,0.069,0.041,0.07,27.2,0.349,0.096,0.085,0.091,0.128,0.086,0.067,0.057,0.043,3.59531695767348
"530330258032",NA,1470,96906,36606,0.05,0.064,0.08,0.062,31,0.212,0.078,0.082,0.121,0.154,0.119,0.078,0.091,0.065,2.74237790411632
"530330001004",NA,2277,139605,59146,0.079,0.061,0.071,0.05,29.5,0.257,0.072,0.071,0.083,0.134,0.097,0.073,0.1,0.113,3.1302276099525
"530330312061",NA,1573,67384,24207,0.038,0.074,0.089,0.074,22.5,0.285,0.081,0.09,0.109,0.141,0.09,0.072,0.079,0.053,2.74705111696985
"530530726031",NA,666,2713,1085,0,0.089,0.132,0.116,50.7,0.321,0.086,0.205,0.171,0.133,0,0.03,0.042,0.013,2.64993306866287
"530530723093",NA,1754,63967,26163,0.125,0.066,0,0.053,31.3,0.291,0.082,0.086,0.099,0.153,0.091,0.061,0.059,0.077,5.43964264875292
"530330290041",NA,1937,90113,32137,0.07,0.065,0.061,0.078,34.1,0.316,0.087,0.089,0.127,0.122,0.091,0.062,0.059,0.047,3.62370382564149
"530330027004",NA,1274,260840,112645,0.087,0.051,0.036,0.044,36.2,0.229,0.062,0.059,0.087,0.118,0.1,0.083,0.104,0.157,1.79383701443961
"530330293033",NA,2469,87142,31271,0.026,0.07,0.097,0.063,48.6,0.214,0.071,0.076,0.133,0.155,0.115,0.081,0.097,0.057,2.90013527990643
"530330250052",NA,1942,80405,28943,0.073,0.056,0.043,0.062,35.7,0.124,0.038,0.037,0.082,0.116,0.109,0.085,0.145,0.262,4.69053818139412
"530670126204",NA,1302,2082,730,0.075,0.07,0.035,0.046,36.3,0.274,0.088,0.058,0.085,0.227,0.138,0.042,0.084,0.004,5.33489785220114
"530330280002",NA,2049,100175,35912,0.064,0.071,0.125,0.066,35.1,0.306,0.102,0.082,0.094,0.128,0.093,0.073,0.062,0.059,3.52719842578467
"530330284023",NA,1444,81652,29177,0.085,0.072,0.073,0.064,36.5,0.311,0.112,0.088,0.102,0.126,0.097,0.061,0.054,0.049,4.74456480159811
"530530723111",NA,1505,97596,39700,0.025,0.066,0.032,0.057,32.7,0.311,0.094,0.081,0.099,0.146,0.096,0.058,0.056,0.059,2.78888588643258
"530530615003",NA,952,86338,35788,0,0.052,0.05,0.062,31.9,0.342,0.09,0.072,0.098,0.132,0.094,0.057,0.067,0.048,2.78598421044188
"530530704042",NA,2511,49093,16676,0.073,0.073,0.072,0.075,40.6,0.194,0.063,0.064,0.112,0.168,0.127,0.103,0.098,0.07,5.14286451518877
"530330049001",NA,1299,285627,131286,0.046,0.047,0.035,0.038,34.9,0.193,0.059,0.059,0.087,0.124,0.107,0.088,0.109,0.173,4.64504814247299
"530330314003",NA,1459,13996,5818,0,0.04,0.07,0.069,39.6,0.294,0.091,0.118,0.101,0.118,0.098,0.048,0.091,0.04,2.8280219942712
"530330254001",NA,1481,102924,39637,0.115,0.063,0.078,0.064,37.9,0.214,0.065,0.072,0.108,0.14,0.122,0.068,0.102,0.109,4.14579774954448
"530330219044",NA,1325,104664,41417,0.095,0.066,0.058,0.063,37.2,0.156,0.052,0.053,0.079,0.128,0.128,0.1,0.133,0.171,4.03333774596955
"530330323112",NA,1918,32084,11474,0.143,0.057,0.087,0.062,36.8,0.101,0.041,0.037,0.042,0.1,0.135,0.068,0.133,0.342,3.66692276797028
"530330233004",NA,1619,91453,35028,0.045,0.062,0.028,0.065,40.9,0.17,0.051,0.05,0.078,0.117,0.115,0.076,0.136,0.207,3.25921938437186
"530330227022",NA,1754,99771,43209,0.04,0.061,0.04,0.051,21.5,0.154,0.038,0.038,0.066,0.105,0.114,0.094,0.132,0.259,2.4319466289978
"530330217003",NA,1515,61479,24162,0.09,0.065,0.104,0.07,36.8,0.165,0.058,0.057,0.083,0.14,0.101,0.11,0.136,0.149,4.80555545999049
"530330220062",NA,1327,99890,41047,0.129,0.065,0.044,0.056,35.8,0.16,0.052,0.053,0.074,0.127,0.115,0.105,0.131,0.183,3.48863257562279
"530330016003",NA,1470,169130,78483,0.069,0.057,0.067,0.043,40.2,0.213,0.061,0.058,0.092,0.13,0.105,0.086,0.101,0.154,2.11309375340939
"530530702072",NA,1269,16267,6605,0.095,0.05,0.097,0.074,35.1,0.29,0.071,0.111,0.095,0.124,0.107,0.062,0.101,0.039,5.36859629989994
"530330048001",NA,1203,264695,119156,0.012,0.05,0,0.04,34.6,0.196,0.06,0.059,0.088,0.12,0.105,0.088,0.109,0.174,2.71571489488515
"530330022002",NA,1496,172537,71024,0.097,0.053,0.1,0.049,38.5,0.264,0.063,0.063,0.071,0.114,0.091,0.065,0.102,0.165,3.00169608506454
"530330043012",NA,1343,203928,85627,0.013,0.048,0.074,0.045,38.4,0.22,0.06,0.056,0.076,0.111,0.092,0.079,0.109,0.198,4.07616934821502
"530330108002",NA,1389,123907,51552,0.055,0.063,0.099,0.069,34.6,0.252,0.071,0.073,0.088,0.118,0.108,0.078,0.1,0.111,2.64848640954099
"530530635012",NA,1271,133809,48369,0.078,0.076,0.11,0.073,37.7,0.383,0.114,0.107,0.119,0.128,0.076,0.033,0.025,0.014,3.19887504662765
"530530703162",NA,3740,55314,20102,0.071,0.076,0.075,0.072,34.2,0.228,0.082,0.092,0.113,0.125,0.117,0.081,0.09,0.071,4.69979021950649
"530330069004",NA,1174,233074,125232,0.038,0.039,0.037,0.027,40.8,0.215,0.059,0.063,0.084,0.122,0.102,0.086,0.103,0.167,2.56872208572139
"530530729053",NA,1980,26510,7961,0.228,0.141,0.161,0.101,20.4,0.299,0.136,0.077,0.124,0.17,0.066,0.039,0.058,0.033,3.24748472886456
"530330323261",NA,1371,33133,11875,0.074,0.065,0.058,0.075,51,0.101,0.043,0.036,0.049,0.09,0.13,0.077,0.138,0.335,5.28273433183371
"530330237002",NA,1953,118455,50164,0.08,0.06,0.113,0.054,43,0.159,0.044,0.042,0.071,0.112,0.121,0.085,0.126,0.239,3.57336949408604
"530330245001",NA,2527,74419,29192,0.025,0.05,0.067,0.061,44.1,0.137,0.039,0.041,0.066,0.107,0.107,0.09,0.123,0.29,3.39084195947776
"530330093003",NA,998,161190,70742,0.009,0.049,0.02,0.048,42.4,0.308,0.066,0.065,0.083,0.106,0.092,0.071,0.091,0.118,2.63070287511103
"530330036004",NA,2183,260596,112159,0.038,0.052,0,0.044,31.2,0.213,0.061,0.056,0.085,0.119,0.101,0.083,0.106,0.175,2.39077466702825
"530330236041",NA,3216,116404,47749,0.066,0.059,0.069,0.057,32.1,0.17,0.048,0.048,0.074,0.114,0.119,0.077,0.128,0.222,3.89652638644624
"530330324021",NA,1998,11398,3989,0.073,0.061,0.05,0.08,37.2,0.126,0.026,0.051,0.046,0.118,0.135,0.056,0.223,0.219,5.22979848942517
"530330104011",NA,1072,111321,41754,0.084,0.057,0.016,0.061,38.2,0.31,0.069,0.064,0.079,0.108,0.088,0.076,0.089,0.118,4.70458280454209
"530330097025",NA,1270,62483,28369,0.02,0.064,0.098,0.06,42.9,0.195,0.063,0.061,0.09,0.11,0.111,0.076,0.135,0.159,2.73700108854614
"530330102004",NA,1137,118608,43764,0.137,0.054,0.009,0.061,39.8,0.264,0.061,0.058,0.076,0.113,0.093,0.076,0.092,0.168,4.48357006655315
"530330320051",NA,671,53941,18823,0,0.059,0.048,0.08,49.6,0.137,0.042,0.056,0.086,0.175,0.143,0.113,0.13,0.118,2.71244769352969
"530330249034",NA,1587,77820,28323,0.021,0.058,0.043,0.06,50,0.124,0.042,0.039,0.082,0.118,0.107,0.087,0.143,0.259,3.11241272744424
"530330088002",NA,1517,196592,103276,0.071,0.035,0.041,0.03,35.3,0.26,0.057,0.056,0.079,0.11,0.096,0.08,0.098,0.164,1.97806170934986
"530330226062",NA,1759,112991,46618,0.03,0.067,0.081,0.063,33.6,0.152,0.037,0.041,0.072,0.115,0.116,0.103,0.143,0.221,2.65876165364784
"530330056004",NA,1224,117062,58065,0.069,0.049,0.065,0.037,45.4,0.155,0.066,0.06,0.09,0.138,0.108,0.092,0.102,0.19,3.38171234773064
"530330104021",NA,1440,128215,48246,0.015,0.062,0.028,0.065,34.9,0.306,0.077,0.068,0.094,0.117,0.092,0.073,0.084,0.089,2.72881146510741
"530330323072",NA,1217,32500,11819,0.108,0.065,0.087,0.066,42.7,0.124,0.047,0.042,0.06,0.108,0.135,0.077,0.136,0.272,4.61131925899993
"530530717032",NA,1568,116797,42788,0.121,0.079,0.091,0.071,31.5,0.398,0.113,0.109,0.114,0.124,0.068,0.034,0.027,0.013,5.10299166162241
"530330001005",NA,1128,150935,63999,0.048,0.059,0.014,0.049,31.7,0.251,0.068,0.067,0.079,0.127,0.102,0.068,0.103,0.134,2.54277808318278
"530330294053",NA,1077,107656,35945,0.008,0.069,0.084,0.068,37.5,0.234,0.074,0.081,0.12,0.146,0.115,0.08,0.083,0.067,2.68695104479241
"530530714103",NA,2538,48046,16489,0.076,0.065,0.088,0.078,28.6,0.249,0.08,0.106,0.134,0.187,0.079,0.077,0.057,0.031,4.27094645536986
"530530716012",NA,1337,102391,35624,0.038,0.072,0.037,0.071,50.2,0.352,0.107,0.107,0.116,0.134,0.08,0.041,0.041,0.021,2.89942708663579
"530330250012",NA,1635,90551,33152,0.034,0.057,0.043,0.066,37.9,0.148,0.046,0.045,0.083,0.114,0.108,0.082,0.134,0.239,2.8937974067009
"530539400033",NA,2121,45755,16443,0.088,0.066,0.093,0.077,28.5,0.268,0.075,0.077,0.105,0.156,0.12,0.068,0.076,0.055,5.16333482190038
"530330086002",NA,2561,214181,113787,0.007,0.035,0,0.029,20.8,0.246,0.056,0.059,0.078,0.117,0.097,0.082,0.098,0.167,3.08655840406352
"530330236044",NA,817,103659,41879,0.097,0.056,0.061,0.056,27.8,0.168,0.048,0.047,0.07,0.119,0.115,0.077,0.129,0.226,3.62530241632013
"530530631001",NA,1099,130596,47638,0.016,0.075,0.085,0.075,41.9,0.389,0.114,0.101,0.114,0.126,0.077,0.037,0.026,0.015,2.75434631200581
"530530729062",NA,575,15848,4803,0.007,0.17,0.007,0.103,22.7,0.342,0.171,0.091,0.111,0.168,0.04,0.025,0.035,0.016,2.80909801001198
"530330090002",NA,1998,202760,106861,0.056,0.036,0.052,0.029,41.8,0.265,0.058,0.056,0.078,0.112,0.098,0.079,0.096,0.158,2.19743513547107
"530330221022",NA,927,108416,43810,0.113,0.065,0.047,0.062,39,0.184,0.059,0.06,0.078,0.132,0.109,0.098,0.133,0.147,4.09337362529152
"530530731181",NA,1978,18909,6332,0.066,0.071,0.072,0.078,32.2,0.141,0.107,0.078,0.132,0.211,0.111,0.108,0.065,0.046,4.29840481812477
"530330094005",NA,1407,192202,99533,0.014,0.034,0.08,0.031,33,0.275,0.057,0.057,0.079,0.111,0.096,0.081,0.094,0.15,5.24588573056481
"530330236043",NA,1407,112602,46275,0.022,0.056,0.036,0.055,52.2,0.168,0.05,0.048,0.072,0.118,0.118,0.08,0.125,0.223,2.75439417540331
"530330291022",NA,1333,95241,34067,0.036,0.068,0.106,0.077,37.4,0.321,0.085,0.09,0.136,0.12,0.087,0.062,0.055,0.044,2.71217672297196
"530330322121",NA,2839,54759,19816,0.106,0.069,0.065,0.081,36,0.104,0.034,0.036,0.052,0.108,0.099,0.115,0.147,0.305,4.53508391227856
"530330320101",NA,1028,44758,15423,0.109,0.067,0.048,0.096,51,0.125,0.04,0.053,0.089,0.177,0.148,0.118,0.141,0.108,4.05965935932521
"530530703092",NA,1767,44129,14912,0.02,0.065,0.072,0.08,43.2,0.143,0.065,0.074,0.099,0.159,0.153,0.104,0.112,0.09,2.96107505794547
"530330323213",NA,2550,92760,36620,0.105,0.067,0.09,0.067,37.1,0.154,0.048,0.048,0.068,0.121,0.126,0.092,0.141,0.201,4.11346331008261
"530330053014",NA,1419,283046,131999,0,0.044,0,0.04,23.5,0.206,0.056,0.059,0.079,0.115,0.105,0.083,0.11,0.187,5.49943770874452
"530530724072",NA,1527,35248,15017,0.058,0.054,0.074,0.051,51.4,0.253,0.061,0.07,0.102,0.147,0.119,0.077,0.067,0.104,5.13655718329609
"530330260023",NA,1492,107982,41676,0.01,0.061,0.052,0.061,33.7,0.262,0.079,0.076,0.104,0.136,0.122,0.064,0.08,0.077,2.74192791621685
"530330026003",NA,1469,237001,100964,0.067,0.051,0.084,0.045,29.6,0.221,0.064,0.058,0.082,0.113,0.097,0.08,0.107,0.179,4.46903858768246
"530330205005",NA,1456,108063,45079,0.131,0.06,0.077,0.05,29.7,0.268,0.069,0.068,0.082,0.142,0.105,0.074,0.101,0.091,4.16035139272411
"530330227012",NA,1591,89442,38904,0.109,0.057,0.016,0.047,39.1,0.15,0.042,0.043,0.069,0.102,0.106,0.091,0.123,0.273,4.52278225840847
"530330273003",NA,1450,117300,42027,0.133,0.07,0.043,0.065,34.4,0.329,0.103,0.091,0.094,0.127,0.092,0.065,0.055,0.044,5.37029521742883
"530330077002",NA,1184,233732,120585,0.051,0.033,0.008,0.026,40.5,0.268,0.057,0.058,0.078,0.112,0.093,0.077,0.095,0.163,2.01249075341159
"530330206004",NA,837,98602,40926,0.104,0.058,0.115,0.049,44.9,0.267,0.065,0.068,0.081,0.144,0.106,0.075,0.099,0.096,3.94897812508102
"530330047001",NA,1293,234403,104815,0.022,0.05,0.08,0.041,40.9,0.194,0.06,0.06,0.09,0.118,0.104,0.09,0.11,0.173,5.69359049905777
"530530719013",NA,867,75625,30386,0,0.082,0.017,0.069,60.8,0.418,0.113,0.098,0.11,0.111,0.063,0.04,0.025,0.022,2.81285276967429
"530330010002",NA,1022,191229,80920,0.035,0.052,0.109,0.048,41.9,0.265,0.065,0.061,0.078,0.121,0.093,0.068,0.099,0.148,4.53309274861543
"530330232021",NA,2168,91448,35823,0.088,0.065,0.108,0.066,33.9,0.171,0.047,0.049,0.078,0.116,0.121,0.076,0.127,0.215,4.04010424459584
"530330226031",NA,746,115565,47836,0.028,0.064,0.02,0.058,57.1,0.153,0.047,0.051,0.072,0.124,0.124,0.103,0.136,0.189,2.64112973447663
"530670116232",NA,5148,60924,23425,0.119,0.066,0.095,0.065,30.5,0.218,0.087,0.085,0.128,0.184,0.119,0.073,0.068,0.036,5.50283521021787
"530539400113",NA,1067,41940,14767,0.041,0.062,0.028,0.056,51.9,0.172,0.076,0.061,0.096,0.146,0.134,0.105,0.114,0.095,4.14921223357349
"530530714113",NA,1837,44699,14822,0.118,0.071,0.058,0.088,28.3,0.247,0.071,0.097,0.134,0.188,0.086,0.083,0.058,0.035,5.17227965296601
"530330316051",NA,1238,27562,9520,0.061,0.073,0.016,0.1,52.9,0.143,0.047,0.045,0.098,0.159,0.151,0.113,0.139,0.107,5.21818217945956
"530330264003",NA,1433,133236,47820,0.04,0.064,0.064,0.067,36.3,0.335,0.093,0.084,0.088,0.13,0.091,0.072,0.06,0.047,2.78360684317355
"530530714033",NA,1251,58796,19786,0.044,0.07,0.052,0.067,37.2,0.283,0.073,0.107,0.119,0.185,0.08,0.068,0.059,0.027,2.87220554333415
"530330217002",NA,2170,64740,25362,0.095,0.071,0.047,0.068,35.6,0.162,0.059,0.057,0.085,0.124,0.106,0.113,0.15,0.143,5.18430865001458
"530330293073",NA,1355,84588,29691,0.032,0.061,0.112,0.064,42.1,0.172,0.065,0.077,0.112,0.168,0.131,0.089,0.11,0.076,2.78300236313415
"530330274003",NA,1605,103869,37520,0.042,0.073,0.032,0.069,40.4,0.313,0.101,0.085,0.099,0.125,0.09,0.071,0.062,0.054,2.90226957836179
"530670122111",NA,1118,9042,3716,0.035,0.044,0.073,0.056,53.7,0.184,0.055,0.05,0.128,0.151,0.116,0.091,0.133,0.091,4.83682330345933
"530330293052",NA,832,98005,33460,0.031,0.067,0.012,0.062,36.4,0.232,0.073,0.082,0.124,0.154,0.111,0.076,0.09,0.058,2.71558067564074
"530330257013",NA,1043,118522,45878,0.128,0.066,0.113,0.065,31.3,0.226,0.072,0.081,0.114,0.15,0.121,0.07,0.091,0.074,2.83545164510454
"530330118006",NA,2293,109979,38924,0.118,0.064,0.147,0.06,28.8,0.285,0.069,0.08,0.082,0.124,0.098,0.075,0.086,0.102,4.39524717263095
"530330292031",NA,2828,102057,34488,0.051,0.071,0.071,0.072,31.9,0.298,0.086,0.08,0.127,0.13,0.1,0.063,0.071,0.046,3.01767297471718
"530670127302",NA,1524,3393,1228,0.039,0.083,0.091,0.075,44.4,0.264,0.037,0.09,0.119,0.068,0.155,0.148,0.095,0.024,3.15158827682578
