CS_ID,url,address,Property_info
LN-18771550,https://www.loopnet.com/Listing/10117-S-Tacoma-Way-Lakewood-WA/18771550/,"10117 S Tacoma Way, Lakewood, WA 98499","{'Price': '$8,800,000', 'LotSize': '2.97AC', 'PricePerSF': '$352', 'BuildingSize': '24,967SF', 'SaleType': 'Investment', 'No.Stories': '1', 'CapRate': '6.25%', 'YearBuilt': '2003', 'PropertyType': 'Sports&Entertainment', 'ParkingRatio': '8.01/1,000SF', 'PropertySubtype': 'Casino', 'OpportunityZone': 'No', 'BuildingClass': 'B', '': ''}"
LN-18746763,https://www.loopnet.com/Listing/412-E-Main-Puyallup-WA/18746763/,"412 E Main, Puyallup, WA 98372","{'Sale Type': 'Owner User', 'Property Type': 'Retail', 'Property Subtype': 'Freestanding', 'Building Size': '4,428 SF', 'Building Class': 'B', 'Year Built': '1976', 'Price': '$769,500', 'Price Per SF': '$174', 'Tenancy': 'Single', 'Building Height': '2 Stories', 'Building FAR': '0.39', 'Land Acres': '0.26 AC'}"
LN-18710758,https://www.loopnet.com/Listing/8217-S-Hosmer-St-Tacoma-WA/18710758/,"8217 S Hosmer St, Tacoma, WA 98408","{'Price': '$1,190,000', 'PropertySubtype': 'Commercial', 'SaleType': 'Investment', 'ProposedUse': 'Retail', 'No.Lots': '1', 'TotalLotSize': '0.85AC', 'PropertyType': 'Land', 'OpportunityZone': 'No'}"
LN-18591703,https://www.loopnet.com/Listing/5601-Soundview-Dr-Gig-Harbor-WA/18591703/,"5601 Soundview Dr, Gig Harbor, WA 98335","{'Sale Type': 'Owner User', 'Property Type': 'Retail', 'Property Subtype': 'Restaurant', 'Building Size': '6,686 SF', 'Building Class': 'B', 'Year Built': '1982', 'Price': '$2,250,000', 'Price Per SF': '$337', 'Tenancy': 'Single', 'Building Height': '1 Story', 'Building FAR': '0.20', 'Land Acres': '0.75 AC'}"
LN-18503239,https://www.loopnet.com/Listing/2515-N-Stevens-St-Tacoma-WA/18503239/,"2515 N Stevens St, Tacoma, WA 98406","{'Sale Type': 'Owner User', 'Property Type': 'Retail', 'Building Size': '2,600 SF', 'Year Built/Renovated': '1959/2015', 'Price': '$995,000', 'Price Per SF': '$383', 'Percent Leased': 'Vacant', 'Building Height': '1 Story', 'Building FAR': '0.24', 'Land Acres': '0.25 AC'}"
LN-18498353,https://www.loopnet.com/Listing/125-S-Meridian-Puyallup-WA/18498353/,"125 S Meridian, Puyallup, WA 98371","{'Sale Type': 'Investment', 'Property Type': 'Retail', 'Property Subtype': 'Storefront', 'Building Size': '9,900 SF', 'Building Class': 'C', 'Year Built/Renovated': '1948/1983', 'Price': '$1,499,000', 'Price Per SF': '$151', 'Cap Rate': '7.15%', 'Year-1 NOI': '$107,133', 'Tenancy': 'Single', 'Building Height': '2 Stories', 'Building FAR': '1.43', 'Land Acres': '0.16 AC'}"
LN-18436670,https://www.loopnet.com/Listing/1944-Milwaukee-Way-Tacoma-WA/18436670/,"1944 Milwaukee Way, Tacoma, WA 98421","{'Price': '$2,200,000', 'No.Stories': '1', 'PricePerSF': '$218', 'YearBuilt': '1964', 'SaleType': 'OwnerUser', 'Tenancy': 'Single', 'PropertyType': 'Industrial', 'ParkingRatio': '0.71/1,000SF', 'PropertySubtype': 'Warehouse', 'No.Dock-HighDoors/Loading': '1', 'BuildingClass': 'C', 'No.DriveIn/Grade-LevelDoors': '1', 'LotSize': '0.94AC', 'OpportunityZone': 'No', 'RentableBuildingArea': '10,100SF', '': ''}"
LN-18337628,https://www.loopnet.com/Listing/68317-SR-410-E-Enumclaw-WA/18337628/,"68317 SR 410 E, Enumclaw, WA 98022","{'Price': '$5,250,000', 'LotSize': '22.00AC', 'PricePerRoom': '$187,500', 'BuildingSize': '15,000SF', 'SaleType': 'Investment', 'No.Rooms': '28', 'CapRate': '9.31%', 'No.Stories': '2', 'PropertyType': 'Hospitality', 'YearBuilt': '1960', 'PropertySubtype': 'MotelHospitalityHotel', 'Corridor': 'Exterior', 'BuildingClass': 'B', 'OpportunityZone': 'No'}"
LN-18288967,https://www.loopnet.com/Listing/9402-Front-St-S-Lakewood-WA/18288967/,"9402 Front St S, Lakewood, WA 98499","{'Price': '$230,000', 'PropertySubtype': 'Commercial', 'SaleType': 'Investment', 'ProposedUse': 'CommercialIndustrial', 'No.Lots': '1', 'TotalLotSize': '0.79AC', 'PropertyType': 'Land', 'OpportunityZone': 'No'}"
LN-18181205,https://www.loopnet.com/Listing/18811-38th-Ave-E-Tacoma-WA/18181205/,"18811 38th Ave E, Tacoma, WA 98446","{'Price': '$495,000', 'ProposedUse': 'IndustrialOfficeSelfStorageWarehouse', 'SaleType': 'Investment', 'TotalLotSize': '0.98AC', 'No.Lots': '1', 'CrossStreets': '189thStE', 'PropertyType': 'Land', 'OpportunityZone': 'No', 'PropertySubtype': 'Industrial', '': ''}"
LN-18181149,https://www.loopnet.com/Listing/21509-Mountain-Hwy-E-Spanaway-WA/18181149/,"21509 Mountain Hwy E, Spanaway, WA 98387","{'Price': '$600,000', 'PropertySubtype': 'Commercial', 'SaleType': 'Investment', 'TotalLotSize': '1.62AC', 'No.Lots': '1', 'OpportunityZone': 'No', 'PropertyType': 'Land', '': ''}"
LN-17665091,https://www.loopnet.com/Listing/Brand-New-25-Year-CVS-Portfolio/17665091/,Brand New 25-Year CVS Portfolio,"{'Price': '$90,717,926', 'NumberofProperties': '15', 'Price/SF': '$517.00/SF', 'IndividuallyForSale': '0', 'CapRate': '5.64%', 'TotalBuildingSize': '175,469SF', 'SaleType': 'Investment', 'TotalLandArea': '18.47AC', 'Status': 'Active', '': ''}"
LN-17654193,https://www.loopnet.com/Listing/7519-48th-St-E-Fife-WA/17654193/,"7519 48th St E, Fife, WA 98424","{'Price': '$1,850,000', 'PropertySubtype': 'Commercial', 'SaleType': 'Investment', 'TotalLotSize': '5.86AC', 'No.Lots': '1', 'OpportunityZone': 'No', 'PropertyType': 'Land', '': ''}"
LN-17590723,https://www.loopnet.com/Listing/16017-60th-St-E-Sumner-WA/17590723/,"16017 60th St E, Sumner, WA 98390","{'Price': '$2,100,000', 'PropertySubtype': 'Commercial', 'SaleType': 'Investment', 'ProposedUse': 'Multifamily', 'SaleConditions': 'RedevelopmentProject', 'TotalLotSize': '4.00AC', 'No.Lots': '1', 'OpportunityZone': 'No', 'PropertyType': 'Land', '': ''}"
LN-17033691,https://www.loopnet.com/Listing/412-23rd-St-Puyallup-WA/17033691/,"412 23rd St, Puyallup, WA 98372","{'Price': '$800,000', 'PropertySubtype': 'Commercial', 'SaleType': 'Investment', 'TotalLotSize': '1.13AC', 'No.Lots': '1', 'OpportunityZone': 'No', 'PropertyType': 'Land', '': ''}"
LN-16845083,https://www.loopnet.com/Listing/11721-Burnham-Dr-NW-Gig-Harbor-WA/16845083/,"11721 Burnham Dr NW, Gig Harbor, WA 98332","{'Price': '$320,000', 'PropertySubtype': 'Commercial', 'SaleType': 'InvestmentorOwnerUser', 'ProposedUse': 'RetailOffice', 'No.Lots': '1', 'TotalLotSize': '0.98AC', 'PropertyType': 'Land', 'OpportunityZone': 'No'}"
LN-16681285,https://www.loopnet.com/Listing/1502-6th-Ave-Tacoma-WA/16681285/,"1502 6th Ave, Tacoma, WA 98405","{'Sale Type': 'Investment', 'Sale Condition': 'Redevelopment Project', 'Property Type': 'Retail', 'Property Subtype': 'FreestandingFreestandingGeneral Retail Auto RepairGeneral Retail Service StationIndustrial ServiceFreestanding', 'Building Size': '1,747 SF', 'Building Class': 'C', 'Year Built': '1963', 'Price': '$800,000', 'Price Per SF': '$458', 'Cap Rate': '9.37%', 'Year-1 NOI': '$74,925', 'Tenancy': 'Single', 'Building Height': '1 Story', 'Building FAR': '0.11', 'Land Acres': '0.37 AC'}"
LN-16445283,https://www.loopnet.com/Listing/12221-Shaw-Rd-Puyallup-WA/16445283/,"12221 Shaw Rd, Puyallup, WA 98374","{'Price': '$2,300,000', 'PropertySubtype': 'Commercial', 'SaleType': 'OwnerUser', 'ProposedUse': 'RetailMultifamilySelfStorage', 'No.Lots': '1', 'TotalLotSize': '5.64AC', 'PropertyType': 'Land', 'OpportunityZone': 'No'}"
LN-16434342,https://www.loopnet.com/Listing/5019-E-Valley-Hwy-E-Sumner-WA/16434342/,"5019 E Valley Hwy E, Sumner, WA 98390","{'Price': '$450,000', 'PropertySubtype': 'Commercial', 'SaleType': 'OwnerUser', 'ProposedUse': 'OfficeMixedUse', 'No.Lots': '1', 'TotalLotSize': '0.90AC', 'PropertyType': 'Land', 'OpportunityZone': 'No'}"
LN-15917729,https://www.loopnet.com/Listing/5814-176th-St-E-Puyallup-WA/15917729/,"5814 176th St E, Puyallup, WA 98375","{'Price': '$4,982,393', 'PropertySubtype': 'Commercial', 'SaleType': 'Investment', 'ProposedUse': 'IndustrialOfficeMixedUseBankMedical', 'SaleConditions': 'BuildtoSuit', 'TotalLotSize': '8.17AC', 'No.Lots': '1', 'OpportunityZone': 'No', 'PropertyType': 'Land', '': ''}"
LN-15375772,https://www.loopnet.com/Listing/5448-S-Tacoma-Way-Tacoma-WA/15375772/,"5448 S Tacoma Way, Tacoma, WA 98409","{'Sale Type': 'Investment or Owner User', 'Property Type': 'Retail', 'Property Subtype': 'Bank', 'Building Size': '20,000 SF', 'Building Class': 'B', 'Year Built': '1920', 'Price': '$2,499,999', 'Price Per SF': '$125', 'Percent Leased': '1%', 'Tenancy': 'Multiple', 'Building Height': '2 Stories', 'Building FAR': '0.38', 'Land Acres': '1.20 AC'}"
LN-15190913,https://www.loopnet.com/Listing/2725-Henry-Rd-Tacoma-WA/15190913/,"2725 Henry Rd, Tacoma, WA 98403","{'Price': '$990,000', 'PropertySubtype': 'Residential', 'SaleType': 'Investment', 'TotalLotSize': '4.20AC', 'No.Lots': '1', 'OpportunityZone': 'No', 'PropertyType': 'Land', '': ''}"
LN-15108367,https://www.loopnet.com/Listing/2512-Holgate-St-Tacoma-WA/15108367/,"2512 Holgate St, Tacoma, WA 98402","{'Price': '$3,895,000', 'RentableBuildingArea': '28,800SF', 'PricePerSF': '$135', 'No.Stories': '2', 'SaleType': 'Investment', 'YearBuilt': '1890', 'PropertyType': 'Industrial', 'ParkingRatio': '0.36/1,000SF', 'PropertySubtype': 'Warehouse', 'ClearCeilingHeight': '22FT', 'BuildingClass': 'C', 'No.DriveIn/Grade-LevelDoors': '1', 'LotSize': '0.41AC', 'OpportunityZone': 'Yes'}"
LN-15105812,https://www.loopnet.com/Listing/18202-Canyon-Rd-E-Puyallup-WA/15105812/,"18202 Canyon Rd E, Puyallup, WA 98375","{'Price': '$300,000', 'PropertySubtype': 'Industrial', 'SaleType': 'Investment', 'TotalLotSize': '1.31AC', 'No.Lots': '1', 'CrossStreets': '184thStE', 'PropertyType': 'Land', 'OpportunityZone': 'No'}"
LN-14295916,https://www.loopnet.com/Listing/11605-Pacific-Hwy-SW-Lakewood-WA/14295916/,"11605 Pacific Hwy SW, Lakewood, WA 98499","{'Sale Type': 'Owner User', 'Property Type': 'Retail', 'Property Subtype': 'Auto Dealership', 'Building Size': '4,208 SF', 'Building Class': 'C', 'Year Built': '1963', 'Price': '$700,000', 'Price Per SF': '$166', 'Tenancy': 'Single', 'Building Height': '1 Story', 'Building FAR': '0.14', 'Land Acres': '0.68 AC'}"
LN-14192655,https://www.loopnet.com/Listing/11619-Pacific-Hwy-SW-Lakewood-WA/14192655/,"11619 Pacific Hwy SW, Lakewood, WA 98499","{'Sale Type': 'Owner User', 'Property Type': 'Retail', 'Property Subtype': 'Auto Repair', 'Building Size': '4,208 SF', 'Building Class': 'C', 'Year Built': '1963', 'Price': '$700,000', 'Price Per SF': '$166', 'Tenancy': 'Single', 'Building Height': '1 Story', 'Building FAR': '0.14', 'Land Acres': '0.67 AC'}"
LN-14109212,https://www.loopnet.com/Listing/401-E-15th-St-Tacoma-WA/14109212/,"401 E 15th St, Tacoma, WA 98421","{'Price': '$5,750,000', 'LotSize': '6.80AC', 'PricePerSF': '$68', 'BuildingSize': '84,285SF', 'SaleType': 'OwnerUser', 'No.Stories': '1', 'PropertyType': 'Specialty', 'YearBuilt': '1998', 'PropertySubtype': 'Shipyard', 'ClearCeilingHeight': '25FT', 'BuildingClass': 'C', 'OpportunityZone': 'No'}"
LN-13929508,https://www.loopnet.com/Listing/18426-Veterans-Memorial-Hwy-Bonney-Lake-WA/13929508/,"18426 Veterans Memorial Hwy, Bonney Lake, WA 98391","{'Price': '$450,000', 'PropertySubtype': 'Commercial', 'SaleType': 'Investment', 'ProposedUse': 'CommercialRetailOfficeApartmentUnitsApartmentUnits-Senior', 'No.Lots': '1', 'TotalLotSize': '1.57AC', 'PropertyType': 'Land', 'OpportunityZone': 'No'}"
LN-12239208,https://www.loopnet.com/Listing/6902-27th-St-W-University-Place-WA/12239208/,"6902 27th St W, University Place, WA 98466","{'Price': '$3,430,350', 'PropertySubtype': 'Commercial', 'SaleType': 'Investment', 'TotalLotSize': '2.54AC', 'No.Lots': '1', 'OpportunityZone': 'No', 'PropertyType': 'Land', '': ''}"
LN-11150078,https://www.loopnet.com/Listing/5408-Steilacoom-Blvd-SW-Lakewood-WA/11150078/,"5408 Steilacoom Blvd SW, Lakewood, WA 98499","{'Sale Type': 'Owner User', 'Property Type': 'Retail', 'Property Subtype': 'Restaurant', 'Building Size': '4,400 SF', 'Building Class': 'B', 'Year Built/Renovated': '1927/1978', 'Price': '$395,000', 'Price Per SF': '$90', 'Percent Leased': '100%', 'Building Height': '1 Story', 'Building FAR': '0.36', 'Land Acres': '0.28 AC'}"
LN-/8895301,https://www.loopnet.com/Listing/176th-St-Puyallup-WA/8895301/,"176th St, Puyallup, WA 98375","{'Price': '$692,000', 'PropertySubtype': 'Commercial', 'SaleType': 'InvestmentorOwnerUser', 'ProposedUse': 'Retail', 'No.Lots': '1', 'TotalLotSize': '0.69AC', 'PropertyType': 'Land', 'OpportunityZone': 'No'}"
LN-/7336077,https://www.loopnet.com/Listing/12111-Pacific-Hwy-S-Lakewood-WA/7336077/,"12111 Pacific Hwy S, Lakewood, WA 98499","{'Price': '$1,350,000', 'PropertySubtype': 'Commercial', 'SaleType': 'Investment', 'ProposedUse': 'Commercial', 'No.Lots': '1', 'TotalLotSize': '1.41AC', 'PropertyType': 'Land', 'OpportunityZone': 'Yes'}"
LN-/6176568,https://www.loopnet.com/Listing/18414-Veterans-Memorial-Hwy-Bonney-Lake-WA/6176568/,"18414 Veterans Memorial Hwy, Bonney Lake, WA 98391","{'Price': '$297,000', 'PropertySubtype': 'Commercial', 'SaleType': 'Investment', 'ProposedUse': 'CommercialRetailOfficeApartmentUnitsApartmentUnits-SeniorRestaurant', 'No.Lots': '1', 'TotalLotSize': '0.57AC', 'PropertyType': 'Land', 'OpportunityZone': 'No'}"
LN-/5650350,https://www.loopnet.com/Listing/9321-S-Tacoma-Way-Lakewood-WA/5650350/,"9321 S Tacoma Way, Lakewood, WA 98499","{'Sale Type': 'Owner User', 'Property Type': 'Retail', 'Property Subtype': 'Freestanding', 'Building Size': '2,032 SF', 'Building Class': 'C', 'Year Built': '1947', 'Price': '$1,100,000', 'Price Per SF': '$541', 'Percent Leased': '100%', 'Tenancy': 'Multiple', 'Building Height': '1 Story', 'Building FAR': '0.05', 'Land Acres': '1.00 AC'}"
LN-/4000808,https://www.loopnet.com/Listing/22605-22723-22809-Meridian-Ave/4000808/,"22605, 22723 & 22809 Meridian Ave","{'Price': '$8,122,000', 'NumberofProperties': '3', 'SaleType': 'Investment', 'IndividuallyForSale': '0', 'Status': 'Active', 'TotalLandArea': '11.82AC'}"
LN-/3958478,https://www.loopnet.com/Listing/3230-N-Narrows-Dr-Tacoma-WA/3958478/,"3230 N Narrows Dr, Tacoma, WA 98407","{'Price': '$7,900,000', 'PropertySubtype': 'Residential', 'SaleType': 'Investment', 'TotalLotSize': '46.32AC', 'No.Lots': '1', 'OpportunityZone': 'No', 'PropertyType': 'Land', '': ''}"
LN-/3945583,https://www.loopnet.com/Listing/19406-Mountain-Hwy-E-Spanaway-WA/3945583/,"19406 Mountain Hwy E, Spanaway, WA 98387","{'Price': '$5,400,000', 'PropertySubtype': 'Commercial', 'SaleType': 'Investment', 'ProposedUse': 'RetailOfficeGeneralFreestanding', 'No.Lots': '1', 'TotalLotSize': '17.89AC', 'PropertyType': 'Land', 'OpportunityZone': 'No'}"
LN-/3911031,https://www.loopnet.com/Listing/16611-Canyon-Rd-E-Puyallup-WA/3911031/,"16611 Canyon Rd E, Puyallup, WA 98375","{'Price': '$4,000,000', 'PropertySubtype': 'Commercial', 'SaleType': 'Investment', 'ProposedUse': 'RetailMixedUse', 'No.Lots': '1', 'TotalLotSize': '6.36AC', 'PropertyType': 'Land', 'OpportunityZone': 'No'}"
LN-/3857046,https://www.loopnet.com/Listing/Military-Rd-E-Edgewood-WA/3857046/,"Military Rd E, Edgewood, WA 98372","{'Price': '$990,000', 'PropertySubtype': 'Residential', 'SaleType': 'Investment', 'TotalLotSize': '4.63AC', 'No.Lots': '1', 'OpportunityZone': 'No', 'PropertyType': 'Land', '': ''}"
LN-/3839013,https://www.loopnet.com/Listing/8306-8314-166th-St-E-Puyallup-WA/3839013/,"8306-8314 166th St E, Puyallup, WA 98375","{'Price': '$995,000', 'PropertySubtype': 'Residential', 'SaleType': 'Investment', 'TotalLotSize': '9.98AC', 'No.Lots': '1', 'OpportunityZone': 'No', 'PropertyType': 'Land', '': ''}"
LN-/3788534,https://www.loopnet.com/Listing/4723-E-Freeman-Rd-Puyallup-WA/3788534/,"4723 E Freeman Rd, Puyallup, WA 98371","{'Price': '$1,650,000', 'PropertySubtype': 'Commercial', 'SaleType': 'Investment', 'ProposedUse': 'NeighborhoodCenter', 'No.Lots': '1', 'TotalLotSize': '5.41AC', 'PropertyType': 'Land', 'OpportunityZone': 'No'}"
LN-/3726167,https://www.loopnet.com/Listing/1123-Pacific-Ave-Tacoma-WA/3726167/,"1123 Pacific Ave, Tacoma, WA 98402","{'Sale Type': 'Investment or Owner User', 'Property Type': 'Office', 'Building Size': '26,804 SF', 'Building Class': 'B', 'Year Built/Renovated': '1919/2007', 'Price': '$4,975,000', 'Price Per SF': '$186', 'Percent Leased': '7%', 'Tenancy': 'Multiple', 'Building Height': '5 Stories', 'Typical Floor Size': '5,361 SF', 'Building FAR': '4.40', 'Land Acres': '0.14 AC'}"
LN-21490344,https://www.loopnet.com/Listing/10002-Steele-St-Tacoma-WA/21490344/,"10002 Steele St, Tacoma, WA 98444","{'SaleType': 'InvestmentorOwnerUser', 'YearBuilt': '2021', 'PropertyType': 'Industrial', 'ParkingRatio': '1.33/1,000SF', 'BuildingClass': 'A', 'ClearCeilingHeight': '32FT', 'LotSize': '7.09AC', 'No.Dock-HighDoors/Loading': '17', 'ConstructionStatus': 'Proposed', 'No.DriveIn/Grade-LevelDoors': '2', 'RentableBuildingArea': '128,441SF', 'OpportunityZone': 'No', 'No.Stories': '1', '': ''}"
LN-21229150,https://www.loopnet.com/Listing/3727-112th-St-SW-Lakewood-WA/21229150/,"3727 112th St SW, Lakewood, WA 98499","{'SaleType': 'OwnerUser', 'YearBuilt': '1992', 'PropertyType': 'Industrial', 'Tenancy': 'Single', 'PropertySubtype': 'Warehouse', 'ParkingRatio': '0.91/1,000SF', 'BuildingClass': 'C', 'No.Dock-HighDoors/Loading': '2', 'LotSize': '0.63AC', 'No.DriveIn/Grade-LevelDoors': '2', 'RentableBuildingArea': '17,673SF', 'OpportunityZone': 'No', 'No.Stories': '1', '': ''}"
LN-20921986,https://www.loopnet.com/Listing/821-Dock-St-Tacoma-WA/20921986/,"821 Dock St, Tacoma, WA 98402","{'SaleType': 'Investment', 'No.Stories': '2', 'PropertyType': 'Industrial', 'YearBuilt': '1980', 'PropertySubtype': 'Warehouse', 'ParkingRatio': '1.5/1,000SF', 'BuildingClass': 'B', 'ClearCeilingHeight': '18FT', 'LotSize': '2.76AC', 'No.DriveIn/Grade-LevelDoors': '1', 'RentableBuildingArea': '24,442SF', 'OpportunityZone': 'No'}"
LN-19771017,https://www.loopnet.com/Listing/State-Route-7-Spanaway-WA/19771017/,"State Route 7, Spanaway, WA 98387","{'SaleType': 'InvestmentorOwnerUser', 'PropertySubtype': 'Residential', 'SaleConditions': 'AuctionSale', 'TotalLotSize': '280.00AC', 'No.Lots': '1', 'OpportunityZone': 'No', 'PropertyType': 'Land', '': ''}"
LN-17213558,https://www.loopnet.com/Listing/Cedar-Plaza/17213558/,Cedar Plaza,"{'SaleType': 'Investment', 'IndividuallyForSale': '0', 'Status': 'Active', 'TotalBuildingSize': '55,600SF', 'NumberofProperties': '3', 'TotalLandArea': '4.16AC'}"
LN-14058037,https://www.loopnet.com/Listing/Portfolio-Sale-of-2-Lakewood-Properties/14058037/,Portfolio of 2 Properties,"{'SaleType': 'InvestmentorOwnerUser', 'IndividuallyForSale': '0', 'Status': 'Active', 'TotalBuildingSize': '501,000SF', 'NumberofProperties': '2', 'TotalLandArea': '44.08AC'}"
LN-/3884778,https://www.loopnet.com/Listing/5412-176th-St-E-Puyallup-WA/3884778/,"5412 176th St E, Puyallup, WA 98375","{'SaleType': 'OwnerUser', 'ProposedUse': 'RetailOffice', 'No.Lots': '1', 'TotalLotSize': '12.97AC', 'PropertyType': 'Land', 'OpportunityZone': 'No', 'PropertySubtype': 'Commercial', '': ''}"
LN-/3833911,https://www.loopnet.com/Listing/35026-90th-Ave-S-Roy-WA/3833911/,"35026 90th Ave S, Roy, WA 98580","{'SaleType': 'Investment', 'ProposedUse': 'Commercial', 'No.Lots': '1', 'TotalLotSize': '4.99AC', 'PropertyType': 'Land', 'OpportunityZone': 'No', 'PropertySubtype': 'Commercial', '': ''}"
LN-21413607,https://www.loopnet.com/Listing/12505-Canyon-Rd-E-Puyallup-WA/21413607/,"12505 Canyon Rd E, Puyallup, WA 98373","{'Price': '$740,520', 'ProposedUse': 'CommercialIndustrialRetailOfficeAutoRepairBankCarwashContractorStorageYardConvenienceStoreDaycareCenterFastFoodHealthcareMedicalOfficeParkRestaurantRetailWarehouseWarehouse', 'SaleType': 'Investment', 'TotalLotSize': '3.40AC', 'No.Lots': '1', 'CrossStreets': '108thSt.', 'PropertyType': 'Land', 'OpportunityZone': 'No', 'PropertySubtype': 'Commercial', '': ''}"
LN-21165916,https://www.loopnet.com/Listing/10012-225th-St-Ct-Graham-WA/21165916/,"10012 225th St Ct, Graham, WA 98338","{'Price': '$475,000', 'PropertySubtype': 'Industrial', 'SaleType': 'InvestmentorOwnerUser', 'TotalLotSize': '8.12AC', 'No.Lots': '1', 'OpportunityZone': 'No', 'PropertyType': 'Land', '': ''}"
LN-20509898,https://www.loopnet.com/Listing/16305-60th-St-E-Sumner-WA/20509898/,"16305 60th St E, Sumner, WA 98390","{'Price': '$600,000', 'PropertySubtype': 'Commercial', 'SaleType': 'Investment', 'ProposedUse': 'Multifamily', 'No.Lots': '1', 'TotalLotSize': '0.60AC', 'PropertyType': 'Land', 'OpportunityZone': 'No'}"
LN-19938315,https://www.loopnet.com/Listing/30-Acres-in-Pierce-County-Graham-WA/19938315/,"30 Acres in Pierce County, Graham, WA 98338","{'Price': '$1,000,000', 'PropertySubtype': 'Residential', 'SaleType': 'Investment', 'TotalLotSize': '30.00AC', 'No.Lots': '1', 'OpportunityZone': 'No', 'PropertyType': 'Land', '': ''}"
LN-15219511,https://www.loopnet.com/Listing/13305-Canyon-Rd-E-Puyallup-WA/15219511/,"13305 Canyon Rd E, Puyallup, WA 98373","{'SaleType': 'Investment', 'ProposedUse': 'Industrial', 'No.Lots': '1', 'TotalLotSize': '4.25AC', 'PropertyType': 'Land', 'OpportunityZone': 'No', 'PropertySubtype': 'Commercial', '': ''}"
LN-15045697,https://www.loopnet.com/Listing/10821-Valley-Ave-E-Puyallup-WA/15045697/,"10821 Valley Ave E, Puyallup, WA 98372","{'Price': '$2,400,000', 'PropertySubtype': 'Commercial', 'SaleType': 'Investment', 'ProposedUse': 'CommercialRetailApartmentUnits', 'No.Lots': '1', 'TotalLotSize': '4.59AC', 'PropertyType': 'Land', 'OpportunityZone': 'No'}"
LN-12937242,https://www.loopnet.com/Listing/1313-Meridian-Ave-E-Milton-WA/12937242/,"1313 Meridian Ave E, Milton, WA 98354","{'Price': '$1,536,150', 'PropertySubtype': 'Commercial', 'SaleType': 'Investment', 'ProposedUse': 'CommercialRetail', 'No.Lots': '1', 'TotalLotSize': '1.01AC', 'PropertyType': 'Land', 'OpportunityZone': 'No'}"
LN-12170223,https://www.loopnet.com/Listing/20115-20317-Meridian-Ave-E-Graham-WA/12170223/,"20115-20317 Meridian Ave E, Graham, WA 98338","{'Price': '$1,000,000', 'PropertySubtype': 'Residential', 'SaleType': 'Investment', 'TotalLotSize': '23.69AC', 'No.Lots': '1', 'OpportunityZone': 'No', 'PropertyType': 'Land', '': ''}"
LN-11493457,https://www.loopnet.com/Listing/NW-Freeman-Rd-26th-St-Fife-WA/11493457/,"NW Freeman Rd & 26th St, Fife, WA 98424","{'SaleType': 'Investment', 'PropertySubtype': 'Commercial', 'No.Lots': '1', 'TotalLotSize': '1.71AC', 'PropertyType': 'Land', 'OpportunityZone': 'No'}"
LN-11124983,https://www.loopnet.com/Listing/524-Meridian-Ave-Milton-WA/11124983/,"524 Meridian Ave, Milton, WA 98354","{'SaleType': 'Investment', 'PropertySubtype': 'Commercial', 'No.Lots': '1', 'TotalLotSize': '1.07AC', 'PropertyType': 'Land', 'OpportunityZone': 'No'}"
LN-/8625418,https://www.loopnet.com/Listing/123-150th-Ct-S-Tacoma-WA/8625418/,"123 150th Ct S, Tacoma, WA 98445","{'SaleType': 'Investment', 'ProposedUse': 'Retail', 'No.Lots': '1', 'TotalLotSize': '1.40AC', 'PropertyType': 'Land', 'OpportunityZone': 'No', 'PropertySubtype': 'Commercial', '': ''}"
LN-/3934491,https://www.loopnet.com/Listing/14401-Pacific-Ave-Tacoma-WA/3934491/,"14401 Pacific Ave, Tacoma, WA 98444","{'SaleType': 'Investment', 'ProposedUse': 'CommercialHoldForDevelopmentSpecialty,FestivalorEntertainment', 'No.Lots': '1', 'TotalLotSize': '14.21AC', 'PropertyType': 'Land', 'OpportunityZone': 'No', 'PropertySubtype': 'Commercial', '': ''}"
