CS_ID,url,Address_Line,City,State,Postal_Code,Property_Type,Price,SquareFeet,Building_Class,Year_Built,Sale Type
LN-19219393,https://www.loopnet.com/Listing/7714-176th-St-Puyallup-WA/19219393/,7714 176th St,Puyallup,WA,98375,Retail,4544444,3000,B,2020,Investment
